T_fluid,id,x,y,z
1315.7493943608,1.54,1.005,1.54,0
1314.9358843795,1.55,1.005,1.55,0
1313.9931357426,1.56,1.005,1.56,0
1312.9172457899,1.57,1.005,1.57,0
1311.7039707008,1.58,1.005,1.58,0
1310.3486263597,1.59,1.005,1.59,0
1308.846186334,1.6,1.005,1.6,0
1307.1913848829,1.61,1.005,1.61,0
1305.3787164283,1.62,1.005,1.62,0
1303.4023461841,1.63,1.005,1.63,0
1301.2560000934,1.64,1.005,1.64,0
1298.9329017044,1.65,1.005,1.65,0
1296.4257907641,1.66,1.005,1.66,0
1293.7270007318,1.67,1.005,1.67,0
1290.8285333103,1.68,1.005,1.68,0
1287.7220874154,1.69,1.005,1.69,0
1284.3990499129,1.7,1.005,1.7,0
1280.8504784528,1.71,1.005,1.71,0
1277.0670921954,1.72,1.005,1.72,0
1273.0392663485,1.73,1.005,1.73,0
1268.7570219593,1.74,1.005,1.74,0
1264.2100067915,1.75,1.005,1.75,0
1259.3874654216,1.76,1.005,1.76,0
1254.2781954981,1.77,1.005,1.77,0
1248.8704851307,1.78,1.005,1.78,0
1243.1520242498,1.79,1.005,1.79,0
1237.1097795711,1.8,1.005,1.8,0
1230.7298180029,1.81,1.005,1.81,0
1223.9970565736,1.82,1.005,1.82,0
1216.894907678,1.83,1.005,1.83,0
1209.4047754313,1.84,1.005,1.84,0
1201.5053379003,1.85,1.005,1.85,0
1193.1715154642,1.86,1.005,1.86,0
1184.3729777463,1.87,1.005,1.87,0
1175.0719775014,1.88,1.005,1.88,0
1165.2202011308,1.89,1.005,1.89,0
1154.754183161,1.9,1.005,1.9,0
1143.5886582416,1.91,1.005,1.91,0
1131.6070090718,1.92,1.005,1.92,0
1118.647680227,1.93,1.005,1.93,0
1104.4850308687,1.94,1.005,1.94,0
1088.802376961,1.95,1.005,1.95,0
1071.1529114192,1.96,1.005,1.96,0
1050.8973283378,1.97,1.005,1.97,0
1027.0935255578,1.98,1.005,1.98,0
998.17793001815,1.99,1.005,1.99,0
962.08987227123,2,1.005,2,0
