T_fluid,id,x,y,z
1069.5207746281,1.67,1.67,1.005,0
1065.7444088068,1.68,1.68,1.005,0
1061.9763242354,1.69,1.69,1.005,0
1058.217301414,1.7,1.7,1.005,0
1054.4681086652,1.71,1.71,1.005,0
1050.729486161,1.72,1.72,1.005,0
1047.0021238047,1.73,1.73,1.005,0
1043.2866315333,1.74,1.74,1.005,0
1039.5835003804,1.75,1.75,1.005,0
1035.8930523962,1.76,1.76,1.005,0
1032.2153772536,1.77,1.77,1.005,0
1028.5502530681,1.78,1.78,1.005,0
1024.8970486193,1.79,1.79,1.005,0
1021.2546037625,1.8,1.8,1.005,0
1017.6210843463,1.81,1.81,1.005,0
1013.9938073723,1.82,1.82,1.005,0
1010.3690313956,1.83,1.83,1.005,0
1006.7417061898,1.84,1.84,1.005,0
1003.1051743404,1.85,1.85,1.005,0
999.4508154574,1.86,1.86,1.005,0
995.7676206755,1.87,1.87,1.005,0
992.04168028511,1.88,1.88,1.005,0
988.25555931989,1.89,1.89,1.005,0
984.38752216002,1.9,1.9,1.005,0
980.41054299144,1.91,1.91,1.005,0
976.29099574056,1.92,1.92,1.005,0
971.98683988661,1.93,1.93,1.005,0
967.44498333004,1.94,1.94,1.005,0
962.59728115204,1.95,1.95,1.005,0
957.35432646961,1.96,1.96,1.005,0
951.59605964653,1.97,1.97,1.005,0
945.15970767386,1.98,1.98,1.005,0
937.83544169709,1.99,1.99,1.005,0
929.42797741472,2,2,1.005,0
