Time,Xg,Yg,Zg
0.309903211,-0.003722888,-0.004724386,0.003752826
0.316227766,-0.004346591,-0.004387189,0.005658087
0.322552321,-0.004910355,-0.00410048,0.006790055
0.328876877,-0.005453719,-0.003884774,0.007006392
0.335201432,-0.005991679,-0.003715963,0.006275819
0.341525987,-0.006504734,-0.003545611,0.004672383
0.347850543,-0.006940955,-0.003328187,0.002365447
0.354175098,-0.007229844,-0.003044763,-0.000392621
0.360499653,-0.007303575,-0.002714135,-0.003282696
0.366824209,-0.007118467,-0.0023871,-0.005942992
0.373148764,-0.006669234,-0.002125929,-0.008004484
0.379473319,-0.005990928,-0.001976845,-0.009137821
0.385797875,-0.005147727,-0.00194629,-0.009106809
0.39212243,-0.00421239,-0.001990868,-0.007818584
0.398446985,-0.003243654,-0.002026216,-0.00535783
0.404771541,-0.002269826,-0.001953312,-0.001993471
0.411096096,-0.001284817,-0.001694173,0.001848745
0.417420651,-0.000258554,-0.001224918,0.005646396
0.423745206,0.000841466,-0.000594322,0.008863395
0.430069762,0.002025006,7.97E-05,0.011039421
0.436394317,0.003259521,0.000635904,0.011866961
0.442718872,0.004463992,0.000911258,0.01123977
0.449043428,0.005519614,0.000784892,0.009263526
0.455367983,0.006295085,0.000211798,0.006228726
0.461692538,0.006679067,-0.000764481,0.002554583
0.468017094,0.006609545,-0.002023384,-0.001281558
0.474341649,0.006090483,-0.003398681,-0.004813684
0.480666204,0.00519011,-0.004718954,-0.007643128
0.48699076,0.004021202,-0.00584416,-0.009475101
0.493315315,0.002709742,-0.006687385,-0.010136473
0.49963987,0.001362315,-0.007216727,-0.009580251
0.505964426,4.30E-05,-0.007439703,-0.007883417
0.512288981,-0.001232608,-0.007378675,-0.005242322
0.518613536,-0.002485061,-0.007048597,-0.001965101
0.524938092,-0.003744851,-0.006446635,0.001543936
0.531262647,-0.005022879,-0.005557924,0.004814987
0.537587202,-0.006288638,-0.004374668,0.007363417
0.543911758,-0.007465043,-0.002919983,0.008759194
0.550236313,-0.00844285,-0.001265363,0.008705685
0.556560868,-0.009110485,0.000467359,0.007111019
0.562885424,-0.009389244,0.002122972,0.00413192
0.569209979,-0.009261289,0.00354483,0.000172714
0.575534534,-0.008779713,0.004611646,-0.00416862
0.581859089,-0.0080557,0.005266436,-0.008202092
0.588183645,-0.00722561,0.005527057,-0.011275893
0.5945082,-0.006407982,0.005474057,-0.012906033
0.600832755,-0.005664485,0.005219642,-0.012873862
0.607157311,-0.004978251,0.004868534,-0.011266384
0.613481866,-0.00425776,0.004484664,-0.008448369
0.619806421,-0.00336627,0.004075707,-0.004973214
0.626130977,-0.002168239,0.003600949,-0.001455958
0.632455532,-0.000578266,0.002999324,0.001558099
0.638780087,0.001403152,0.002226685,0.00369545
0.645104643,0.003678858,0.001287644,0.004802973
0.651429198,0.006073109,0.000248956,0.004935557
0.657753753,0.008373038,-0.000771858,0.004293751
0.664078309,0.010380408,-0.001639654,0.003136726
0.670402864,0.011957249,-0.002245061,0.0017016
0.676727419,0.013051072,-0.002542198,0.00015529
0.683051975,0.013692308,-0.002566197,-0.001408563
0.68937653,0.013965969,-0.002423041,-0.002932804
0.695701085,0.013968285,-0.002254323,-0.004341002
0.702025641,0.013764123,-0.002189052,-0.005491532
0.708350196,0.013360588,-0.002299973,-0.006167435
0.714674751,0.012706532,-0.002580777,-0.006114831
0.720999307,0.011718463,-0.002953318,-0.005123604
0.727323862,0.010323866,-0.003302877,-0.003125514
0.733648417,0.00850638,-0.003528754,-0.000273922
0.739972972,0.006335982,-0.003590985,0.003029801
0.746297528,0.003971903,-0.003534474,0.006184314
0.752622083,0.001634971,-0.003479412,0.008509102
0.758946638,-0.000443493,-0.003579081,0.00941147
0.765271194,-0.002080747,-0.003958596,0.008554499
0.771595749,-0.003190759,-0.004656376,0.005975149
0.777920304,-0.003805354,-0.005590709,0.002111991
0.78424486,-0.004060602,-0.006566209,-0.002273861
0.790569415,-0.004151741,-0.007321607,-0.006269989
0.79689397,-0.004270176,-0.007605577,-0.009032981
0.803218526,-0.004542134,-0.007256631,-0.009997887
0.809543081,-0.004988269,-0.00626031,-0.009017713
0.815867636,-0.005516992,-0.004763414,-0.006392648
0.822192192,-0.005953554,-0.003038802,-0.002780412
0.828516747,-0.006095511,-0.001410831,0.000986004
0.834841302,-0.005776767,-0.000164986,0.004119557
0.841165858,-0.004919824,0.000529078,0.006074651
0.847490413,-0.003559895,0.000656142,0.006661178
0.853814968,-0.001833884,0.000343711,0.006047626
0.860139524,6.12E-05,-0.000194748,0.00465907
0.866464079,0.001926091,-0.000740891,0.003008861
0.872788634,0.003613435,-0.001147865,0.0015228
0.87911319,0.005061115,-0.001384888,0.000414929
0.885437745,0.006293565,-0.001534579,-0.000345299
0.8917623,0.007392125,-0.001744751,-0.000967422
0.898086855,0.008445607,-0.002153181,-0.001703991
0.904411411,0.009499247,-0.002814104,-0.00269769
0.910735966,0.010520828,-0.003655141,-0.003871979
0.917060521,0.011396936,-0.004482896,-0.004911303
0.923385077,0.011961935,-0.005037954,-0.00534559
0.929709632,0.012050868,-0.005081857,-0.004715925
0.936034187,0.011558865,-0.004486058,-0.002766795
0.942358743,0.010486776,-0.003290715,0.000403623
0.948683298,0.008956669,-0.001710427,0.004294406
0.955007853,0.00719033,-8.17E-05,0.00808304
0.961332409,0.005455895,0.001233217,0.010823615
0.967656964,0.003998282,0.001955232,0.011708706
0.973981519,0.002974672,0.001975156,0.010316777
0.980306075,0.002415051,0.001388363,0.006766541
0.98663063,0.002220093,0.0004656,0.001724823
0.992955185,0.002196952,-0.000431372,-0.003742187
0.999279741,0.002121599,-0.000962045,-0.008436227
1.005604296,0.001808117,-0.000910945,-0.011337168
1.011928851,0.001163473,-0.000249544,-0.011865947
1.018253407,0.000211309,0.000862714,-0.010023452
1.024577962,-0.000921465,0.002136682,-0.006366188
1.030902517,-0.002049403,0.003249695,-0.001829426
1.037227073,-0.002988791,0.00394605,0.002545151
1.043551628,-0.003613116,0.004107772,0.005892465
1.049876183,-0.003885644,0.003772955,0.007732316
1.056200738,-0.003859271,0.003097986,0.00804426
1.062525294,-0.003645172,0.002279971,0.007195345
1.068849849,-0.003362427,0.001469523,0.005755204
1.075174404,-0.00308722,0.000707076,0.004268424
1.08149896,-0.002820121,-9.31E-05,0.003065214
1.087823515,-0.002483593,-0.001104752,0.002174652
1.09414807,-0.001951233,-0.002510476,0.001366353
1.100472626,-0.001099113,-0.004410916,0.000299568
1.106797181,0.000138416,-0.006755576,-0.001280268
1.113121736,0.001728057,-0.009322506,-0.003375007
1.119446292,0.00352705,-0.011757024,-0.005664689
1.125770847,0.005307971,-0.013659259,-0.007568816
1.132095402,0.006812382,-0.014693064,-0.008423916
1.138419958,0.007817123,-0.014680928,-0.007719971
1.144744513,0.008192664,-0.01365369,-0.005313827
1.151069068,0.007935238,-0.011838683,-0.001541128
1.157393624,0.007162802,-0.009590324,0.002820819
1.163718179,0.006076467,-0.007286128,0.006738478
1.170042734,0.004900031,-0.005222124,0.009205107
1.17636729,0.003817046,-0.003541131,0.009536061
1.182691845,0.002925231,-0.002215494,0.007583673
1.1890164,0.002221885,-0.001087061,0.003801875
1.195340956,0.00162346,5.21E-05,-0.000863329
1.201665511,0.001011068,0.001368316,-0.005227145
1.207990066,0.000285283,0.002915573,-0.008187821
1.214314622,-0.000589072,0.004610873,-0.009020886
1.220639177,-0.00156357,0.006261226,-0.007559473
1.226963732,-0.002518599,0.007631853,-0.004211339
1.233288287,-0.00330278,0.008529744,0.000185078
1.239612843,-0.00378528,0.008872242,0.004613758
1.245937398,-0.003902467,0.008716224,0.008160485
1.252261953,-0.003682372,0.008237912,0.010232493
1.258586509,-0.003238116,0.007671033,0.010657323
1.264911064,-0.002732194,0.007225692,0.009643459
1.271235619,-0.002323598,0.007016874,0.007632364
1.277560175,-0.002115744,0.007027754,0.005105723
1.28388473,-0.002122984,0.007120423,0.002421936
1.290209285,-0.002267232,0.007089808,-0.000260661
1.296533841,-0.002406012,0.006741458,-0.002952871
1.302858396,-0.002382554,0.005965664,-0.005717952
1.309182951,-0.002081084,0.00478193,-0.00852475
1.315507507,-0.001468668,0.003338397,-0.011138417
1.321832062,-0.000609564,0.001866579,-0.013102906
1.328156617,0.000352685,0.000607258,-0.013834821
1.334481173,0.001239278,-0.000266893,-0.012805154
1.340805728,0.001891435,-0.000705566,-0.009749312
1.347130283,0.002218404,-0.00079382,-0.004830031
1.353454839,0.002222341,-0.000720031,0.001311628
1.359779394,0.001992248,-0.000710279,0.007647961
1.366103949,0.001669686,-0.000951725,0.012983464
1.372428505,0.001398567,-0.001530706,0.016242548
1.37875306,0.0012765,-0.002405573,0.016743066
1.385077615,0.001324325,-0.003422135,0.014374487
1.39140217,0.001483904,-0.004365083,0.009627659
1.397726726,0.001644306,-0.005027101,0.003468217
1.404051281,0.001686618,-0.005272328,-0.002907163
1.410375836,0.001531212,-0.00507386,-0.008358555
1.416700392,0.001170613,-0.004514717,-0.012051755
1.423024947,0.00067624,-0.003754513,-0.013602308
1.429349502,0.000176528,-0.002975428,-0.013085284
1.435674058,-0.000185989,-0.002327123,-0.010925349
1.441998613,-0.000303681,-0.001889192,-0.007717642
1.448323168,-0.000141778,-0.001662313,-0.004046318
1.454647724,0.000248066,-0.00158828,-0.000359887
1.460972279,0.000743527,-0.001588805,0.003065267
1.467296834,0.001191502,-0.001606705,0.00607858
1.47362139,0.001458628,-0.001633191,0.00856359
1.479945945,0.001475274,-0.001710875,0.010353821
1.4862705,0.001258122,-0.001911705,0.011203091
1.492595056,0.000903777,-0.002298583,0.010832023
1.498919611,0.000555756,-0.002885633,0.009038357
1.505244166,0.000356217,-0.003612753,0.005828519
1.511568722,0.000398821,-0.004345084,0.001513677
1.517893277,0.000698557,-0.004899374,-0.003278974
1.524217832,0.001188326,-0.005089839,-0.00770166
1.530542388,0.001742869,-0.00477942,-0.010872413
1.536866943,0.002221296,-0.003920482,-0.012101921
1.543191498,0.002513342,-0.002572433,-0.011091444
1.549516053,0.002573541,-0.0008912,-0.00803658
1.555840609,0.002432005,0.000905754,-0.003598526
1.562165164,0.002178835,0.002588053,0.001254711
1.568489719,0.001928342,0.00396056,0.005493328
1.574814275,0.001776131,0.004898334,0.008285369
1.58113883,0.001764276,0.005360872,0.009194557
1.587463385,0.001866676,0.005385103,0.008259839
1.593787941,0.001999362,0.00506288,0.005938121
1.600112496,0.002051704,0.004512309,0.002934972
1.606437051,0.001927141,0.003852182,-1.78E-05
1.612761607,0.001578889,0.003185668,-0.002365346
1.619086162,0.001027973,0.002594617,-0.003851203
1.625410717,0.00035727,0.002141455,-0.004527171
1.631735273,-0.000316294,0.001873249,-0.004659399
1.638059828,-0.000881646,0.001822797,-0.004575185
1.644384383,-0.001271629,0.002004226,-0.004511928
1.650708939,-0.00148602,0.002404236,-0.00452507
1.657033494,-0.001591512,0.002973197,-0.004486631
1.663358049,-0.001698616,0.003621524,-0.004169907
1.669682605,-0.001923261,0.0042256,-0.003382483
1.67600716,-0.002345963,0.00464438,-0.002090958
1.682331715,-0.002982057,0.004744042,-0.00048369
1.688656271,-0.003772602,0.004424908,0.001058712
1.694980826,-0.004598512,0.003643655,0.002079996
1.701305381,-0.005312829,0.002424953,0.002212347
1.707629936,-0.005780302,0.000859614,0.00132763
1.713954492,-0.00591155,-0.000909897,-0.000383451
1.720279047,-0.005681511,-0.002712514,-0.002440414
1.726603602,-0.005127574,-0.004374437,-0.004208905
1.732928158,-0.004329767,-0.005742326,-0.005103266
1.739252713,-0.003381123,-0.006700192,-0.004789196
1.745577268,-0.002358989,-0.007178885,-0.00331593
1.751901824,-0.001306885,-0.007159193,-0.001127796
1.758226379,-0.000232057,-0.006670632,0.001056235
1.764550934,0.000882057,-0.00578763,0.002462187
1.77087549,0.002054553,-0.00462365,0.002512327
1.777200045,0.003285907,-0.003322473,0.001027213
1.7835246,0.004545367,-0.002045361,-0.001689013
1.789849156,0.005771742,-0.000953518,-0.004911784
1.796173711,0.006887298,-0.000187037,-0.007692509
1.802498266,0.007819566,0.000156356,-0.009130315
1.808822822,0.008523011,3.79E-05,-0.008636858
1.815147377,0.008992599,-0.00051496,-0.006113835
1.821471932,0.009264278,-0.001414177,-0.001990267
1.827796488,0.009401987,-0.002528745,0.002889442
1.834121043,0.009475528,-0.003711295,0.007489811
1.840445598,0.009536667,-0.00482673,0.010851086
1.846770154,0.009601299,-0.005775695,0.012319025
1.853094709,0.009643334,-0.006506978,0.011674108
1.859419264,0.009601926,-0.007016433,0.009132202
1.865743819,0.009399373,-0.007334194,0.005231117
1.872068375,0.008963766,-0.007505523,0.000652452
1.87839293,0.008249423,-0.007572234,-0.003956043
1.884717485,0.007249371,-0.007560819,-0.008100162
1.891042041,0.005997161,-0.007480336,-0.011471104
1.897366596,0.004558858,-0.007329151,-0.013896389
1.903691151,0.003018915,-0.007106104,-0.01524875
1.910015707,0.001464952,-0.006820052,-0.015367516
1.916340262,-2.41E-05,-0.006492611,-0.014040356
1.922664817,-0.001384284,-0.006151978,-0.011066652
1.928989373,-0.002566802,-0.005819777,-0.00638715
1.935313928,-0.00353534,-0.005496307,-0.000231532
1.941638483,-0.004262536,-0.005151007,0.006781029
1.947963039,-0.004728722,-0.004723628,0.01364604
1.954287594,-0.004923644,-0.004137951,0.019110303
1.960612149,-0.00485023,-0.003325123,0.021925046
1.966936705,-0.004528075,-0.002249609,0.021156815
1.97326126,-0.003994064,-0.000929007,0.016470168
1.979585815,-0.003298462,0.000559744,0.008294936
1.985910371,-0.002496576,0.002091044,-0.002182647
1.992234926,-0.001637902,0.003515975,-0.013218365
1.998559481,-0.000755924,0.004694988,-0.022857685
2.004884037,0.000138173,0.005527946,-0.029348589
2.011208592,0.001055696,0.005972269,-0.031515642
2.017533147,0.002024185,0.006043842,-0.029001375
2.023857703,0.00307634,0.005801267,-0.022318094
2.030182258,0.004237157,0.00531969,-0.012705481
2.036506813,0.005512687,0.004663976,-0.001840893
2.042831368,0.006883102,0.003870976,0.008515478
2.049155924,0.008301303,0.002947104,0.01684916
2.055480479,0.009696664,0.001881657,0.022120191
2.061805034,0.010982229,0.000670258,0.023856124
2.06812959,0.012063293,-0.000661117,0.022116824
2.074454145,0.01284561,-0.002041595,0.017373562
2.0807787,0.013242454,-0.003357152,0.010360496
2.087103256,0.013180663,-0.0044696,0.001949378
2.093427811,0.012606412,-0.005247442,-0.006926762
2.099752366,0.011491309,-0.005598707,-0.015306975
2.106076922,0.009838757,-0.00549486,-0.022223972
2.112401477,0.007689498,-0.004977764,-0.026753302
2.118726032,0.005124602,-0.004147429,-0.028117064
2.125050588,0.002263964,-0.003134867,-0.025840505
2.131375143,-0.000740879,-0.002069345,-0.019926318
2.137699698,-0.003719518,-0.001050883,-0.010986659
2.144024254,-0.006499396,-0.000136472,-0.000268296
2.150348809,-0.00892363,0.000656996,0.010473572
2.156673364,-0.010866642,0.001336517,0.019256598
2.16299792,-0.012244811,0.001911895,0.024262216
2.169322475,-0.01302061,0.002379817,0.024249168
2.17564703,-0.013200375,0.002720631,0.018883233
2.181971586,-0.012827285,0.002909831,0.008888087
2.188296141,-0.011971919,0.00293964,-0.004037037
2.194620696,-0.010722756,0.00284106,-0.017527946
2.200945251,-0.009178141,0.002695416,-0.029028484
2.207269807,-0.007440157,0.002627425,-0.036315847
2.213594362,-0.00560981,0.00277835,-0.03795372
2.219918917,-0.003782492,0.003265514,-0.033568421
2.226243473,-0.002042931,0.004140485,-0.023890909
2.232568028,-0.000459608,0.005360242,-0.010568538
2.238892583,0.00092039,0.006782593,0.004193218
2.245217139,0.002074475,0.008189833,0.01806316
2.251541694,0.00300404,0.009335522,0.028988761
2.257866249,0.003729482,0.010001452,0.035492681
2.264190805,0.004281282,0.010048219,0.0368225
2.27051536,0.004689027,0.009444609,0.032959453
2.276839915,0.004971238,0.008267837,0.024525625
2.283164471,0.005128916,0.006676121,0.012642042
2.289489026,0.005144835,0.004863918,-0.001218833
2.295813581,0.004988945,0.003015224,-0.015366609
2.302138137,0.00462837,0.001269904,-0.028019575
2.308462692,0.00403901,-0.000287726,-0.037448168
2.314787247,0.003215198,-0.001617732,-0.042157645
2.321111803,0.002174433,-0.00269918,-0.041112155
2.327436358,0.000955805,-0.003504163,-0.0339714
2.333760913,-0.000387254,-0.003984607,-0.021281976
2.340085469,-0.001797426,-0.004079541,-0.004552148
2.346410024,-0.003223669,-0.003741443,0.013850021
2.352734579,-0.004627783,-0.002971386,0.030998894
2.359059134,-0.005985365,-0.001847419,0.043884767
2.36538369,-0.007281176,-0.000531297,0.049975891
2.371708245,-0.008500933,0.000754536,0.047749086
2.3780328,-0.009622926,0.001777188,0.037061953
2.384357356,-0.010613002,0.002357455,0.019267448
2.390681911,-0.011425333,0.002427629,-0.002971565
2.397006466,-0.012009378,0.002062649,-0.026139197
2.403331022,-0.012321087,0.001471346,-0.046500898
2.409655577,-0.012334651,0.00094683,-0.0607796
2.415980132,-0.012050516,0.00078855,-0.066731135
2.422304688,-0.011496289,0.001218521,-0.06350522
2.428629243,-0.010719326,0.002317146,-0.051733275
2.434953798,-0.009772649,0.003998645,-0.033348949
2.441278354,-0.008698341,0.006034,-0.011203366
2.447602909,-0.007513933,0.008114326,0.011429183
2.453927464,-0.006206937,0.009934912,0.031353985
2.46025202,-0.004740472,0.011273904,0.04588559
2.466576575,-0.003069573,0.012041963,0.053156903
2.47290113,-0.001164123,0.012289376,0.052295223
2.479225686,0.000968303,0.012171441,0.043477361
2.485550241,0.003267168,0.01188659,0.027884934
2.491874796,0.005617172,0.011609947,0.007575973
2.498199352,0.007862202,0.011445074,-0.014721982
2.504523907,0.009832638,0.011408792,-0.035899265
2.510848462,0.011379281,0.011451008,-0.052829404
2.517173017,0.012404666,0.011498376,-0.062791868
2.523497573,0.012882657,0.011502032,-0.063905035
2.529822128,0.012860286,0.01146873,-0.0554972
2.536146683,0.012440909,0.011461771,-0.038331897
2.542471239,0.011753405,0.011570484,-0.01461452
2.548795794,0.010916557,0.011860091,0.012257893
2.555120349,0.010009423,0.012322602,0.038189015
2.561444905,0.009056637,0.012850501,0.059045496
2.56776946,0.008032806,0.01324772,0.071370697
2.574094015,0.006883781,0.013279192,0.07301053
2.580418571,0.005556766,0.012745719,0.063523694
2.586743126,0.004028078,0.011560274,0.044290987
2.593067681,0.002317991,0.009799213,0.018300933
2.599392237,0.000486637,0.007708352,-0.01034422
2.605716792,-0.001388112,0.005657644,-0.037103721
2.612041347,-0.003242808,0.004054655,-0.057726744
2.618365903,-0.005058021,0.00324067,-0.068906007
2.624690458,-0.006872542,0.003399438,-0.068754835
2.631015013,-0.008773894,0.004505188,-0.057048363
2.637339569,-0.01086498,0.006324722,-0.035215881
2.643664124,-0.013215747,0.008472122,-0.006110288
2.649988679,-0.015815518,0.010499258,0.026394266
2.656313235,-0.018543511,0.011995853,0.057914773
2.66263779,-0.021170839,0.012672048,0.084119974
2.668962345,-0.023397943,0.01240408,0.101281837
2.675286901,-0.024919778,0.011236668,0.106764686
2.681611456,-0.025500983,0.009349263,0.099400947
2.687936011,-0.025038407,0.007002839,0.079704805
2.694260566,-0.023590751,0.004486379,0.049882414
2.700585122,-0.021364446,0.00207763,0.013614207
2.706909677,-0.018658423,2.33E-05,-0.024386753
2.713234232,-0.015783824,-0.001465791,-0.0589994
2.719558788,-0.012983263,-0.002216206,-0.085422861
2.725883343,-0.010374944,-0.002100616,-0.099899131
2.732207898,-0.00793909,-0.001060449,-0.100309673
2.738532454,-0.005550209,0.000861371,-0.086537986
2.744857009,-0.003043265,0.003489434,-0.060526464
2.751181564,-0.000290252,0.006502924,-0.026009166
2.75750612,0.002739931,0.009454761,0.012039204
2.763830675,0.005959424,0.011828155,0.048146731
2.77015523,0.009184651,0.013123731,0.077156433
2.776479786,0.012195755,0.012959038,0.09497586
2.782804341,0.014809449,0.011155888,0.099149854
2.789128896,0.016936929,0.007792229,0.089177975
2.795453452,0.018603369,0.003203977,0.066543358
2.801778007,0.019919464,-0.002064374,0.034464915
2.808102562,0.021013772,-0.007347794,-0.002577989
2.814427118,0.021950591,-0.011965422,-0.039473997
2.820751673,0.022665727,-0.015317604,-0.07117449
2.827076228,0.022948391,-0.016956149,-0.093366135
2.833400784,0.022482432,-0.016619036,-0.103039726
2.839725339,0.020938965,-0.014232289,-0.098887276
2.846049894,0.018092615,-0.00989011,-0.08147842
2.852374449,0.013922348,-0.003826865,-0.053191658
2.858699005,0.008659819,0.003609117,-0.017905055
2.86502356,0.00276344,0.011977528,0.019517636
2.871348115,-0.003179685,0.020769056,0.053879829
2.877672671,-0.00859729,0.029438516,0.080355938
2.883997226,-0.013077672,0.037455285,0.095148105
2.890321781,-0.016471878,0.044370682,0.096003261
2.896646337,-0.018919719,0.049891813,0.082518843
2.902970892,-0.020791452,0.053943027,0.0561981
2.909295447,-0.022564807,0.056693658,0.020253528
2.915620003,-0.024678373,0.058536221,-0.020807718
2.921944558,-0.027409785,0.060011845,-0.061755798
2.928269113,-0.030817758,0.061695635,-0.097291826
2.934593669,-0.034763926,0.064068491,-0.122703956
2.940918224,-0.039001815,0.067408419,-0.134451992
2.947242779,-0.043296279,0.071730735,-0.130617124
2.953567335,-0.047526181,0.076793342,-0.111166571
2.95989189,-0.051729959,0.082164412,-0.077998145
2.966216445,-0.056075773,0.087331532,-0.034748523
2.972541001,-0.060767186,0.091819843,0.013626871
2.978865556,-0.065921106,0.095285757,0.061464641
2.985190111,-0.071467152,0.097562867,0.103124598
2.991514667,-0.077111735,0.098653929,0.133742326
2.997839222,-0.082387436,0.098681191,0.149887999
3.004163777,-0.086776739,0.097820247,0.150020844
3.010488332,-0.089870194,0.096245446,0.134657678
3.016812888,-0.091503671,0.094106916,0.106224616
3.023137443,-0.091823712,0.091543698,0.06862304
3.029461998,-0.091253442,0.088720473,0.026598981
3.035786554,-0.090366033,0.085863674,-0.01495703
3.042111109,-0.089706266,0.083271264,-0.051646144
3.048435664,-0.089620834,0.081280025,-0.080027566
3.05476022,-0.09015701,0.080191609,-0.097862823
3.061084775,-0.091066718,0.080177207,-0.104148475
3.06740933,-0.091916476,0.081193305,-0.098999748
3.073733886,-0.092265923,0.082942105,-0.083471909
3.080058441,-0.091852331,0.084898563,-0.059395826
3.086382996,-0.090714991,0.086405111,-0.029264187
3.092707552,-0.089213486,0.086811989,0.003848011
3.099032107,-0.087930676,0.085624085,0.036388975
3.105356662,-0.087491711,0.082610689,0.064536867
3.111681218,-0.088360021,0.077844727,0.084559685
3.118005773,-0.090679053,0.071659924,0.093323197
3.124330328,-0.094211647,0.064540526,0.088870154
3.130654884,-0.09839338,0.056979716,0.070934448
3.136979439,-0.102475075,0.049352137,0.041231733
3.143303994,-0.105698216,0.041839565,0.003397942
3.14962855,-0.10743723,0.034429136,-0.037473876
3.155953105,-0.107258209,0.026977458,-0.075640753
3.16227766,-0.104879104,0.019310938,-0.105700827
3.168602215,-0.100058146,0.011320935,-0.123544369
3.174926771,-0.092469142,0.003016133,-0.127040113
3.181251326,-0.081631343,-0.005487577,-0.116298262
3.187575881,-0.066943211,-0.014034139,-0.093466494
3.193900437,-0.047829513,-0.022522523,-0.062143922
3.200224992,-0.02396399,-0.030988932,-0.026598901
3.206549547,0.004506475,-0.039638256,0.008983198
3.212874103,0.036821285,-0.048805195,0.041030204
3.219198658,0.07161384,-0.058851906,0.066795535
3.225523213,0.1070862,-0.070034007,0.084281636
3.231847769,0.141313113,-0.082380851,0.0920117
3.238172324,0.172591494,-0.095633543,0.088838968
3.244496879,0.199732246,-0.109265693,0.07395786
3.250821435,0.222207449,-0.122583734,0.047185708
3.25714599,0.240112793,-0.13487588,0.00945101
3.263470545,0.253966894,-0.145561765,-0.036697295
3.269795101,0.264423856,-0.154294789,-0.086807104
3.276119656,0.272003384,-0.160986573,-0.134687661
3.282444211,0.276933139,-0.165751457,-0.173126558
3.288768767,0.27915391,-0.168798197,-0.195092389
3.295093322,0.278475249,-0.170315059,-0.195182208
3.301417877,0.274810538,-0.17039594,-0.17095622
3.307742433,0.268388288,-0.169038156,-0.123786928
3.314066988,0.259843472,-0.166213084,-0.05894917
3.320391543,0.25013756,-0.161979851,0.015132991
3.326716098,0.240322705,-0.156591556,0.088341495
3.333040654,0.231229649,-0.150541562,0.15068842
3.339365209,0.223195724,-0.144515805,0.194076451
3.345689764,0.215943389,-0.139250056,0.213588013
3.35201432,0.20867113,-0.135327126,0.208036854
3.358338875,0.200343192,-0.132974941,0.179728653
3.36466343,0.190089321,-0.131932309,0.133593839
3.370987986,0.177578485,-0.131431931,0.076007979
3.377312541,0.163230374,-0.130314979,0.013657206
3.383637096,0.148177928,-0.127250044,-0.047270057
3.389961652,0.133977675,-0.120995924,-0.101446409
3.396286207,0.122153701,-0.110634125,-0.144393112
3.402610762,0.113723625,-0.095708193,-0.172306017
3.408935318,0.108867665,-0.076239179,-0.181982342
3.415259873,0.106858043,-0.052628345,-0.17104589
3.421584428,0.106279387,-0.025494842,-0.138513248
3.427908984,0.10547077,0.004485538,-0.085556247
3.434233539,0.103041748,0.036680846,-0.016167843
3.440558094,0.098286609,0.070511643,0.062609714
3.44688265,0.0913542,0.10537691,0.14115652
3.453207205,0.083114761,0.140542713,0.208518833
