FRD,id,tfuel,x,y,z
1.7202736149341e+19,1.07,1280.9661845838,1.07,0.995,0
1.7189938257424e+19,1.08,1278.2111861191,1.08,0.995,0
1.7173441126201e+19,1.09,1275.4259631205,1.09,0.995,0
1.7153233632286e+19,1.1,1272.6109559753,1.1,0.995,0
1.7129305248249e+19,1.11,1269.7665830233,1.11,0.995,0
1.7101646041241e+19,1.12,1266.8932437543,1.12,0.995,0
1.7070246672046e+19,1.13,1263.9913219043,1.13,0.995,0
1.7035098394551e+19,1.14,1261.0611884484,1.14,0.995,0
1.6996193055573e+19,1.15,1258.1032044911,1.15,0.995,0
1.6953523095201e+19,1.16,1255.1177240521,1.16,0.995,0
1.6907081547803e+19,1.17,1252.1050967462,1.17,0.995,0
1.6856862043735e+19,1.18,1249.0656703558,1.18,0.995,0
1.680285881156e+19,1.19,1245.9997932921,1.19,0.995,0
1.6745066681041e+19,1.2,1242.9078169441,1.2,0.995,0
1.6683481087185e+19,1.21,1239.790097911,1.21,0.995,0
1.6618098074671e+19,1.22,1236.6470001133,1.22,0.995,0
1.6548914303718e+19,1.23,1233.4788967802,1.23,0.995,0
1.6475927056328e+19,1.24,1230.2861723067,1.24,0.995,0
1.6399134243979e+19,1.25,1227.069223976,1.25,0.995,0
1.6318534415969e+19,1.26,1223.828463541,1.26,0.995,0
1.6234126768958e+19,1.27,1220.5643186585,1.27,0.995,0
1.6145911157547e+19,1.28,1217.2772341708,1.28,0.995,0
1.605388810587e+19,1.29,1213.9676732254,1.29,0.995,0
1.5958058820418e+19,1.3,1210.6361182287,1.3,0.995,0
1.5858425203619e+19,1.31,1207.2830716235,1.31,0.995,0
1.5754989868965e+19,1.32,1203.9090564855,1.32,0.995,0
1.564775615668e+19,1.33,1200.5146169298,1.33,0.995,0
1.5536728150981e+19,1.34,1197.1003183228,1.34,0.995,0
1.542191069783e+19,1.35,1193.6667472905,1.35,0.995,0
1.5303309424019e+19,1.36,1190.2145115209,1.36,0.995,0
1.5180930756894e+19,1.37,1186.7442393536,1.37,0.995,0
1.5054781945158e+19,1.38,1183.2565791545,1.38,0.995,0
1.4924871080113e+19,1.39,1179.7521984749,1.39,0.995,0
1.4791207117834e+19,1.4,1176.2317829941,1.4,0.995,0
1.4653799901629e+19,1.41,1172.6960352493,1.41,0.995,0
1.4512660184969e+19,1.42,1169.1456731582,1.42,0.995,0
1.4367799654718e+19,1.43,1165.5814283429,1.43,0.995,0
1.4219230954228e+19,1.44,1162.0040442679,1.44,0.995,0
1.406696770652e+19,1.45,1158.4142742064,1.45,0.995,0
1.3911024537038e+19,1.46,1154.8128790576,1.46,0.995,0
1.3751417095882e+19,1.47,1151.2006250368,1.47,0.995,0
1.3588162079319e+19,1.48,1147.5782812697,1.48,0.995,0
1.3421277250269e+19,1.49,1143.9466173218,1.49,0.995,0
1.3250781457738e+19,1.5,1140.3064007022,1.5,0.995,0
1.3076694654551e+19,1.51,1136.6583943826,1.51,0.995,0
1.2899037913679e+19,1.52,1133.0033543752,1.52,0.995,0
1.2717833442593e+19,1.53,1129.3420274151,1.53,0.995,0
1.2533104595555e+19,1.54,1125.6751487936,1.54,0.995,0
1.2344875883587e+19,1.55,1122.0034403858,1.55,0.995,0
1.2153172982341e+19,1.56,1118.3276089103,1.56,0.995,0
1.195802273725e+19,1.57,1114.6483444527,1.57,0.995,0
1.175945316635e+19,1.58,1110.9663192699,1.58,0.995,0
1.1557493460606e+19,1.59,1107.2821868776,1.59,0.995,0
1.1352173981831e+19,1.6,1103.5965813993,1.6,0.995,0
1.1143526258464e+19,1.61,1099.9101171309,1.61,0.995,0
1.0931582979309e+19,1.62,1096.2233882362,1.62,0.995,0
1.0716377985472e+19,1.63,1092.5369684535,1.63,0.995,0
1.0497946261071e+19,1.64,1088.8514106435,1.64,0.995,0
1.0276323922878e+19,1.65,1085.1672459498,1.65,0.995,0
1.0051548209419e+19,1.66,1081.4849822811,1.66,0.995,0
9.8236574700309e+18,1.67,1077.8051017409,1.67,0.995,0
9.5926911542091e+18,1.68,1074.1280565349,1.68,0.995,0
9.3586898018652e+18,1.69,1070.4542627743,1.69,0.995,0
9.1216950347354e+18,1.7,1066.784091452,1.7,0.995,0
8.8817495492784e+18,1.71,1063.1178557126,1.71,0.995,0
8.6388971112172e+18,1.72,1059.4557933511,1.72,0.995,0
8.3931825515254e+18,1.73,1055.7980432632,1.73,0.995,0
8.1446517635063e+18,1.74,1052.1446143447,1.74,0.995,0
7.893351699873e+18,1.75,1048.4953450747,1.75,0.995,0
7.6393303682556e+18,1.76,1044.8498517389,1.76,0.995,0
7.3826368230382e+18,1.77,1041.2074629316,1.77,0.995,0
7.123321149704e+18,1.78,1037.567137619,1.78,0.995,0
6.8614344378336e+18,1.79,1033.9273636353,1.79,0.995,0
6.5970287364717e+18,1.8,1030.2860330002,1.8,0.995,0
6.3301569847928e+18,1.81,1026.640289869,1.81,0.995,0
6.0608729087215e+18,1.82,1022.9863462106,1.82,0.995,0
5.78923087213e+18,1.83,1019.3192593913,1.83,0.995,0
5.5152856688438e+18,1.84,1015.6326646256,1.84,0.995,0
5.2390922388655e+18,1.85,1011.9184535564,1.85,0.995,0
4.9607052888902e+18,1.86,1008.1663877774,1.86,0.995,0
4.6801787934437e+18,1.87,1004.3636324097,1.87,0.995,0
4.3975653487715e+18,1.88,1000.4941890547,1.88,0.995,0
4.1129153457083e+18,1.89,996.53819808297,1.89,0.995,0
3.826275921368e+18,1.9,992.47106464478,1.9,0.995,0
3.5376896394161e+18,1.91,988.26233639002,1.91,0.995,0
3.2471928336534e+18,1.92,983.87421568073,1.92,0.995,0
2.9548135229119e+18,1.93,979.25951211321,1.93,0.995,0
2.6605687535948e+18,1.94,974.35871431584,1.94,0.995,0
2.3644611199868e+18,1.95,969.09566985424,1.95,0.995,0
2.0664739900375e+18,1.96,963.37115480197,1.96,0.995,0
1.766564508182e+18,1.97,957.05373268724,1.97,0.995,0
1.4646525994915e+18,1.98,949.96934300423,1.98,0.995,0
1.1606031299984e+18,1.99,941.90167020729,1.99,0.995,0
8.5420025556321e+17,2,932.65943932538,2,0.995,0
