dnp_src,id,x,y,z
1.9576906648193e+17,0.55,1.005,0.55,0
1.973904542338e+17,0.56,1.005,0.56,0
1.9895386539339e+17,0.57,1.005,0.57,0
2.0046009362677e+17,0.58,1.005,0.58,0
2.0190997060772e+17,0.59,1.005,0.59,0
2.0330436459799e+17,0.6,1.005,0.6,0
2.0464417894786e+17,0.61,1.005,0.61,0
2.0593037001358e+17,0.62,1.005,0.62,0
2.0716486742638e+17,0.63,1.005,0.63,0
2.0834667905936e+17,0.64,1.005,0.64,0
2.0947782364955e+17,0.65,1.005,0.65,0
2.1055936813684e+17,0.66,1.005,0.66,0
2.1159239050421e+17,0.67,1.005,0.67,0
2.1257799104466e+17,0.68,1.005,0.68,0
2.1351729059064e+17,0.69,1.005,0.69,0
2.1441142853181e+17,0.7,1.005,0.7,0
2.1526156082149e+17,0.71,1.005,0.71,0
2.1606885797021e+17,0.72,1.005,0.72,0
2.1683450303887e+17,0.73,1.005,0.73,0
2.1755968988126e+17,0.74,1.005,0.74,0
2.1824587900816e+17,0.75,1.005,0.75,0
2.1889423512391e+17,0.76,1.005,0.76,0
2.1950525468314e+17,0.77,1.005,0.77,0
2.2008063055534e+17,0.78,1.005,0.78,0
2.2062160329854e+17,0.79,1.005,0.79,0
2.2112938941266e+17,0.8,1.005,0.8,0
2.2160520123391e+17,0.81,1.005,0.81,0
2.2205024590913e+17,0.82,1.005,0.82,0
2.2246572354309e+17,0.83,1.005,0.83,0
2.2285282551761e+17,0.84,1.005,0.84,0
2.2321287452179e+17,0.85,1.005,0.85,0
2.2354703643366e+17,0.86,1.005,0.86,0
2.2385602718327e+17,0.87,1.005,0.87,0
2.2414125134857e+17,0.88,1.005,0.88,0
2.2440385862293e+17,0.89,1.005,0.89,0
2.2464495131737e+17,0.9,1.005,0.9,0
2.2486560811771e+17,0.91,1.005,0.91,0
2.2506688444604e+17,0.92,1.005,0.92,0
2.2524981106861e+17,0.93,1.005,0.93,0
2.2541554604996e+17,0.94,1.005,0.94,0
2.2556484628302e+17,0.95,1.005,0.95,0
2.2569863106328e+17,0.96,1.005,0.96,0
2.2581789412395e+17,0.97,1.005,0.97,0
2.2592353397704e+17,0.98,1.005,0.98,0
2.2601640090386e+17,0.99,1.005,0.99,0
2.2609730737374e+17,1,1.005,1,0
2.2616702833612e+17,1.01,1.005,1.01,0
2.262264300899e+17,1.02,1.005,1.02,0
2.2627602104723e+17,1.03,1.005,1.03,0
2.2631646180846e+17,1.04,1.005,1.04,0
2.2634840200182e+17,1.05,1.005,1.05,0
2.2637242022629e+17,1.06,1.005,1.06,0
2.2638903935227e+17,1.07,1.005,1.07,0
2.2639873303367e+17,1.08,1.005,1.08,0
2.2640200873042e+17,1.09,1.005,1.09,0
2.2639922053567e+17,1.1,1.005,1.1,0
2.2639056552006e+17,1.11,1.005,1.11,0
2.2637634190498e+17,1.12,1.005,1.12,0
2.2635679316075e+17,1.13,1.005,1.13,0
2.2633209109999e+17,1.14,1.005,1.14,0
2.2630234483079e+17,1.15,1.005,1.15,0
2.2626770171841e+17,1.16,1.005,1.16,0
2.262281629339e+17,1.17,1.005,1.17,0
2.2618349000984e+17,1.18,1.005,1.18,0
2.2613355097499e+17,1.19,1.005,1.19,0
2.2607818724114e+17,1.2,1.005,1.2,0
2.2601716319165e+17,1.21,1.005,1.21,0
2.259501676569e+17,1.22,1.005,1.22,0
2.2587695686883e+17,1.23,1.005,1.23,0
2.257970523447e+17,1.24,1.005,1.24,0
2.2570977680134e+17,1.25,1.005,1.25,0
2.2561451050458e+17,1.26,1.005,1.26,0
2.2551062292473e+17,1.27,1.005,1.27,0
2.2539741130321e+17,1.28,1.005,1.28,0
2.252740879511e+17,1.29,1.005,1.29,0
2.2513992562226e+17,1.3,1.005,1.3,0
2.2499393838318e+17,1.31,1.005,1.31,0
2.2483496240013e+17,1.32,1.005,1.32,0
2.2466182513204e+17,1.33,1.005,1.33,0
2.2447333501693e+17,1.34,1.005,1.34,0
2.242682319764e+17,1.35,1.005,1.35,0
2.2404516155878e+17,1.36,1.005,1.36,0
2.2380274058909e+17,1.37,1.005,1.37,0
2.235394295575e+17,1.38,1.005,1.38,0
2.2325349231023e+17,1.39,1.005,1.39,0
2.2294307362114e+17,1.4,1.005,1.4,0
2.2260623230792e+17,1.41,1.005,1.41,0
2.2224092368298e+17,1.42,1.005,1.42,0
2.2184496825736e+17,1.43,1.005,1.43,0
2.2141602526767e+17,1.44,1.005,1.44,0
2.2095158457318e+17,1.45,1.005,1.45,0
2.2044892073793e+17,1.46,1.005,1.46,0
2.1990507243905e+17,1.47,1.005,1.47,0
2.1931685562517e+17,1.48,1.005,1.48,0
2.186809048485e+17,1.49,1.005,1.49,0
2.1799375508977e+17,1.5,1.005,1.5,0
2.1725198140363e+17,1.51,1.005,1.51,0
2.1645238108299e+17,1.52,1.005,1.52,0
2.1558787349345e+17,1.53,1.005,1.53,0
2.146567668818e+17,1.54,1.005,1.54,0
2.136576484129e+17,1.55,1.005,1.55,0
2.1258934780579e+17,1.56,1.005,1.56,0
2.114507785547e+17,1.57,1.005,1.57,0
2.1024079197435e+17,1.58,1.005,1.58,0
2.0895810780558e+17,1.59,1.005,1.59,0
2.0760130370388e+17,1.6,1.005,1.6,0
2.0616881507517e+17,1.61,1.005,1.61,0
2.0465892181547e+17,1.62,1.005,1.62,0
2.0306972859124e+17,1.63,1.005,1.63,0
2.0139915344447e+17,1.64,1.005,1.64,0
1.9964493366899e+17,1.65,1.005,1.65,0
1.9780464906152e+17,1.66,1.005,1.66,0
1.9587575442604e+17,1.67,1.005,1.67,0
1.9385560998364e+17,1.68,1.005,1.68,0
1.9174150319711e+17,1.69,1.005,1.69,0
1.8953066361992e+17,1.7,1.005,1.7,0
1.8722027601749e+17,1.71,1.005,1.71,0
1.8480749493725e+17,1.72,1.005,1.72,0
1.8228946066491e+17,1.73,1.005,1.73,0
1.796633153638e+17,1.74,1.005,1.74,0
1.7692621863653e+17,1.75,1.005,1.75,0
1.7407536220648e+17,1.76,1.005,1.76,0
1.711079833387e+17,1.77,1.005,1.77,0
1.680213760733e+17,1.78,1.005,1.78,0
1.6481289825923e+17,1.79,1.005,1.79,0
1.6147997081674e+17,1.8,1.005,1.8,0
1.5802006402977e+17,1.81,1.005,1.81,0
1.5443066373019e+17,1.82,1.005,1.82,0
1.507092068264e+17,1.83,1.005,1.83,0
1.4685296973256e+17,1.84,1.005,1.84,0
1.4285888341652e+17,1.85,1.005,1.85,0
1.3872323267211e+17,1.86,1.005,1.86,0
1.3444117401776e+17,1.87,1.005,1.87,0
1.3000597340028e+17,1.88,1.005,1.88,0
1.2540780979843e+17,1.89,1.005,1.89,0
1.206319020596e+17,1.9,1.005,1.9,0
1.1565558528091e+17,1.91,1.005,1.91,0
1.1044375970746e+17,1.92,1.005,1.92,0
1.0494179544261e+17,1.93,1.005,1.93,0
9.90643872608e+16,1.94,1.005,1.94,0
9.2677726545219e+16,1.95,1.005,1.95,0
8.5569827012045e+16,1.96,1.005,1.96,0
7.7397202380574e+16,1.97,1.005,1.97,0
6.7580760107391e+16,1.98,1.005,1.98,0
5.5030507758481e+16,1.99,1.005,1.99,0
3.7959722904538e+16,2,1.005,2,0
