dnp_src,id,x,y,z
2.291196543552e+17,0.98,0.98,0.995,0
2.2814423266742e+17,0.99,0.99,0.995,0
2.2713657738699e+17,1,1,0.995,0
2.2609730737374e+17,1.01,1.01,0.995,0
2.2502702520342e+17,1.02,1.02,0.995,0
2.2392631779262e+17,1.03,1.03,0.995,0
2.2279575691255e+17,1.04,1.04,0.995,0
2.2163589956342e+17,1.05,1.05,0.995,0
2.2044728817866e+17,1.06,1.06,0.995,0
2.192306628448e+17,1.07,1.07,0.995,0
2.1798647048166e+17,1.08,1.08,0.995,0
2.1671522763464e+17,1.09,1.09,0.995,0
2.1541744415189e+17,1.1,1.1,0.995,0
2.140936240284e+17,1.11,1.11,0.995,0
2.1274426620405e+17,1.12,1.12,0.995,0
2.1136986531495e+17,1.13,1.13,0.995,0
2.0997091239491e+17,1.14,1.14,0.995,0
2.085478955216e+17,1.15,1.15,0.995,0
2.0710130040813e+17,1.16,1.16,0.995,0
2.0563161093459e+17,1.17,1.17,0.995,0
2.0413930961371e+17,1.18,1.18,0.995,0
2.0262487799095e+17,1.19,1.19,0.995,0
2.0108879697237e+17,1.2,1.2,0.995,0
1.9953154707727e+17,1.21,1.21,0.995,0
1.9795360861358e+17,1.22,1.22,0.995,0
1.9635546176796e+17,1.23,1.23,0.995,0
1.9473758660877e+17,1.24,1.24,0.995,0
1.9310046299745e+17,1.25,1.25,0.995,0
1.9144457040377e+17,1.26,1.26,0.995,0
1.8977038761966e+17,1.27,1.27,0.995,0
1.8807839236784e+17,1.28,1.28,0.995,0
1.8636906080073e+17,1.29,1.29,0.995,0
1.8464286688404e+17,1.3,1.3,0.995,0
1.8290028166214e+17,1.31,1.31,0.995,0
1.8114177240071e+17,1.32,1.32,0.995,0
1.7936780160249e+17,1.33,1.33,0.995,0
1.7757882589396e+17,1.34,1.34,0.995,0
1.7577529477875e+17,1.35,1.35,0.995,0
1.7395764925628e+17,1.36,1.36,0.995,0
1.7212632030657e+17,1.37,1.37,0.995,0
1.7028172723889e+17,1.38,1.38,0.995,0
1.684242759079e+17,1.39,1.39,0.995,0
1.6655435679883e+17,1.4,1.4,0.995,0
1.6467234298766e+17,1.41,1.41,0.995,0
1.6277858798439e+17,1.42,1.42,0.995,0
1.6087342346889e+17,1.43,1.43,0.995,0
1.5895715693193e+17,1.44,1.44,0.995,0
1.5703006923608e+17,1.45,1.45,0.995,0
1.5509241211968e+17,1.46,1.46,0.995,0
1.5314440566509e+17,1.47,1.47,0.995,0
1.5118623575933e+17,1.48,1.48,0.995,0
1.4921805157871e+17,1.49,1.49,0.995,0
1.4723996313604e+17,1.5,1.5,0.995,0
1.4525203893285e+17,1.51,1.51,0.995,0
1.432543037612e+17,1.52,1.52,0.995,0
1.4124673670858e+17,1.53,1.53,0.995,0
1.3922926942034e+17,1.54,1.54,0.995,0
1.3720178467983e+17,1.55,1.55,0.995,0
1.3516411536939e+17,1.56,1.56,0.995,0
1.3311604387337e+17,1.57,1.57,0.995,0
1.310573019891e+17,1.58,1.58,0.995,0
1.2898757140614e+17,1.59,1.59,0.995,0
1.2690648480907e+17,1.6,1.6,0.995,0
1.2481362765347e+17,1.61,1.61,0.995,0
1.2270854064973e+17,1.62,1.62,0.995,0
1.205907229759e+17,1.63,1.63,0.995,0
1.1845963621732e+17,1.64,1.64,0.995,0
1.1631470900145e+17,1.65,1.65,0.995,0
1.1415534226231e+17,1.66,1.66,0.995,0
1.1198091502146e+17,1.67,1.67,0.995,0
1.0979079051341e+17,1.68,1.68,0.995,0
1.0758432241186e+17,1.69,1.69,0.995,0
1.0536086082266e+17,1.7,1.7,0.995,0
1.0311975760201e+17,1.71,1.71,0.995,0
1.0086037043176e+17,1.72,1.72,0.995,0
9.8582064931973e+16,1.73,1.73,0.995,0
9.6284213919636e+16,1.74,1.74,0.995,0
9.3966192724215e+16,1.75,1.75,0.995,0
9.1627369241664e+16,1.76,1.76,0.995,0
8.926708714438e+16,1.77,1.77,0.995,0
8.6884640359544e+16,1.78,1.78,0.995,0
8.4479236554065e+16,1.79,1.79,0.995,0
8.2049946922035e+16,1.8,1.8,0.995,0
7.9595639009362e+16,1.81,1.81,0.995,0
7.7114888593714e+16,1.82,1.82,0.995,0
7.4605865691685e+16,1.83,1.83,0.995,0
7.2066188466828e+16,1.84,1.84,0.995,0
6.9492737002461e+16,1.85,1.85,0.995,0
6.6881416290338e+16,1.86,1.86,0.995,0
6.422685395922e+16,1.87,1.87,0.995,0
6.1522012526914e+16,1.88,1.88,0.995,0
5.8757687201907e+16,1.89,1.89,0.995,0
5.592184665219e+16,1.9,1.9,0.995,0
5.2998752645682e+16,1.91,1.91,0.995,0
4.9967759883697e+16,1.92,1.92,0.995,0
4.6801641145132e+16,1.93,1.93,0.995,0
4.3464191608343e+16,1.94,1.94,0.995,0
3.9906723455819e+16,1.95,1.95,0.995,0
3.6062871759404e+16,1.96,1.96,0.995,0
3.1841065000772e+16,1.97,1.97,0.995,0
2.7115245772663e+16,1.98,1.98,0.995,0
2.1724738620061e+16,1.99,1.99,0.995,0
1.5583136271459e+16,2,2,0.995,0
