dnp_src,id,x,y,z
1.7650231466085e+17,0.45,0.995,0.45,0
1.7875379593626e+17,0.46,0.995,0.46,0
1.809419538643e+17,0.47,0.995,0.47,0
1.8306713717358e+17,0.48,0.995,0.48,0
1.8512973746751e+17,0.49,0.995,0.49,0
1.8713018965568e+17,0.5,0.995,0.5,0
1.890689721375e+17,0.51,0.995,0.51,0
1.909466067727e+17,0.52,0.995,0.52,0
1.9276365863867e+17,0.53,0.995,0.53,0
1.9452073557707e+17,0.54,0.995,0.54,0
1.9621848755962e+17,0.55,0.995,0.55,0
1.9785760588299e+17,0.56,0.995,0.56,0
1.9943882219953e+17,0.57,0.995,0.57,0
2.0096290740554e+17,0.58,0.995,0.58,0
2.0243067040067e+17,0.59,0.995,0.59,0
2.038429567209e+17,0.6,0.995,0.6,0
2.0520064708753e+17,0.61,0.995,0.61,0
2.065046734217e+17,0.62,0.995,0.62,0
2.0775685852862e+17,0.63,0.995,0.63,0
2.0895638845005e+17,0.64,0.995,0.64,0
2.1010512369984e+17,0.65,0.995,0.65,0
2.1120413175623e+17,0.66,0.995,0.66,0
2.1225447046367e+17,0.67,0.995,0.67,0
2.132572193787e+17,0.68,0.995,0.68,0
2.1421347895385e+17,0.69,0.995,0.69,0
2.1512436861069e+17,0.7,0.995,0.7,0
2.1599102476743e+17,0.71,0.995,0.71,0
2.1681459884818e+17,0.72,0.995,0.72,0
2.1759625528804e+17,0.73,0.995,0.73,0
2.1833716976591e+17,0.74,0.995,0.74,0
2.190387588965e+17,0.75,0.995,0.75,0
2.1970218490109e+17,0.76,0.995,0.76,0
2.2032800081827e+17,0.77,0.995,0.77,0
2.2091780355795e+17,0.78,0.995,0.78,0
2.2147283424341e+17,0.79,0.995,0.79,0
2.2199429606307e+17,0.8,0.995,0.8,0
2.2248338681726e+17,0.81,0.995,0.81,0
2.2294129948777e+17,0.82,0.995,0.82,0
2.2336922050859e+17,0.83,0.995,0.83,0
2.2376832807156e+17,0.84,0.995,0.84,0
2.2413991639072e+17,0.85,0.995,0.85,0
2.2448514821104e+17,0.86,0.995,0.86,0
2.2480477837156e+17,0.87,0.995,0.87,0
2.2510014263098e+17,0.88,0.995,0.88,0
2.2537239080606e+17,0.89,0.995,0.89,0
2.2562261762307e+17,0.9,0.995,0.9,0
2.25851892377e+17,0.91,0.995,0.91,0
2.2606126126751e+17,0.92,0.995,0.92,0
2.2625174627329e+17,0.93,0.995,0.93,0
2.2642448143278e+17,0.94,0.995,0.94,0
2.2658025296673e+17,0.95,0.995,0.95,0
2.267199582748e+17,0.96,0.995,0.96,0
2.2684457093793e+17,0.97,0.995,0.97,0
2.2695498736657e+17,0.98,0.995,0.98,0
2.2705205369838e+17,0.99,0.995,0.99,0
2.2713657738699e+17,1,0.995,1,0
2.2720932855309e+17,1.01,0.995,1.01,0
2.2727115937929e+17,1.02,0.995,1.02,0
2.2732260468415e+17,1.03,0.995,1.03,0
2.2736430154308e+17,1.04,0.995,1.04,0
2.2739689114532e+17,1.05,0.995,1.05,0
2.2742095268484e+17,1.06,0.995,1.06,0
2.2743700898373e+17,1.07,0.995,1.07,0
2.2744553301318e+17,1.08,0.995,1.08,0
2.2744702460913e+17,1.09,0.995,1.09,0
2.2744185048903e+17,1.1,0.995,1.1,0
2.2743021908601e+17,1.11,0.995,1.11,0
2.2741240983072e+17,1.12,0.995,1.12,0
2.2738866626071e+17,1.13,0.995,1.13,0
2.2735916531471e+17,1.14,0.995,1.14,0
2.2732402069636e+17,1.15,0.995,1.15,0
2.2728337137961e+17,1.16,0.995,1.16,0
2.2723723559681e+17,1.17,0.995,1.17,0
2.2718540751614e+17,1.18,0.995,1.18,0
2.2712773618052e+17,1.19,0.995,1.19,0
2.2706405947208e+17,1.2,0.995,1.2,0
2.2699414999792e+17,1.21,0.995,1.21,0
2.2691770671442e+17,1.22,0.995,1.22,0
2.2683447082842e+17,1.23,0.995,1.23,0
2.2674400103119e+17,1.24,0.995,1.24,0
2.2664566002528e+17,1.25,0.995,1.25,0
2.2653881765143e+17,1.26,0.995,1.26,0
2.2642283711862e+17,1.27,0.995,1.27,0
2.2629702348292e+17,1.28,0.995,1.28,0
2.2616060273566e+17,1.29,0.995,1.29,0
2.2601282854686e+17,1.3,0.995,1.3,0
2.2585276369608e+17,1.31,0.995,1.31,0
2.2567929132879e+17,1.32,0.995,1.32,0
2.2549124327204e+17,1.33,0.995,1.33,0
2.25287422861e+17,1.34,0.995,1.34,0
2.2506657427083e+17,1.35,0.995,1.35,0
2.2482735596801e+17,1.36,0.995,1.36,0
2.2456837908209e+17,1.37,0.995,1.37,0
2.2428812957684e+17,1.38,0.995,1.38,0
2.2398492006402e+17,1.39,0.995,1.39,0
2.2365692785816e+17,1.4,0.995,1.4,0
2.2330222704686e+17,1.41,0.995,1.41,0
2.2291878624272e+17,1.42,0.995,1.42,0
2.2250444817501e+17,1.43,0.995,1.43,0
2.2205690760632e+17,1.44,0.995,1.44,0
2.2157370027356e+17,1.45,0.995,1.45,0
2.2105217664054e+17,1.46,0.995,1.46,0
2.2048948837231e+17,1.47,0.995,1.47,0
2.1988260104885e+17,1.48,0.995,1.48,0
2.1922833507204e+17,1.49,0.995,1.49,0
2.1852344036604e+17,1.5,0.995,1.5,0
2.1776470870511e+17,1.51,0.995,1.51,0
2.1694910639785e+17,1.52,0.995,1.52,0
2.1606973691742e+17,1.53,0.995,1.53,0
2.1512509428326e+17,1.54,0.995,1.54,0
2.1411362529158e+17,1.55,0.995,1.55,0
2.1303391463788e+17,1.56,0.995,1.56,0
2.1188458107247e+17,1.57,0.995,1.57,0
2.1066422383598e+17,1.58,0.995,1.58,0
2.093714027634e+17,1.59,0.995,1.59,0
2.0800461516784e+17,1.6,0.995,1.6,0
2.0656225744043e+17,1.61,0.995,1.61,0
2.0504258410132e+17,1.62,0.995,1.62,0
2.0344367912886e+17,1.63,0.995,1.63,0
2.0176344587431e+17,1.64,0.995,1.64,0
1.9999961609257e+17,1.65,0.995,1.65,0
1.9814977420533e+17,1.66,0.995,1.66,0
1.9621138751181e+17,1.67,0.995,1.67,0
1.9418183206041e+17,1.68,0.995,1.68,0
1.9205841019029e+17,1.69,0.995,1.69,0
1.8983836313364e+17,1.7,0.995,1.7,0
1.8751888377693e+17,1.71,0.995,1.71,0
1.8509713159054e+17,1.72,0.995,1.72,0
1.8257024886419e+17,1.73,0.995,1.73,0
1.7993537694413e+17,1.74,0.995,1.74,0
1.7718967187892e+17,1.75,0.995,1.75,0
1.7433031927083e+17,1.76,0.995,1.76,0
1.7135454795402e+17,1.77,0.995,1.77,0
1.6825964154363e+17,1.78,0.995,1.78,0
1.6504294580936e+17,1.79,0.995,1.79,0
1.6170186828158e+17,1.8,0.995,1.8,0
1.5823386491423e+17,1.81,0.995,1.81,0
1.546364066987e+17,1.82,0.995,1.82,0
1.5090691567258e+17,1.83,0.995,1.83,0
1.4704265383643e+17,1.84,0.995,1.84,0
1.4304053862116e+17,1.85,0.995,1.85,0
1.3889684239742e+17,1.86,0.995,1.86,0
1.346067103272e+17,1.87,0.995,1.87,0
1.3016339761382e+17,1.88,0.995,1.88,0
1.2555707192725e+17,1.89,0.995,1.89,0
1.2077293781357e+17,1.9,0.995,1.9,0
1.1578830871987e+17,1.91,0.995,1.91,0
1.1056804852266e+17,1.92,0.995,1.92,0
1.0505746401603e+17,1.93,0.995,1.93,0
9.9171139761202e+16,1.94,0.995,1.94,0
9.2775077601707e+16,1.95,0.995,1.95,0
8.5656968788331e+16,1.96,0.995,1.96,0
7.7472778144307e+16,1.97,0.995,1.97,0
6.7642469165292e+16,1.98,0.995,1.98,0
5.5074248450759e+16,1.99,0.995,1.99,0
3.7978654432795e+16,2,0.995,2,0
