time,External_Reactivity,Power,Power_Delta,Power_Normalized,Total_Reactivity,Total_Reactivity_Dollars,Total_Reactivity_Feedback,ch2_Coolant_Density_Reactivity,dnp_den,fml1_diff_flux,fml2_diff_flux,fml3_diff_flux,fml4_diff_flux,fml5_diff_flux,fml6_diff_flux,mdot,moderator_moderator_Reactivity
8.8,0.00019,5772343.3555445,0.77234335554448,1.1544686711089,9.0539974566994e-05,-0.037485554354437,-9.9460025433006e-05,-9.7050267432175e-05,23.866213823603,0.21910403114721,0.72587622776723,0.4169153357505,0.16987958812765,0.0034831572302725,0.00090750830575234,170.94854264143,-2.4097580008306e-06
8.9,0.00019,5773235.3641017,0.77323536410173,1.1546470728203,9.0052936259082e-05,-0.037674252057957,-9.9947063740918e-05,-9.749112936791e-05,23.868479267632,0.22003412072775,0.72858880604864,0.4178925336264,0.17012805858317,0.0034839134076387,0.00090766305067178,170.94864176628,-2.455934373008e-06
9,0.00019,5774104.4834113,0.7741044834113,1.1548208966823,8.9576558088025e-05,-0.037858736265499,-0.00010042344191197,-9.7921174769144e-05,23.870687953853,0.22096443933035,0.73129774380591,0.41886091949777,0.17037124341198,0.0034846516370854,0.00090781451248311,170.94874253578,-2.5022671428301e-06
9.1,0.00019,5774950.2044932,0.77495020449319,1.1549900408986,8.9110396440756e-05,-0.038039182542415,-0.00010088960355924,-9.8340852342671e-05,23.872842224449,0.22189391020614,0.7339999432753,0.41981952868297,0.17060903379529,0.0034853721599345,0.00090796261507249,170.9488452097,-2.5487512165731e-06
9.2,0.00019,5775772.0543666,0.77577205436659,1.1551544108733,8.8654030018701e-05,-0.038215758923956,-0.0001013459699813,-9.8750588259311e-05,23.874944305529,0.22282147793121,0.73669238344454,0.4207674471395,0.17084133883936,0.0034860751840978,0.00090810728310082,170.94895006055,-2.5953817219884e-06
9.3,0.00019,5776569.604048,0.77656960404799,1.1553139208096,8.8207062034187e-05,-0.038388624992916,-0.00010179293796581,-9.9150783971047e-05,23.876996296618,0.22374611197348,0.73937212974248,0.42170381360286,0.17106808522425,0.0034867608886002,0.00090824844327075,170.94905736852,-2.6421539947655e-06
9.4,0.00019,5777342.4762017,0.7773424762017,1.1554684952403,8.7769122169988e-05,-0.038557931047656,-0.00010223087783001,-9.9541814265913e-05,23.879000162417,0.22466680982887,0.74203634291903,0.42262782149096,0.1712892168202,0.0034874294276162,0.00090838602550297,170.9491674181,-2.6890635640986e-06
9.5,0.00019,5778090.352353,0.77809035235301,1.1556180704706,8.7339868191827e-05,-0.038723817359853,-0.00010266013180817,-9.9924025670495e-05,23.880957724385,0.22558259892736,0.74468228409571,0.42353871944004,0.17150469401784,0.0034880809342984,0.00090851996402558,170.94928049329,-2.7361061376782e-06
9.6,0.00019,5778812.9795019,0.77881297950193,1.1557625959004,8.6918987223278e-05,-0.038886413563702,-0.00010308101277672,-0.00010029773519082,23.882870656621,0.22649253908595,0.74730732138959,0.42443581241643,0.17171449325015,0.0034887155257304,0.00090865019866505,170.94939687298,-2.783277585898e-06
9.7,0.00019,5779510.1760259,0.77951017602595,1.1559020352052,8.6506196627857e-05,-0.039045838173001,-0.00010349380337214,-0.00010066322944641,23.884740480583,0.22739572268771,0.74990893033867,0.42531846076127,0.17191860606299,0.0034893333060024,0.00090877667570553,170.94951682788,-2.8305739257356e-06
9.8,0.00019,5780181.8367559,0.78018183675594,1.1560363673512,8.6101244486545e-05,-0.039202198247024,-0.00010389875551346,-0.0001010207642087,23.886568563978,0.22829127547685,0.75248469568014,0.42618607970079,0.172117038369,0.0034899343711937,0.00090889934908667,170.94964061601,-2.8779913047519e-06
9.9,0.00019,5780827.9371232,0.7808279371232,1.1561655874246,8.5703909647576e-05,-0.039355589209642,-0.00010429609035242,-0.00010137056436815,23.888356120916,0.22917835629149,0.75503231019619,0.42703813791638,0.17230980953143,0.0034905188134184,0.00090901818133577,170.94976847918,-2.9255259842709e-06
10,0.00019,5781448.5362877,0.78144853628772,1.1562897072575,8.5314001291294e-05,-0.039506094830464,-0.00010468599870871,-0.00010171282438465,23.890104213785,0.2300561557391,0.7575495709353,0.42787415533751,0.17249695131525,0.0034910867238201,0.00090913314427065,170.94990063961,-2.9731743240585e-06
