time,Core_P_in,Core_P_out,Core_T_in,Core_T_out,FliBe_mass_flow,FliBe_mass_flow2,Fuel_mass_flow,Gas_mass_flow,HX2_Tin_p,HX2_Tout_p,HX2_Tout_s,HX_Pin_s,HX_Tin_p,HX_Tout_p,HX_Tout_s,HX_Uout_s,MSFR_core_Coolant_Density_Reactivity,Power,Total_Reactivity_Feedback,fml1_MSFR_core_in,fml1_MSFR_core_out,fml1_ss_MSFR_core_in,fml1_ss_MSFR_core_out,fml2_MSFR_core_in,fml2_MSFR_core_out,fml2_ss_MSFR_core_in,fml2_ss_MSFR_core_out,fml3_MSFR_core_in,fml3_MSFR_core_out,fml3_ss_MSFR_core_in,fml3_ss_MSFR_core_out,fml4_MSFR_core_in,fml4_MSFR_core_out,fml4_ss_MSFR_core_in,fml4_ss_MSFR_core_out,fml5_MSFR_core_in,fml5_MSFR_core_out,fml5_ss_MSFR_core_in,fml5_ss_MSFR_core_out,fml6_MSFR_core_in,fml6_MSFR_core_out,fml6_ss_MSFR_core_in,fml6_ss_MSFR_core_out
123.6,217810.15993107,111292.06287566,950.75219034084,1051.5921391411,-16845.818268612,16846.767629741,17558.366555152,-2571.224005391,961.54840038528,888.28563135533,896.9712800904,199590.90791541,1051.1725912577,950.63623369855,961.32928694009,-2.4068813690304,-1.6029612871199e-05,2961210417.3627,-1.6029612871199e-05,3169.8041336761,3318.7222902265,3267.1656891475,3418.1278106142,10878.498739076,12086.887933101,11222.261277079,12448.023062193,1718.3932316075,2556.8474331521,1780.197327505,2632.6980542139,939.30257967109,2660.2210423001,982.31632518099,2741.0629676903,28.436955745299,667.62412384229,30.897399641799,693.27742238615,-1.3957233538724,53.506161464264,-1.402407389337,56.716150425273
123.7,217791.38673267,111273.65868028,950.70929384893,1051.6351267608,-16845.783285161,16846.783578339,17542.573178636,-2571.2235348269,961.52505995157,888.27492877346,896.9571568167,199591.26394951,1051.2030816904,950.59523709694,961.30923477218,-2.4068649194859,-1.6204085271282e-05,2960935527.9876,-1.6204085271282e-05,3166.8328911814,3315.7353284763,3267.1656891475,3418.1278106142,10867.764709329,12076.031694926,11222.261277079,12448.023062193,1716.2771865845,2554.6069412128,1780.197327505,2632.6980542139,937.62722982341,2657.9941403827,982.31632518099,2741.0629676903,28.323079996817,666.94695748075,30.897399641799,693.27742238615,-1.39544818591,53.418544152437,-1.402407389337,56.716150425273
123.8,217772.62231204,111255.25822278,950.66618367795,1051.6790720902,-16845.749178511,16846.798502207,17526.766516006,-2571.2230421365,961.50207958797,888.26353887069,896.9425577722,199591.61557259,1051.2333215556,950.55478922838,961.28940045938,-2.4068484870928,-1.6369300055941e-05,2960712816.4087,-1.6369300055941e-05,3163.8585035107,3312.7497205757,3267.1656891475,3418.1278106142,10857.015978476,12065.195711256,11222.261277079,12448.023062193,1714.1544909907,2552.3857551566,1780.197327505,2632.6980542139,935.94038247157,2655.8121090288,982.31632518099,2741.0629676903,28.207730048728,666.28607897319,30.897399641799,693.27742238615,-1.3951987309851,53.332143361405,-1.402407389337,56.716150425273
123.9,217753.863764,111236.86093318,950.6229449185,1051.7236836053,-16845.716229393,16846.812294863,17510.946276548,-2571.2225292933,961.4795010047,888.25151615629,896.92754331864,199591.96431297,1051.2635461702,950.51489899632,961.26975650105,-2.4068320448294,-1.6527368225189e-05,2960537254.5744,-1.6527368225189e-05,3160.881513753,3309.7653372075,3267.1656891475,3418.1278106142,10846.256995771,12054.378657814,11222.261277079,12448.023062193,1712.0275891651,2550.1829206135,1780.197327505,2632.6980542139,934.24487144469,2653.6731765778,982.31632518099,2741.0629676903,28.091115484189,665.64087376093,30.897399641799,693.27742238615,-1.3949729185287,53.246902396005,-1.402407389337,56.716150425273
124,217735.10784959,111218.46600366,950.57966737464,1051.7686956537,-16845.684693138,16846.824875716,17495.112097409,-2571.2219984263,961.45734373105,888.23891928353,896.91217370616,199592.31228265,1051.2940542312,950.47554168603,961.25028218764,-2.4068155759841,-1.6680761337623e-05,2960402677.646,-1.6680761337623e-05,3157.9023727027,3306.7819468008,3267.1656891475,3418.1278106142,10835.491719475,12043.578616481,11222.261277079,12448.023062193,1709.8987021518,2547.9971980292,1780.197327505,2632.6980542139,932.54332857107,2651.5751412987,982.31632518099,2741.0629676903,27.973444443387,665.01063652313,30.897399641799,693.27742238615,-1.3947681150855,53.162759750609,-1.402407389337,56.716150425273
124.1,217716.35115112,111200.07240302,950.53644293339,1051.8138931926,-16845.654779914,16846.836183683,17479.263563309,-2571.2214516395,961.43560676261,888.22580954706,896.89650717784,199592.66211941,1051.3251759743,950.43665695879,961.23096504992,-2.4067990752781,-1.6832155362273e-05,2960301949.3463,-1.6832155362273e-05,3154.9214294459,3303.7992363643,3267.1656891475,3418.1278106142,10824.723297361,12032.793250103,11222.261277079,12448.023062193,1707.7696754395,2545.8271752076,1780.197327505,2632.6980542139,930.83801191405,2649.515525577,982.31632518099,2741.0629676903,27.854911832719,664.39459204947,30.897399641799,693.27742238615,-1.3945811629741,53.079646728008,-1.402407389337,56.716150425273
124.2,217697.59031136,111181.67893016,950.49336145644,1051.859126503,-16845.626638573,16846.84616587,17463.400232721,-2571.2208910641,961.41427238357,888.21224951882,896.88059951635,199593.01688398,1051.3572390235,950.39815288709,961.21180126595,-2.4067825490261,-1.6984244973928e-05,2960227255.0239,-1.6984244973928e-05,3151.9388970999,3300.8168159443,3267.1656891475,3418.1278106142,10813.953979521,12022.019932112,11222.261277079,12448.023062193,1705.6419053108,2543.6713442027,1780.197327505,2632.6980542139,929.13070960719,2647.4916866893,982.31632518099,2741.0629676903,27.735689124625,663.79190648132,30.897399641799,693.27742238615,-1.3944084799035,52.997485455943,-1.402407389337,56.716150425273
124.3,217678.82224888,111163.28429031,950.4505067581,1051.9043147816,-16845.600346271,16846.854765942,17447.52166405,-2571.2203187908,961.39331123011,888.19830192116,896.86450197311,199593.37993024,1051.3905364788,950.35991513986,961.19279488681,-2.4067660142305,-1.7139557277474e-05,2960170480.2534,-1.7139557277474e-05,3148.9548717861,3297.8342441413,3267.1656891475,3418.1278106142,10803.185147499,12011.255833603,11222.261277079,12448.023062193,1703.5163600263,2541.5281321345,1780.197327505,2632.6980542139,927.42273479233,2645.5008578826,982.31632518099,2741.0629676903,27.615918198278,663.20168867557,30.897399641799,693.27742238615,-1.3942462271001,52.916187918174,-1.402407389337,56.716150425273
124.4,217660.04435729,111144.88719277,950.40795375673,1051.9494395056,-16845.575904915,16846.861915291,17431.62743802,-2571.219736825,961.37268744811,888.18402872081,896.84826129978,199593.75473317,1051.4253001094,950.32181893268,961.17395590586,-2.4067494965963,-1.7300292517702e-05,2960123620.5576,-1.7300292517702e-05,3145.969359246,3294.8510383021,3267.1656891475,3418.1278106142,10792.417524021,12000.497961207,11222.261277079,12448.023062193,1701.3936746847,2539.3959096687,1780.197327505,2632.6980542139,925.71501083859,2643.5401617579,982.31632518099,2741.0629676903,27.495710956327,662.6229902213,30.897399641799,693.27742238615,-1.3940904945272,52.835655833155,-1.402407389337,56.716150425273
124.5,217641.25491835,111126.48673566,950.36576721379,1051.9945300186,-16845.553245318,16846.86752922,17415.717174273,-2571.2191469536,961.35236307639,888.16949032553,896.83191866274,199594.14472912,1051.461680205,950.28374090251,961.15529733236,-2.4067330277556,-1.7468212909988e-05,2960079165.1672,-1.7468212909988e-05,3142.9823053927,3291.8666902696,3267.1656891475,3418.1278106142,10781.651453677,11989.743197985,11222.261277079,12448.023062193,1699.2742820007,2537.2729913221,1780.197327505,2632.6980542139,924.00821785317,2641.6065971257,982.31632518099,2741.0629676903,27.375154344148,662.05480500652,30.897399641799,693.27742238615,-1.3939375009207,52.75578180674,-1.402407389337,56.716150425273
124.6,217622.45463959,111108.08395475,950.32400159555,1052.0396448617,-16845.532237553,16846.871508473,17399.790543038,-2571.2185509297,961.33230133481,888.15474474495,896.81550945725,199594.553123,1051.4997332219,950.24556860661,961.13683172613,-2.4067166418983,-1.7644589842075e-05,2960030405.771,-1.7644589842075e-05,3139.993615489,3288.8806801785,3267.1656891475,3418.1278106142,10770.887016848,11978.988323143,11222.261277079,12448.023062193,1697.1585207501,2535.1576247212,1780.197327505,2632.6980542139,922.30291659826,2639.697036621,982.31632518099,2741.0629676903,27.254318054531,661.49606870886,30.897399641799,693.27742238615,-1.3937837718363,52.676451469091,-1.402407389337,56.716150425273
124.7,217603.64470691,111089.67995666,950.282701032,1052.084852559,-16845.512705252,16846.873744113,17383.847274696,-2571.2179502999,961.31246883404,888.13984658961,896.79906364349,199594.9827457,1051.5394183332,950.20720653299,961.11856759294,-2.4067003722031,-1.7830208174863e-05,2959971638.7153,-1.7830208174863e-05,3137.0031449341,3285.8924945285,3267.1656891475,3418.1278106142,10760.12407517,11968.23006878,11222.261277079,12448.023062193,1695.046655867,2533.0479947856,1780.197327505,2632.6980542139,920.59960673592,2637.8082127742,982.31632518099,2741.0629676903,27.133261752715,660.94566239968,30.897399641799,693.27742238615,-1.393626267896,52.597546396729,-1.402407389337,56.716150425273
124.8,217584.82391805,111071.27315436,950.24189837563,1052.1302151491,-16845.494441395,16846.8741239,17367.887169331,-2571.2173463987,961.2928370532,888.12484594389,896.78260595052,199595.43593053,1051.5806035915,950.16857880188,961.10050607444,-2.4066842473888,-1.8025415845058e-05,2959898250.77,-1.8025415845058e-05,3134.010682277,3282.9016360623,3267.1656891475,3418.1278106142,10749.362034255,11957.465163695,11222.261277079,12448.023062193,1692.9387887815,2530.9422296457,1780.197327505,2632.6980542139,918.89867605345,2635.9367365971,982.31632518099,2741.0629676903,27.012038789703,660.40242203757,30.897399641799,693.27742238615,-1.3934624637086,52.518947541214,-1.402407389337,56.716150425273
124.9,217565.99226062,111052.86322276,950.20161265368,1052.1757766258,-16845.477224169,16846.872539732,17351.910084821,-2571.2167404396,961.27338340013,888.10978723224,896.76615646156,199595.91435746,1051.6230816577,950.12963014698,961.08263841941,-2.4066682880405,-1.8230200349689e-05,2959806699.8628,-1.8230200349689e-05,3131.015895983,3279.9076281633,3267.1656891475,3418.1278106142,10738.599502967,11946.690377359,11222.261277079,12448.023062193,1690.8346722896,2528.8384258233,1780.197327505,2632.6980542139,917.20024484025,2634.0791157572,982.31632518099,2741.0629676903,26.890695217521,659.86515051751,30.897399641799,693.27742238615,-1.3932903636907,52.440538580782,-1.402407389337,56.716150425273
125,217547.14984921,111034.44972722,950.16184505039,1052.2215572082,-16845.460827636,16846.868891011,17335.915954272,-2571.2161334558,961.25409201645,888.09470828678,896.74973113354,199596.41916642,1051.6665935374,950.09032547713,961.06494451803,-2.4066525059201,-1.8444271739387e-05,2959694419.1723,-1.8444271739387e-05,3128.0183036312,3276.9100326336,3267.1656891475,3418.1278106142,10727.833861076,11935.90259604,11222.261277079,12448.023062193,1688.7334924868,2526.7346742232,1780.197327505,2632.6980542139,915.50396741381,2632.2318025483,982.31632518099,2741.0629676903,26.769265685788,659.33263409968,30.897399641799,693.27742238615,-1.3931084798635,52.362209088162,-1.402407389337,56.716150425273
125.1,217528.29798731,111016.03253101,950.12257450002,1052.2675530148,-16845.445029761,16846.863088728,17319.904874048,-2571.215526231,961.23495429408,888.07963980692,896.73334286575,199596.95082351,1051.7108574719,950.05064869692,961.04739270922,-2.4066369024985,-1.8667134883688e-05,2959559681.7783,-1.8667134883688e-05,3125.0172772344,3273.9084650751,3267.1656891475,3418.1278106142,10717.061101412,11925.098934428,11222.261277079,12448.023062193,1686.633707045,2524.6291134966,1780.197327505,2632.6980542139,913.8088750521,2630.3912562029,982.31632518099,2741.0629676903,26.647768831737,658.80366550189,30.897399641799,693.27742238615,-1.3929157750526,52.283857696396,-1.402407389337,56.716150425273
125.2,217509.43712059,110997.61162136,950.08375424334,1052.3137397523,-16845.429620035,16846.855060777,17303.877048712,-2571.21491953,961.21596874197,888.06460533704,896.71700180085,199597.50912681,1051.7555989595,950.01060216121,961.02994103433,-2.4066214684788,-1.8898141966595e-05,2959401462.4774,-1.8898141966595e-05,3122.0120736371,3270.9025974078,3267.1656891475,3418.1278106142,10706.275842578,11914.276775474,11222.261277079,12448.023062193,1684.5330143857,2522.5199684846,1780.197327505,2632.6980542139,912.11332581311,2628.5539971024,982.31632518099,2741.0629676903,26.526205643499,658.27706152906,30.897399641799,693.27742238615,-1.392711588658,52.205393717145,-1.402407389337,56.716150425273
125.3,217490.56801285,110979.18711713,950.04531098945,1052.3600785573,-16845.414402266,16846.844756943,17287.832782346,-2571.2143139046,961.19714011177,888.04962178013,896.70071628699,199598.09328358,1051.8005776389,949.97020665327,961.01253955835,-2.4066061845473,-1.9136523823848e-05,2959219322.566,-1.9136523823848e-05,3119.0019139024,3267.8921653577,3267.1656891475,3418.1278106142,10695.471752754,11903.433852398,11222.261277079,12448.023062193,1682.4285030504,2520.4055924547,1780.197327505,2632.6980542139,910.41513802472,2626.716676369,982.31632518099,2741.0629676903,26.404563305325,657.75168289247,30.897399641799,693.27742238615,-1.3924955667671,52.126738420175,-1.402407389337,56.716150425273
125.4,217471.69152977,110960.75922927,950.00714771953,1052.4065221618,-16845.399196784,16846.832154689,17271.772460465,-2571.213709848,961.17847755778,888.03470034752,896.68449334833,199598.70200441,1051.8456074245,949.92950037613,960.99513362318,-2.4065910234087,-1.9381405776897e-05,2959013329.8956,-1.9381405776897e-05,3115.986101941,3264.8769626436,3267.1656891475,3418.1278106142,10684.642327714,11892.568305239,11222.261277079,12448.023062193,1680.3169836279,2518.2845145757,1780.197327505,2632.6980542139,908.7118771822,2624.876139447,982.31632518099,2741.0629676903,26.282824556629,657.22645271107,30.897399641799,693.27742238615,-1.3922676108205,52.04782575779,-1.402407389337,56.716150425273
125.5,217452.80862057,110942.3282403,949.96915017139,1052.4530200558,-16845.383841351,16846.817265943,17255.696520879,-2571.2131077064,961.15999193727,888.01984773397,896.66833943107,199599.33358399,1051.8905674472,949.88853604246,960.97766755753,-2.4065759523539,-1.9631817952892e-05,2958784012.5442,-1.9631817952892e-05,3112.9641515995,3261.856866489,3267.1656891475,3418.1278106142,10673.781795722,11881.678779815,11222.261277079,12448.023062193,1678.1954160087,2516.1554918739,1780.197327505,2632.6980542139,907.00125492499,2623.0294932659,982.31632518099,2741.0629676903,26.160980404189,656.70037347675,30.897399641799,693.27742238615,-1.3920278450443,51.968602354143,-1.402407389337,56.716150425273
125.6,217433.92031769,110923.89448608,949.93119618059,1052.4995220062,-16845.36819204,16846.800143153,17239.605415937,-2571.2125078296,961.14169256828,888.00506738751,896.65226060106,199599.9860176,1051.9354030527,949.84737626692,960.96008840113,-2.4065609361074,-1.9886710278777e-05,2958532332.0975,-1.9886710278777e-05,3109.9358599311,3258.8318274133,3267.1656891475,3418.1278106142,10662.885910425,11870.764470768,11222.261277079,12448.023062193,1676.0613498619,2514.0175452505,1780.197327505,2632.6980542139,905.28152835194,2621.1741645571,982.31632518099,2741.0629676903,26.039042776951,656.17254059083,30.897399641799,693.27742238615,-1.3917765966055,51.88902725938,-1.402407389337,56.716150425273
125.7,217415.02771,110905.45834384,949.89316621618,1052.5459800452,-16845.35212397,16846.780884423,17223.49957373,-2571.2119104727,961.12358385326,887.99036069306,896.63626276396,199600.65711098,1051.9801177958,949.80608793907,960.94234921378,-2.406545939592,-2.01449792816e-05,2958259657.7784,-2.01449792816e-05,3106.9013437203,3255.8018871878,3267.1656891475,3418.1278106142,10651.952484782,11859.825174553,11222.261277079,12448.023062193,1673.9132463343,2511.8699913655,1780.197327505,2632.6980542139,903.55180206165,2619.3079508944,982.31632518099,2741.0629676903,25.917052938592,655.64215670159,30.897399641799,693.27742238615,-1.3915143878888,51.809071382637,-1.402407389337,56.716150425273
125.8,217396.13191057,110887.02022295,949.85495319916,1052.5923495151,-16845.335532094,16846.759635554,17207.379363176,-2571.2113159029,961.10566229885,887.9757279842,896.62035191996,199601.34457951,1052.0247587408,949.76473621549,960.92441153433,-2.4065309302841,-2.0405508306565e-05,2957967723.407,-2.0405508306565e-05,3103.8609824788,3252.767162076,3267.1656891475,3418.1278106142,10640.9814913,11848.861319921,11222.261277079,12448.023062193,1671.750630948,2509.7124645898,1780.197327505,2632.6980542139,901.81216715277,2617.429057831,982.31632518099,2741.0629676903,25.795083766495,655.10853883262,30.897399641799,693.27742238615,-1.3912419242812,51.728716760557,-1.402407389337,56.716150425273
125.9,217377.23401684,110868.58055218,949.81647007918,1052.6385899509,-16845.318331616,16846.73658902,17191.245069259,-2571.2107243317,961.08791436664,887.96116934488,896.60453343015,199602.04614483,1052.0693981242,949.7233786504,960.90624691682,-2.4065158800334,-2.0667217457276e-05,2957658557.5779,-2.0667217457276e-05,3100.8153261726,3249.7278469139,3267.1656891475,3418.1278106142,10629.974735423,11837.873915691,11222.261277079,12448.023062193,1669.5740486056,2507.5449109607,1780.197327505,2632.6980542139,900.06365468568,2615.5361216125,982.31632518099,2741.0629676903,25.673235094158,654.57112377841,30.897399641799,693.27742238615,-1.3909600755985,51.647955794581,-1.402407389337,56.716150425273
126,217358.3350586,110850.13976257,949.77765419311,1052.6846664608,-16845.300458404,16846.71197871,17175.096880445,-2571.2101359284,961.07031543691,887.94668523776,896.58881216255,199602.7596156,1052.1141147592,949.68206011276,960.88783729661,-2.4065007661851,-2.0929115894019e-05,2957334387.0299,-2.0929115894019e-05,3097.7649701556,3246.6841943223,3267.1656891475,3418.1278106142,10618.935270445,11826.864483499,11222.261277079,12448.023062193,1667.3848615014,2505.3675736445,1780.197327505,2632.6980542139,898.30803543245,2613.6282066121,982.31632518099,2741.0629676903,25.551624023503,654.0294715525,30.897399641799,693.27742238615,-1.3906698344396,51.566790090126,-1.402407389337,56.716150425273
126.1,217339.43596062,110831.69827418,949.73846843448,1052.7305518841,-16845.281869331,16846.686070975,17158.93488782,-2571.2095508961,961.05283009715,887.93227692219,896.57319176768,199603.4829477,1052.1589780074,949.64080923764,960.86917446911,-2.4064855720112,-2.1190347710615e-05,2956997522.4262,-2.1190347710615e-05,3094.7104456527,3243.6365008099,3267.1656891475,3418.1278106142,10607.866779066,11815.834932301,11222.261277079,12448.023062193,1665.1849836165,2503.1809409419,1780.197327505,2632.6980542139,896.54755171973,2611.7047922849,982.31632518099,2741.0629676903,25.430373227367,653.48326375248,30.897399641799,693.27742238615,-1.3903722785505,51.485229620591,-1.402407389337,56.716150425273
126.2,217320.5375036,110813.25647503,949.69889978555,1052.7762295453,-16845.262542254,16846.659152795,17142.759094175,-2571.2089693242,961.0354136576,887.91794669556,896.55767413163,199604.21428612,1052.2040363363,949.59963684867,960.85025877035,-2.4064702865177,-2.1450224115677e-05,2956650242.3897,-2.1450224115677e-05,3091.652167931,3240.5850818707,3267.1656891475,3418.1278106142,10596.77309032,11804.787417812,11222.261277079,12448.023062193,1662.9766265375,2500.9856997715,1780.197327505,2632.6980542139,894.78465383787,2609.7657347588,982.31632518099,2741.0629676903,25.309600099165,652.9323003246,30.897399641799,693.27742238615,-1.3900685041173,51.403291426928,-1.402407389337,56.716150425273
126.3,217301.64031554,110794.81470544,949.65895633575,1052.8216960447,-16845.242476154,16846.631517628,17126.569428208,-2571.2083913144,961.01801475674,887.90369791979,896.54225871376,199604.95199314,1052.2493113996,949.55853643824,960.83109732576,-2.4064549038338,-2.1708238170631e-05,2956294692.7119,-2.1708238170631e-05,3088.5904341232,3237.5302433947,3267.1656891475,3418.1278106142,10585.657977042,11793.724162599,11222.261277079,12448.023062193,1660.7621153559,2498.782659283,1780.197327505,2632.6980542139,893.02180530795,2607.8112104468,982.31632518099,2741.0629676903,25.189409294354,652.3764919237,30.897399641799,693.27742238615,-1.3897595805671,51.320998359316,-1.402407389337,56.716150425273
126.4,217282.74486084,110776.37325158,949.61866366224,1052.8669633813,-16845.221690454,16846.603450932,17110.365760377,-2571.2078168922,961.00057871091,887.88953481179,896.52694226604,199605.69466121,1052.2947975012,949.51748649816,960.81170215139,-2.4064394223038,-2.1964062212415e-05,2955932813.7848,-2.1964062212415e-05,3085.5254993407,3234.4722613203,3267.1656891475,3418.1278106142,10574.525204957,11782.647275878,11222.261277079,12448.023062193,1658.5438104699,2496.5726849975,1780.197327505,2632.6980542139,891.26137923909,2605.8416641009,982.31632518099,2741.0629676903,25.069889278107,651.81585018644,30.897399641799,693.27742238615,-1.3894464986386,51.238377686586,-1.402407389337,56.716150425273
126.5,217263.85146598,110757.93233801,949.57806127323,1052.912059716,-16845.200223666,16846.575216266,17094.147919162,-2571.2072459853,960.98305115924,887.87546200232,896.51171872014,199606.44110934,1052.3404653541,949.47645430382,960.7920883542,-2.4064238434632,-2.2217531591873e-05,2955566302.2487,-2.2217531591873e-05,3082.4576610248,3231.4113559657,3267.1656891475,3418.1278106142,10563.378820518,11771.558620719,11222.261277079,12448.023062193,1656.3241018575,2494.3566234003,1780.197327505,2632.6980542139,889.50563031963,2603.85774202,982.31632518099,2741.0629676903,24.951112352785,651.25047465226,30.897399641799,693.27742238615,-1.3891301406891,51.155459599009,-1.402407389337,56.716150425273
126.6,217244.96032968,110739.49213194,949.5371993378,1052.9570283862,-16845.178130869,16846.547043913,17077.915705235,-2571.2066784758,960.96538163072,887.86148387311,896.49657885531,199607.19036988,1052.3862685381,949.43540053599,960.77227250292,-2.4064081709951,-2.2468620084398e-05,2955196605.6043,-2.2468620084398e-05,3079.38733638,3228.3476820421,3267.1656891475,3418.1278106142,10552.223343508,11760.459663592,11222.261277079,12448.023062193,1654.1054313226,2492.1352513164,1780.197327505,2632.6980542139,887.75671220415,2601.8602303044,982.31632518099,2741.0629676903,24.83313648022,650.68053996799,30.897399641799,693.27742238615,-1.3888112718494,51.072275937043,-1.402407389337,56.716150425273
126.7,217226.07156061,110721.05275435,949.49613542537,1053.0019251305,-16845.155480224,16846.51912251,17061.668905106,-2571.2061141428,960.94752659659,887.84760372837,896.48151058794,199607.94167203,1052.4321509516,949.39428420816,960.75227133956,-2.4063924098486,-2.2717412597129e-05,2954824942.0328,-2.2717412597129e-05,3076.3151164399,3225.2813111201,3267.1656891475,3418.1278106142,10541.063873476,11749.351402506,11222.261277079,12448.023062193,1651.890284992,2489.9092280078,1780.197327505,2632.6980542139,886.01667555526,2599.8500000073,982.31632518099,2741.0629676903,24.716007574008,650.10627968592,30.897399641799,693.27742238615,-1.388490530534,50.988859001908,-1.402407389337,56.716150425273
126.8,217207.18518933,110702.61429042,949.45493100201,1053.0468138479,-16845.132347776,16846.49159483,17045.407304399,-2571.2055526607,960.92945169739,887.83382292812,896.46649935899,199608.69440956,1052.4780537481,949.35306733518,960.73210080584,-2.4063765654094,-2.2964079383542e-05,2954452334.5034,-2.2964079383542e-05,3073.241740973,3222.2122357898,3267.1656891475,3418.1278106142,10529.905944972,11738.234336154,11222.261277079,12448.023062193,1649.6811253176,2487.6790729663,1780.197327505,2632.6980542139,884.28744277465,2597.8279638505,982.31632518099,2741.0629676903,24.599760813107,649.52797342744,30.897399641799,693.27742238615,-1.3881684542025,50.905240510277,-1.402407389337,56.716150425273
126.9,217188.30119002,110684.1768035,949.41364742669,1053.0917614792,-16845.108812047,16846.464557461,17029.130701457,-2571.2049936621,960.91113298056,887.82014006893,896.45152863799,199609.44811254,1052.5239207967,949.3117187575,960.71177537785,-2.4063606428468,-2.3208854092099e-05,2954079648.4649,-2.3208854092099e-05,3070.1680239304,3219.1403651941,3267.1656891475,3418.1278106142,10518.75511882,11727.108430435,11222.261277079,12448.023062193,1647.4802656597,2485.4451428499,1780.197327505,2632.6980542139,882.57072895106,2595.7950346329,982.31632518099,2741.0629676903,24.484420870368,648.94593157113,30.897399641799,693.27742238615,-1.3878454893121,50.821450746697,-1.402407389337,56.716150425273
127,217169.41949754,110665.74034988,949.37234151517,1053.1368327148,-16845.084948054,16846.438064707,17012.838920871,-2571.2044366737,960.89255706029,887.80655035854,896.43658087119,199610.20241067,1052.5697022661,949.27021677497,960.6913076418,-2.4063446465694,-2.3452015993242e-05,2953707625.3811,-2.3452015993242e-05,3067.0947483036,3216.0655308194,3267.1656891475,3418.1278106142,10507.616441723,11715.973139341,11222.261277079,12448.023062193,1645.2897062171,2483.2076190559,1780.197327505,2632.6980542139,880.86793820107,2593.7520972995,982.31632518099,2741.0629676903,24.370001172274,648.36048401933,30.897399641799,693.27742238615,-1.387522016002,50.737518015114,-1.402407389337,56.716150425273
127.1,217150.54001478,110647.30498627,949.33106106937,1053.1820851197,-16845.060822368,16846.412135066,16996.531826274,-2571.2038811657,960.87372037823,887.79304526883,896.4216377989,199610.9570001,1052.6153565877,949.22855031113,960.67070812358,-2.4063285798508,-2.3693875710884e-05,2953336908.2337,-2.3693875710884e-05,3064.0225583363,3212.9875014526,3267.1656891475,3418.1278106142,10496.493937875,11704.827400185,11222.261277079,12448.023062193,1643.110966257,2480.9665027013,1780.197327505,2632.6980542139,879.1800648389,2591.6999809573,982.31632518099,2741.0629676903,24.256503168654,647.77196784523,30.897399641799,693.27742238615,-1.3871983581106,50.653468297938,-1.402407389337,56.716150425273
127.2,217131.66229524,110628.87076039,949.28984089519,1053.2275651861,-16845.036490414,16846.386761238,16980.209302701,-2571.2033265908,960.85462769896,887.77961251438,896.40668156475,199611.71153667,1052.6608512678,949.18671504217,960.64998524006,-2.4063124436946,-2.3934763596939e-05,2952968058.7164,-2.3934763596939e-05,3060.9518641384,3209.9059762847,3267.1656891475,3418.1278106142,10485.390155382,11693.669654922,11222.261277079,12448.023062193,1640.9449729217,2478.7216054193,1780.197327505,2632.6980542139,877.50762877936,2589.6394311825,982.31632518099,2741.0629676903,24.14391609089,647.18071777692,30.897399641799,693.27742238615,-1.3868748010867,50.569325022026,-1.402407389337,56.716150425273
127.3,217112.78582348,110610.43764709,949.24870001771,1053.2733055413,-16845.011991114,16846.361916664,16963.871256168,-2571.2027723464,960.83529019109,887.76623640562,896.3916949986,199612.46583265,1052.706163227,949.14472305233,960.62914538758,-2.406296238253,-2.4175020024969e-05,2952601567.6585,-2.4175020024969e-05,3057.8827948699,3206.8206076602,3267.1656891475,3418.1278106142,10474.305997251,11682.497861255,11222.261277079,12448.023062193,1638.7920200907,2476.4725408807,1780.197327505,2632.6980542139,875.85066324317,2587.5710910739,982.31632518099,2741.0629676903,24.032217704692,646.58705766737,30.897399641799,693.27742238615,-1.3865515889511,50.485108933464,-1.402407389337,56.716150425273
127.4,217093.91152928,110592.00578476,949.20764059641,1053.3193233917,-16844.987346273,16846.33756412,16947.517725804,-2571.2022178467,960.81572332632,887.75289850208,896.37666246587,199613.2196744,1052.7512791957,949.10259456809,960.60819312299,-2.4062799626478,-2.4414986673132e-05,2952237861.307,-2.4414986673132e-05,3054.8152182961,3203.7310370425,3267.1656891475,3418.1278106142,10463.240812688,11671.309612387,11222.261277079,12448.023062193,1636.651817159,2474.2187424007,1780.197327505,2632.6980542139,874.208763095,2585.4955040212,982.31632518099,2741.0629676903,23.921376409444,645.99129957351,30.897399641799,693.27742238615,-1.3862289474898,50.400838673364,-1.402407389337,56.716150425273
127.5,217075.03894923,110573.57528449,949.16664872306,1053.365620161,-16844.962562361,16846.313664314,16931.148796179,-2571.2016625032,960.79594487912,887.7395785092,896.36157021861,199613.97278794,1052.7961964101,949.06034771373,960.5871314024,-2.4062636144343,-2.465500097934e-05,2951877306.5487,-2.465500097934e-05,3051.7487763591,3200.6368961179,3267.1656891475,3418.1278106142,10452.192613816,11660.102177249,11222.261277079,12448.023062193,1634.5235821083,2471.9594664146,1780.197327505,2632.6980542139,872.58116549898,2583.4131012989,982.31632518099,2741.0629676903,23.811353445617,645.39373636946,30.897399641799,693.27742238615,-1.3859070683955,50.316530542884,-1.402407389337,56.716150425273
