coef_0,coef_1,time
293398646.99271,-4803409261.4386,60
291602247.61369,-4801275642.8836,60
291096224.21835,-4801891454.5648,60
291214524.05039,-4802523791.1969,60
291147495.46188,-4802211443.0225,60
291021084.22578,-4801195397.9645,60
291189549.6358,-4800843450.5051,60
291830484.87703,-4802164786.0204,60
292618451.3838,-4804732507.18,60
292987295.99335,-4806512832.3585,60
292758645.06637,-4805182923.5617,60
292263458.03935,-4802675389.6892,60
292122625.24384,-4801381553.1769,60
289186026.54596,-4799629743.3243,60
289489195.17947,-4801941170.8977,60
290522621.26957,-4805173489.4828,60
290493450.12955,-4804920806.5871,60
289444043.58498,-4800981390.3501,60
288938837.12921,-4798165221.7175,60
290331474.03895,-4800836282.8617,60
292899780.21278,-4807719617.7883,60
294320367.50466,-4812037883.5806,60
293265319.96704,-4808391417.4477,60
290930830.72739,-4800919483.3819,60
289899550.94901,-4797377438.2879,60
285484479.20636,-4797440113.9464,60
287715486.61372,-4803563559.8514,60
291394292.43015,-4813200598.4705,60
291628698.68179,-4813468812.6946,60
287996876.86658,-4802600880.2524,60
285202824.77335,-4793383051.9358,60
287834797.58744,-4797597282.8018,60
294683676.17207,-4813266706.7077,60
298971760.08847,-4823748145.7043,60
295889004.45262,-4815114495.6932,60
288898256.60575,-4796847090.9008,60
285716715.73628,-4788559824.8497,60
489893686.28152,-9749780144.5085,120
486687807.2684,-9738069169.352,120
473274352.65173,-9701495825.5817,120
465791419.77475,-9682358416.1887,120
464526585.8986,-9680926699.916,120
526470453.04207,-21134528396.195,120
540131736.77111,-21597180910.371,120
549275440.45592,-21904505601.477,120
548702471.86821,-21885688113.929,120
534429524.77298,-21403797405.648,120
466971396.30953,-9688186601.0055,120
466097520.70346,-9678472753.8506,120
497107830.05236,-9751234987.6032,120
492872221.33702,-9734992233.5101,120
485450598.30852,-9717901034.9641,120
539165165.51509,-21554491910.209,120
537793607.33719,-21508962812.509,120
542402918.41921,-21664966310.488,120
551083459.93977,-21958183116.471,120
556949849.1902,-22155628967.16,120
555632532.70255,-22110989872.376,120
548169457.74513,-21859770169.339,120
481111667.60012,-9710715831.9127,120
480348885.83541,-9702459533.9454,120
500170050.30506,-9753479607.1089,120
559437568.67252,-22234551817.642,120
554102701.44273,-22055938408.277,120
549497395.57974,-21901509042.486,120
548547627.55441,-21870050531.082,120
551716081.36556,-21977110486.836,120
557062953.33575,-22157368123.184,120
560658610.52816,-22278336214.646,120
559791620.9198,-22249015272.954,120
555246436.2869,-22096087969.998,120
489577918.6046,-9727564852.4093,120
489410266.32579,-9721436999.7356,120
500653232.15783,-9755200957.3769,120
560588171.47412,-22274330150.496,120
557421364.63021,-22168619434.01,120
554606459.08389,-22074386723.134,120
554024686.05475,-22055166729.054,120
555996452.06115,-22121719448.706,120
559194252.11475,-22229401366.064,120
561292603.66684,-22299953711.687,120
560815230.86451,-22283953961.913,120
558342780.29698,-22200722598.896,120
493912383.31697,-9739654491.8307,120
494259109.17371,-9735366531.9575,120
499612771.97123,-9755376849.9376,120
559681346.50613,-22245569665.6,120
557909931.84154,-22186567420.194,120
556307131.45709,-22132900434.903,120
555983997.02534,-22122230151.335,120
557123427.71809,-22160705734.785,120
558932002.54161,-22221625127.9,120
560097626.09737,-22260877104.047,120
559893643.05535,-22254232464.308,120
558756668.14889,-22215734082.323,120
495403554.76946,-9745759556.3206,120
496091657.48087,-9742615669.0098,120
498464739.30934,-9754425420.2126,120
558480252.46882,-22206508372.964,120
557528935.83483,-22174980645.601,120
556654904.12244,-22145730010.238,120
556492635.43955,-22140359641.189,120
557135854.45337,-22162021032.489,120
558134273.64047,-22195564505.255,120
558777617.48207,-22217239862.376,120
558749031.69417,-22216638101.919,120
558401188.26524,-22204614381.199,120
495768949.2528,-9748783861.5361,120
496624006.87307,-9746444416.7481,120
497455964.65631,-9753128348.6286,120
557385429.58775,-22170593196.943,120
556928875.79905,-22155555887.815,120
556500714.51413,-22141177657.722,120
556442091.59216,-22139194386.19,120
556789175.62846,-22150826774.876,120
557302597.12495,-22168007818.911,120
557641290.50815,-22179473339.59,120
557724342.93458,-22182729084.373,120
557848878.12723,-22186491355.428,120
495688041.42285,-9749664456.4029,120
496588898.67788,-9747877326.5647,120
496822665.90266,-9751745257.1643,120
556719058.61724,-22148607003.423,120
556528871.20726,-22142430372.539,120
556347480.0542,-22136282306.191,120
556354306.31371,-22136427932.542,120
556547416.44749,-22142805847.556,120
556797046.61042,-22151043068.233,120
556969822.47678,-22156935290.976,120
557113630.38559,-22162313245.048,120
494994409.73323,-9750736890.5653,120
495577000.91128,-9749687540.6937,120
496485657.7626,-9748193088.671,120
496511426.88805,-9750654455.2861,120
556455584.60708,-22139847029.471,120
556401050.44471,-22138136733.049,120
556355706.92789,-22136497599.13,120
556410911.71399,-22138212773.88,120
556530973.66374,-22142089122.739,120
556632479.27608,-22145314532.606,120
556701229.39008,-22147735300.677,120
556865324.131,-22153846184.299,120
494894363.33382,-9750101793.8814,120
495533875.80637,-9749307592.4433,120
496392550.10024,-9748072582.2183,120
496331019.31983,-9749568995.4016,120
556381876.91371,-22137254496.598,120
556368019.74009,-22136843710.566,120
556381252.65251,-22137137504.04,120
556476905.21583,-22140177174.995,120
556584296.03614,-22143596325.811,120
556617042.00606,-22144490752.069,120
556618027.2573,-22144651289.255,120
556769345.8333,-22150358681.169,120
494848737.95379,-9749327411.9296,120
495536132.88829,-9748754880.5811,120
496324179.10309,-9747723280.1697,120
496101295.81998,-9748365269.8729,120
556295689.47218,-22134137196.965,120
556259338.36363,-22132920691.444,120
556281734.62255,-22133502057.487,120
556417419.74651,-22137867600.249,120
556559204.93892,-22142433042.457,120
556582339.21527,-22143014642.384,120
556541800.06606,-22141807934.029,120
494289949.33213,-9748578874.1089,120
494738448.58939,-9748397627.4814,120
495398816.07101,-9747922777.2832,120
496097179.61456,-9747063831.3957,120
495597158.02799,-9746993247.7751,120
555937647.05279,-22121969449.068,120
555838161.81053,-22118616731.769,120
555832252.54628,-22118244912.604,120
493736724.37317,-9745895999.0246,120
493919760.08685,-9745807438.6964,120
493990079.11104,-9745560957.2484,120
493965056.3249,-9746014264.9308,120
494030927.1949,-9747707962.2251,120
494416595.01064,-9747420757.6343,120
494996604.82112,-9746895878.6012,120
495584734.63149,-9746141401.9514,120
494600179.68219,-9745289268.8185,120
492973669.47411,-9745381928.1294,120
492861860.11488,-9745150360.2115,120
492808975.82919,-9744620024.5965,120
492930637.54,-9744284610.8127,120
493184648.04214,-9744302993.7523,120
493423312.0925,-9744572701.5583,120
493563914.14689,-9745592539.7844,120
493661115.09863,-9747308452.8917,120
493895854.18596,-9746696534.2786,120
494240908.11322,-9745678072.4106,120
494648879.01945,-9744820009.225,120
492936995.09546,-9744076312.7657,120
491766171.79732,-9744680969.8816,120
491787353.61225,-9744970315.9454,120
491685744.02361,-9744372495.1326,120
491621333.47341,-9743347372.0654,120
491854399.28045,-9743038884.008,120
492457973.02077,-9744174099.6822,120
493138112.43601,-9746644975.4424,120
493467516.45091,-9748828545.6387,120
493383128.85909,-9747427842.5993,120
493134994.84006,-9744920035.8493,120
493196892.75857,-9743485467.5467,120
491066485.20983,-9744458154.975,120
490790979.73681,-9746546262.4334,120
491520186.03008,-9749052827.6649,120
491410284.084,-9748485042.0374,120
490584944.47127,-9744944813.1429,120
490305190.54171,-9742638917.3261,120
491606321.7756,-9745249197.622,120
493813132.01229,-9751681177.0071,120
494989495.86317,-9755909974.2028,120
494131546.66632,-9752382667.4379,120
492246404.5199,-9745401445.1615,120
491474871.66796,-9741996928.2714,120
489118455.80648,-9746052524.5575,120
490717427.37314,-9751499283.9726,120
493581801.89073,-9759689500.2802,120
493635211.39976,-9759563549.3436,120
490681318.92604,-9749916166.4484,120
488549233.4957,-9742065799.0357,120
491006817.28261,-9746432624.4047,120
496911348.09677,-9761036596.5786,120
500459220.27624,-9770574390.3694,120
497803369.39217,-9762480067.9129,120
491868847.01889,-9745650391.5311,120
489164438.44477,-9737930369.2739,120
709298274.40314,-13347468237.396,180
701111337.46847,-13323683225.765,180
684899372.05709,-13283526615.13,180
678692094.29544,-13267962492.22,180
677687883.23894,-13267788059.147,180
767336855.83975,-30465497269.396,180
780667932.76956,-30917334878.727,180
797224636.03393,-31472954487.324,180
794520864.26393,-31382362116.268,180
774185308.05217,-30697644117.62,180
679434484.28875,-13273843573.835,180
679794614.99168,-13264821633.828,180
713697226.50799,-13353681236.197,180
707928813.26854,-13332945113.45,180
699241456.40106,-13313707532.427,180
782011965.39686,-30954808606.668,180
780631066.82988,-30909174378.475,180
785065115.01646,-31059580610.768,180
794512011.58217,-31378880142.852,180
802109467.56847,-31634726697.029,180
800261019.83156,-31572003885.059,180
791310224.64192,-31270805808.243,180
694977985.2348,-13308027796.398,180
694853163.9999,-13299039388.74,180
714983942.13206,-13358021626.088,180
802510749.18577,-31644869999.383,180
796475505.2271,-31442893327.08,180
791501348.04316,-31276092002.42,180
790463991.96977,-31241829501.215,180
793755069.4515,-31353288713.357,180
799621698.09229,-31551343582.282,180
803783397.67192,-31691537462.809,180
802730113.74985,-31655848678.999,180
797569526.19075,-31482106777.09,180
702760518.39348,-13329252382.784,180
703047590.14512,-13322068101.821,180
713814795.06117,-13358928035.51,180
801808535.14396,-31623890030.762,180
798302517.97467,-31506930676.375,180
795211088.03453,-31403403347.672,180
794551242.42284,-31381650561.388,180
796647043.80272,-31452572651.369,180
800132611.62783,-31570158706.165,180
802447802.88972,-31648155561.789,180
801902638.69125,-31629862825.338,180
799251697.06748,-31540498669.069,180
706044137.56286,-13342149736.789,180
706816933.83785,-13336881709.734,180
711644350.6365,-13357487783.925,180
799553090.72825,-31550441233.773,180
797617731.45667,-31486066090.917,180
795844273.16553,-31426653266.845,180
795467469.55019,-31414230147.612,180
796683851.22301,-31455415995.658,180
798642554.89428,-31521521712.897,180
799902400.99278,-31564066983.98,180
799687276.20159,-31557105195.025,180
798564928.21385,-31518961239.748,180
706711207.07685,-13347513092.288,180
707819869.96992,-13343537223.2,180
709864470.26103,-13354934941.477,180
797575317.90125,-31485410881.829,180
796547715.99397,-31451453437.943,180
795574574.23876,-31418863967.529,180
795378713.00301,-31412382521.594,180
796064330.7443,-31435519724.982,180
797142608.78501,-31471795727.208,180
797836498.13017,-31495260542.399,180
797830035.98172,-31495520038.235,180
797589187.19206,-31486965213.178,180
706605158.94519,-13349473557.338,180
707865970.1595,-13346438660.311,180
708625961.37592,-13352654734.861,180
796192313.767,-31439760630.008,180
795708821.88163,-31423930208.718,180
795227054.31715,-31407730820.309,180
795149025.82892,-31405083440.15,180
795518212.65751,-31417458009.667,180
796074567.06149,-31436070860.298,180
796447512.04719,-31448762324.534,180
796574994.5954,-31453673017.5,180
796855388.70066,-31462539209.496,180
706390838.69492,-13349608936.361,180
707646464.95485,-13347178168.721,180
707937291.23864,-13350689130.516,180
795463132.89492,-31415567288.436,180
795273262.32329,-31409487700.021,180
795065122.9684,-31402408566.91,180
795061555.85833,-31402168425.898,180
795266736.64085,-31408911627.223,180
795541786.99176,-31417947132.057,180
795745083.4802,-31424926447.464,180
795948490.95274,-31432499858.811,180
705453799.02583,-13350507192.204,180
706284711.48773,-13349134763.427,180
707543184.80012,-13347120370.347,180
707647879.27433,-13349330717.87,180
795250820.06432,-31408440010.829,180
795211632.45988,-31407300913.95,180
795155004.5215,-31405233509.066,180
795204770.58153,-31406709929.753,180
795331869.54244,-31410757539.138,180
795451078.44054,-31414495234.502,180
795551774.48416,-31418044136.074,180
795784590.34984,-31426673853.408,180
705429127.94562,-13349536550.889,180
706296873.97721,-13348430254.667,180
707469114.7161,-13346738485.304,180
707444131.70985,-13348022099.321,180
795198118.48929,-31406486190.012,180
795205546.45508,-31406814852.392,180
795214344.54687,-31406895850.213,180
795305784.58948,-31409725134.47,180
795417084.79549,-31413196028.447,180
795464074.18458,-31414470460.972,180
795498979.43968,-31415816642.488,180
795722228.98427,-31424154237.586,180
705405675.4295,-13348398535.268,180
706307210.23435,-13347555823.194,180
707369662.4258,-13346123456.243,180
707092548.50861,-13346512896.655,180
795039338.60292,-31400880514.782,180
795021691.46838,-31400285881.206,180
795039485.65965,-31400636526.011,180
795169833.63457,-31404748987.873,180
795313122.14642,-31409283188.507,180
795346769.81767,-31410115318.313,180
795337246.56786,-31409987440.81,180
704619065.27071,-13347198617.88,180
705204836.51222,-13346953379.076,180
706052402.90307,-13346227786.502,180
706984214.02364,-13345025107.731,180
706327875.60062,-13344796529.169,180
794463394.56979,-31381416734.917,180
794366753.18942,-31378127013.753,180
794348355.55699,-31377252407.645,180
703770328.59124,-13343681890.478,180
703955036.42158,-13343420436.792,180
704026757.74815,-13342943429.116,180
704013740.76878,-13343502569.191,180
704120330.77627,-13345751333.344,180
704623857.80635,-13345372470.474,180
705365922.23812,-13344634042.502,180
706148427.45334,-13343600510.719,180
705033505.79592,-13342945278.282,180
702809436.76903,-13343415465.423,180
702660212.13544,-13342957066.873,180
702580189.42078,-13342151722.679,180
702711572.98927,-13341705670.87,180
702983196.83149,-13341661995.316,180
703207980.58713,-13341743564.002,180
703315212.29924,-13342769495.103,180
703411038.38877,-13344875759.205,180
703745954.0314,-13344165420.353,180
704249650.90927,-13343027409.578,180
704823957.56179,-13341981053.297,180
703221619.13314,-13342467488.072,180
701526379.21814,-13343254332.543,180
701410921.60523,-13343085263.895,180
701250652.18516,-13342164228.456,180
701254036.0069,-13341209362.97,180
701566340.12618,-13341082080.269,180
702126418.55184,-13342121647.572,180
702657000.51461,-13344430622.326,180
702887005.57582,-13346742788.316,180
702904047.64549,-13345282501.253,180
702877658.69985,-13342858990.181,180
703110122.97541,-13341376073.49,180
702039999.6457,-13345910116.765,180
701250015.23938,-13347800247.517,180
701599462.89911,-13349371121.241,180
701373638.6966,-13348394323.593,180
700805034.56605,-13345376467.742,180
700798679.2498,-13343809381.89,180
702008848.99114,-13346520633.387,180
703790168.98997,-13352455986.122,180
704644168.99676,-13356342750.916,180
703961284.08191,-13352918267.61,180
702544888.02558,-13346506791.305,180
702029970.44594,-13343312350.3,180
702382554.30725,-13353195513.262,180
703309397.74579,-13357853369.567,180
705205535.4492,-13364251888.46,180
705022945.25801,-13363557940.605,180
702850907.89451,-13355335340.336,180
701501905.91307,-13349199748.759,180
703799411.27703,-13353993917.964,180
708646452.79125,-13367568833.99,180
711323324.03509,-13375929313.595,180
709119242.45536,-13368334351.551,180
704353920.38158,-13353007160.41,180
702167360.35117,-13345882446.062,180
752852199.0436,-12208663640.17,240
741347793.88833,-12178438061.169,240
723639095.00193,-12140137940.796,240
718771700.89661,-12129045067.742,240
718064538.27225,-12129519896.291,240
818576459.01504,-31693324385.937,240
831108317.66236,-32116992814.943,240
853080578.988,-32852545433.819,240
848884015.00251,-32712010173.766,240
824477503.81426,-31892796253.697,240
719112737.63039,-12133200655.215,240
719886677.62826,-12126369363.08,240
754962625.44003,-12218173365.564,240
748673605.68667,-12195852823.731,240
739365305.88001,-12177031610.833,240
834410214.08675,-32223338924.024,240
833123743.7955,-32180891372.203,240
837268429.64078,-32321170376.439,240
846972957.87704,-32648365237.739,240
855763036.02734,-32943734980.825,240
853629471.2437,-32871487475.55,240
843769481.89423,-32540403223.336,240
735252350.48335,-12172078142.643,240
735115055.18347,-12164131848.04,240
754757506.06079,-12223773077.497,240
854272850.58584,-32892588388.724,240
847945673.89907,-32681103394.181,240
842915862.37691,-32512628592.533,240
841882941.94009,-32478509819.985,240
845163612.38201,-32589397300.492,240
851235700.74178,-32794009628.564,240
855762864.49248,-32946207386.315,240
854630789.00229,-32907888645.401,240
849048356.20047,-32720281244.058,240
742097487.07265,-12194200004.091,240
742236391.44287,-12187531492.402,240
752239773.89728,-12224076767.174,240
852137809.51634,-32824390958.332,240
