time,Lambda,rho,beta-0,lambda-0,beta-1,lambda-1,beta-2,lambda-2,beta-3,lambda-3,beta-4,lambda-4,beta-5,lambda-5,n,c-0,c-1,c-2,c-3,c-4,c-5
1,0.00129087209456,-1.00076161021e-05,0.000173544188488,0.013336,0.000992225146693,0.0327389985,0.000883248752583,0.120779999,0.00194633024969,0.302780002,0.000854131634877,0.849489987,0.000337185544084,2.85299993,0.997944956817,10.0807278859,23.4768895278,5.66410421727,4.97777554041,0.778200496416,0.091401612757
1.1,0.00129087209456,-1.00076161021e-05,0.000173544188488,0.013336,0.000992225146693,0.0327389985,0.000883248752583,0.120779999,0.00194633024969,0.302780002,0.000854131634877,0.849489987,0.000337185544084,2.85299993,0.997944956817,10.0807005667,23.4767355488,5.66397597061,4.97752873755,0.778127341509,0.0913930839397
1.2,0.00129087209456,-1.00076161021e-05,0.000173544188488,0.013336,0.000992225146693,0.0327389985,0.000883248752583,0.120779999,0.00194633024969,0.302780002,0.000854131634877,0.849489987,0.000337185544084,2.85299993,0.997944956817,10.0806732839,23.4765820731,5.6638492636,4.97728929538,0.778060144402,0.0913866720713
1.3,0.00129087209887,-1.0007616109e-05,0.000173544188974,0.013336,0.000992225148474,0.0327389985,0.000883248754786,0.120779999,0.00194633025494,0.302780002,0.000854131636631,0.849489987,0.000337185544984,2.85299993,0.997817857085,10.0806451835,23.4764242196,5.66371974693,4.9770475085,0.777994331517,0.0913803389387
1.4,0.00129087209887,-1.0007616109e-05,0.000173544188974,0.013336,0.000992225148474,0.0327389985,0.000883248754786,0.120779999,0.00194633025494,0.302780002,0.000854131636631,0.849489987,0.000337185544984,2.85299993,0.997817857085,10.0806162669,23.4762620079,5.66358747173,4.9768035421,0.777929904266,0.0913742021562
1.5,0.00129087209887,-1.0007616109e-05,0.000173544188974,0.013336,0.000992225148474,0.0327389985,0.000883248754786,0.120779999,0.00194633025494,0.302780002,0.000854131636631,0.849489987,0.000337185544984,2.85299993,0.997817857085,10.0805873889,23.4761003263,5.66345678454,4.9765668518,0.777870724026,0.0913695885926
1.6,0.00129087207688,-1.00076161057e-05,0.000173544189448,0.013336,0.000992225150281,0.0327389985,0.000883248757034,0.120779999,0.00194633026041,0.302780002,0.000854131638643,0.849489987,0.000337185545982,2.85299993,0.997692883411,10.0805577098,23.4759343762,5.66332340861,4.97632789492,0.777812344171,0.0913646329592
1.7,0.00129087207688,-1.00076161057e-05,0.000173544189448,0.013336,0.000992225150281,0.0327389985,0.000883248757034,0.120779999,0.00194633026041,0.302780002,0.000854131638643,0.849489987,0.000337185545982,2.85299993,0.997692883411,10.080527231,23.4757641767,5.66318739332,4.9760868327,0.777754811708,0.0913595549943
1.8,0.00129087207688,-1.00076161057e-05,0.000173544189448,0.013336,0.000992225150281,0.0327389985,0.000883248757034,0.120779999,0.00194633026041,0.302780002,0.000854131638643,0.849489987,0.000337185545982,2.85299993,0.997692883411,10.0804967929,23.4755945334,5.66305301095,4.97585295996,0.777701964739,0.0913557374377
1.9,0.00129087207688,-1.00076161057e-05,0.000173544189448,0.013336,0.000992225150281,0.0327389985,0.000883248757034,0.120779999,0.00194633026041,0.302780002,0.000854131638643,0.849489987,0.000337185545982,2.85299993,0.997692883411,10.0804663954,23.4754254446,5.66292024188,4.9756260623,0.777653421673,0.0913528674419
2,0.00129087213155,-1.00076161313e-05,0.000173544189724,0.013336,0.000992225151136,0.0327389985,0.000883248758061,0.120779999,0.00194633026257,0.302780002,0.000854131638954,0.849489987,0.00033718554622,2.85299993,0.997561469895,10.0804351551,23.4752518619,5.66278458755,4.97539612077,0.777604603538,0.0913491452099
2.1,0.00129087213155,-1.00076161313e-05,0.000173544189724,0.013336,0.000992225151136,0.0327389985,0.000883248758061,0.120779999,0.00194633026257,0.302780002,0.000854131638954,0.849489987,0.00033718554622,2.85299993,0.997561469895,10.0804030736,23.4750738055,5.66264610063,4.97516332477,0.777555650841,0.0913449241517
2.2,0.00129087213155,-1.00076161313e-05,0.000173544189724,0.013336,0.000992225151136,0.0327389985,0.000883248758061,0.120779999,0.00194633026257,0.302780002,0.000854131638954,0.849489987,0.00033718554622,2.85299993,0.997561469895,10.0803710348,23.474896331,5.66250927629,4.97493747172,0.777510684894,0.0913417508079
2.3,0.00129087206418,-1.000761611e-05,0.000173544190195,0.013336,0.000992225153065,0.0327389985,0.000883248760484,0.120779999,0.00194633026871,0.302780002,0.000854131641532,0.849489987,0.000337185547443,2.85299993,0.997437499556,10.0803382062,23.4747146794,5.66236987229,4.97470910645,0.777465395152,0.0913378902907
2.4,0.00129087206418,-1.000761611e-05,0.000173544190195,0.013336,0.000992225153065,0.0327389985,0.000883248760484,0.120779999,0.00194633026871,0.302780002,0.000854131641532,0.849489987,0.000337185547443,2.85299993,0.997437499556,10.0803045891,23.4745288695,5.66222793654,4.97447839665,0.7774199192,0.0913336468595
2.5,0.00129087206418,-1.000761611e-05,0.000173544190195,0.013336,0.000992225153065,0.0327389985,0.000883248760484,0.120779999,0.00194633026871,0.302780002,0.000854131641532,0.849489987,0.000337185547443,2.85299993,0.997437499556,10.0802710168,23.474343667,5.66208770478,4.97425456759,0.777378146849,0.0913304566959
2.6,0.00129087206418,-1.000761611e-05,0.000173544190195,0.013336,0.000992225153065,0.0327389985,0.000883248760484,0.120779999,0.00194633026871,0.302780002,0.000854131641532,0.849489987,0.000337185547443,2.85299993,0.997437499556,10.0802374892,23.4741590698,5.66194915655,4.97403741405,0.777339776475,0.091328058367
2.7,0.00129087208789,-1.00076161235e-05,0.000173544190485,0.013336,0.000992225154054,0.0327389985,0.000883248761693,0.120779999,0.00194633027145,0.302780002,0.000854131642258,0.849489987,0.000337185547852,2.85299993,0.997310329716,10.0802031518,23.4739701932,5.66180793787,4.97381724459,0.777300439861,0.0913247415336
2.8,0.00129087208789,-1.00076161235e-05,0.000173544190485,0.013336,0.000992225154054,0.0327389985,0.000883248761693,0.120779999,0.00194633027145,0.302780002,0.000854131642258,0.849489987,0.000337185547852,2.85299993,0.997310329716,10.0801680059,23.4737770565,5.66166409823,4.97359424452,0.777260329944,0.0913208714381
2.9,0.00129087208789,-1.00076161235e-05,0.000173544190485,0.013336,0.000992225154054,0.0327389985,0.000883248761693,0.120779999,0.00194633027145,0.302780002,0.000854131642258,0.849489987,0.000337185547852,2.85299993,0.997310329716,10.0801329069,23.4735845511,5.66152198543,4.97337789525,0.777223486613,0.0913179619441
3,0.00129087208789,-1.00076161235e-05,0.000173544190485,0.013336,0.000992225154054,0.0327389985,0.000883248761693,0.120779999,0.00194633027145,0.302780002,0.000854131642258,0.849489987,0.000337185547852,2.85299993,0.997310329716,10.0800978547,23.4733926749,5.66138157875,4.97316799843,0.777189643835,0.0913157746195
3.1,0.00129087208892,-1.00076161275e-05,0.000173544190757,0.013336,0.00099222515505,0.0327389985,0.000883248762923,0.120779999,0.00194633027438,0.302780002,0.000854131643234,0.849489987,0.000337185548353,2.85299993,0.997182933826,10.0800619932,23.473196535,5.66123851683,4.97295485372,0.777154459401,0.0913126139424
3.2,0.00129087208892,-1.00076161275e-05,0.000173544190757,0.013336,0.00099222515505,0.0327389985,0.000883248762923,0.120779999,0.00194633027438,0.302780002,0.000854131643234,0.849489987,0.000337185548353,2.85299993,0.997182933826,10.0800253239,23.4729961509,5.661092849,4.97273865347,0.777118156982,0.0913088589852
3.3,0.00129087208892,-1.00076161275e-05,0.000173544190757,0.013336,0.00099222515505,0.0327389985,0.000883248762923,0.120779999,0.00194633027438,0.302780002,0.000854131643234,0.849489987,0.000337185548353,2.85299993,0.997182933826,10.0799887035,23.4727964216,5.66094892996,4.97252890122,0.777084811064,0.0913060360508
3.4,0.00129087208892,-1.00076161275e-05,0.000173544190757,0.013336,0.00099222515505,0.0327389985,0.000883248762923,0.120779999,0.00194633027438,0.302780002,0.000854131643234,0.849489987,0.000337185548353,2.85299993,0.997182933826,10.0799521318,23.4725973452,5.66080673871,4.97232540467,0.777054180867,0.0913039138006
3.5,0.00129087207691,-1.00076161265e-05,0.000173544191037,0.013336,0.000992225156113,0.0327389985,0.000883248764243,0.120779999,0.00194633027759,0.302780002,0.000854131644396,0.849489987,0.000337185548932,2.85299993,0.997056666276,10.0799147606,23.4723940725,5.66066195246,4.97211855433,0.777021984009,0.0913008156003
3.6,0.00129087207691,-1.00076161265e-05,0.000173544191037,0.013336,0.000992225156113,0.0327389985,0.000883248764243,0.120779999,0.00194633027759,0.302780002,0.000854131644396,0.849489987,0.000337185548932,2.85299993,0.997056666276,10.0798765913,23.4721866223,5.66051461962,4.97190854484,0.776988461453,0.0912971199337
3.7,0.00129087207691,-1.00076161265e-05,0.000173544191037,0.013336,0.000992225156113,0.0327389985,0.000883248764243,0.120779999,0.00194633027759,0.302780002,0.000854131644396,0.849489987,0.000337185548932,2.85299993,0.997056666276,10.0798384729,23.4719798502,5.66036905556,4.97170479872,0.776957669003,0.0912943415733
3.8,0.00129087207691,-1.00076161265e-05,0.000173544191037,0.013336,0.000992225156113,0.0327389985,0.000883248764243,0.120779999,0.00194633027759,0.302780002,0.000854131644396,0.849489987,0.000337185548932,2.85299993,0.997056666276,10.0798004052,23.471773754,5.66022523906,4.97150712917,0.776929384317,0.0912922528335
3.9,0.00129087205825,-1.00076161231e-05,0.000173544191319,0.013336,0.0009922251572,0.0327389985,0.000883248765597,0.120779999,0.0019463302809,0.302780002,0.000854131645643,0.849489987,0.000337185549546,2.85299993,0.996932214815,10.0797615522,23.4715635542,5.66007890911,4.97130606797,0.776899400538,0.0912892015044
4,0.00129087205825,-1.00076161231e-05,0.000173544191319,0.013336,0.0009922251572,0.0327389985,0.000883248765597,0.120779999,0.0019463302809,0.302780002,0.000854131645643,0.849489987,0.000337185549546,2.85299993,0.996932214815,10.0797219153,23.4713492696,5.65993011291,4.97110180953,0.776867967773,0.0912855607863
4.1,0.00129087205825,-1.00076161231e-05,0.000173544191319,0.013336,0.0009922251572,0.0327389985,0.000883248765597,0.120779999,0.0019463302809,0.302780002,0.000854131645643,0.849489987,0.000337185549546,2.85299993,0.996932214815,10.0796823312,23.4711356853,5.65978310307,4.97090364293,0.776839094919,0.0912828237355
4.2,0.00129087205825,-1.00076161231e-05,0.000173544191319,0.013336,0.0009922251572,0.0327389985,0.000883248765597,0.120779999,0.0019463302809,0.302780002,0.000854131645643,0.849489987,0.000337185549546,2.85299993,0.996932214815,10.0796427998,23.4709227991,5.65963785814,4.9707113865,0.776812573496,0.0912807660517
4.3,0.00129087205825,-1.00076161231e-05,0.000173544191319,0.013336,0.0009922251572,0.0327389985,0.000883248765597,0.120779999,0.0019463302809,0.302780002,0.000854131645643,0.849489987,0.000337185549546,2.85299993,0.996932214815,10.0796033211,23.4707106088,5.65949435692,4.97052486396,0.776788212,0.0912792191084
4.4,0.0012908721036,-1.00076161425e-05,0.000173544191426,0.013336,0.000992225157458,0.0327389985,0.00088324876589,0.120779999,0.00194633028136,0.302780002,0.000854131645441,0.849489987,0.000337185549509,2.85299993,0.996802508586,10.0795630233,23.4704941312,5.65934815768,4.97033422131,0.776761661203,0.0912765119306
4.5,0.0012908721036,-1.00076161425e-05,0.000173544191426,0.013336,0.000992225157458,0.0327389985,0.00088324876589,0.120779999,0.00194633028136,0.302780002,0.000854131645441,0.849489987,0.000337185549509,2.85299993,0.996802508586,10.0795219079,23.4702733858,5.65919931059,4.97013967873,0.776733215958,0.0912730725245
4.6,0.0012908721036,-1.00076161425e-05,0.000173544191426,0.013336,0.000992225157458,0.0327389985,0.00088324876589,0.120779999,0.00194633028136,0.302780002,0.000854131645441,0.849489987,0.000337185549509,2.85299993,0.996802508586,10.0794808473,23.470053362,5.65905225047,4.96995093822,0.776707087319,0.091270486818
4.7,0.0012908721036,-1.00076161425e-05,0.000173544191426,0.013336,0.000992225157458,0.0327389985,0.00088324876589,0.120779999,0.00194633028136,0.302780002,0.000854131645441,0.849489987,0.000337185549509,2.85299993,0.996802508586,10.0794398414,23.4698340572,5.65890695586,4.96976782676,0.776683086619,0.091268542913
4.8,0.00129087205646,-1.00076161277e-05,0.000173544191706,0.013336,0.000992225158625,0.0327389985,0.000883248767359,0.120779999,0.00194633028511,0.302780002,0.000854131647059,0.849489987,0.000337185550271,2.85299993,0.996678068516,10.0793980543,23.4696106935,5.65875916669,4.969580892,0.776657039037,0.091265600877
4.9,0.00129087205646,-1.00076161277e-05,0.000173544191706,0.013336,0.000992225158625,0.0327389985,0.000883248767359,0.120779999,0.00194633028511,0.302780002,0.000854131647059,0.849489987,0.000337185550271,2.85299993,0.996678068516,10.0793554874,23.4693832891,5.65860892993,4.96939034114,0.776629222944,0.0912620426848
5,0.00129087205646,-1.00076161277e-05,0.000173544191706,0.013336,0.000992225158625,0.0327389985,0.000883248767359,0.120779999,0.00194633028511,0.302780002,0.000854131647059,0.849489987,0.000337185550271,2.85299993,0.996678068516,10.0793129772,23.469156628,5.65846049682,4.96920547331,0.776603672218,0.0912593676762
5.1,0.00129087205646,-1.00076161277e-05,0.000173544191706,0.013336,0.000992225158625,0.0327389985,0.000883248767359,0.120779999,0.00194633028511,0.302780002,0.000854131647059,0.849489987,0.000337185550271,2.85299993,0.996678068516,10.0792705237,23.4689307078,5.6583138457,4.96902611901,0.776580202364,0.0912573566349
5.2,0.00129087205646,-1.00076161277e-05,0.000173544191706,0.013336,0.000992225158625,0.0327389985,0.000883248767359,0.120779999,0.00194633028511,0.302780002,0.000854131647059,0.849489987,0.000337185550271,2.85299993,0.996678068516,10.0792281268,23.468705526,5.65816895518,4.96885211382,0.776558643916,0.0912558447569
5.3,0.00129087208142,-1.00076161401e-05,0.000173544191837,0.013336,0.000992225159029,0.0327389985,0.000883248767843,0.120779999,0.00194633028612,0.302780002,0.000854131647194,0.849489987,0.000337185550378,2.85299993,0.996550506242,10.0791849291,23.4684761823,5.65802145692,4.96867377641,0.776534737376,0.0912531896543
5.4,0.00129087208142,-1.00076161401e-05,0.000173544191837,0.013336,0.000992225159029,0.0327389985,0.000883248767843,0.120779999,0.00194633028612,0.302780002,0.000854131647194,0.849489987,0.000337185550378,2.85299993,0.996550506242,10.0791409322,23.4682426957,5.65787139971,4.96849133165,0.77650878857,0.0912498127734
5.5,0.00129087208142,-1.00076161401e-05,0.000173544191837,0.013336,0.000992225159029,0.0327389985,0.000883248767843,0.120779999,0.00194633028612,0.302780002,0.000854131647194,0.849489987,0.000337185550378,2.85299993,0.996550506242,10.0790969939,23.4680099722,5.65772314398,4.96831432817,0.776484953058,0.0912472740724
5.6,0.00129087208142,-1.00076161401e-05,0.000173544191837,0.013336,0.000992225159029,0.0327389985,0.000883248767843,0.120779999,0.00194633028612,0.302780002,0.000854131647194,0.849489987,0.000337185550378,2.85299993,0.996550506242,10.0790531142,23.4677780094,5.65757666812,4.96814260367,0.77646305873,0.0912453655058
5.7,0.00129087208142,-1.00076161401e-05,0.000173544191837,0.013336,0.000992225159029,0.0327389985,0.000883248767843,0.120779999,0.00194633028612,0.302780002,0.000854131647194,0.849489987,0.000337185550378,2.85299993,0.996550506242,10.079009293,23.4675468048,5.65743195075,4.96797600072,0.776442947496,0.091243930667
5.8,0.00129087208796,-1.00076161439e-05,0.000173544191963,0.013336,0.000992225159473,0.0327389985,0.000883248768387,0.120779999,0.00194633028738,0.302780002,0.000854131647567,0.849489987,0.000337185550579,2.85299993,0.996422218563,10.0789646681,23.4673114307,5.65728459934,4.96780479174,0.776420347449,0.0912413250242
5.9,0.00129087208796,-1.00076161439e-05,0.000173544191963,0.013336,0.000992225159473,0.0327389985,0.000883248768387,0.120779999,0.00194633028738,0.302780002,0.000854131647567,0.849489987,0.000337185550579,2.85299993,0.996422218563,10.0789192412,23.4670719061,5.65713466308,4.96762921025,0.776395576497,0.0912379776288
6,0.00129087208796,-1.00076161439e-05,0.000173544191963,0.013336,0.000992225159473,0.0327389985,0.000883248768387,0.120779999,0.00194633028738,0.302780002,0.000854131647567,0.849489987,0.000337185550579,2.85299993,0.996422218563,10.0788738747,23.4668331644,5.65698652685,4.96745886535,0.776372822913,0.0912354610948
6.1,0.00129087208796,-1.00076161439e-05,0.000173544191963,0.013336,0.000992225159473,0.0327389985,0.000883248768387,0.120779999,0.00194633028738,0.302780002,0.000854131647567,0.849489987,0.000337185550579,2.85299993,0.996422218563,10.0788285688,23.466595203,5.65684016905,4.96729360085,0.776351922401,0.091233569193
6.2,0.00129087208796,-1.00076161439e-05,0.000173544191963,0.013336,0.000992225159473,0.0327389985,0.000883248768387,0.120779999,0.00194633028738,0.302780002,0.000854131647567,0.849489987,0.000337185550579,2.85299993,0.996422218563,10.0787833232,23.4663580195,5.65669556833,4.96713326523,0.776332724044,0.0912321468827
6.3,0.00129087208348,-1.00076161445e-05,0.000173544192108,0.013336,0.000992225160015,0.0327389985,0.000883248769059,0.120779999,0.001946330289,0.302780002,0.000854131648141,0.849489987,0.000337185550867,2.85299993,0.996294345093,10.0787372787,23.4661167022,5.65654834657,4.96696816823,0.77631097614,0.0912295556947
6.4,0.00129087208348,-1.00076161445e-05,0.000173544192108,0.013336,0.000992225160015,0.0327389985,0.000883248769059,0.120779999,0.001946330289,0.302780002,0.000854131648141,0.849489987,0.000337185550867,2.85299993,0.996294345093,10.0786904369,23.46587127,5.65639855275,4.96679854768,0.776287001151,0.0912262237422
6.5,0.00129087208348,-1.00076161445e-05,0.000173544192108,0.013336,0.000992225160015,0.0327389985,0.000883248769059,0.120779999,0.001946330289,0.302780002,0.000854131648141,0.849489987,0.000337185550867,2.85299993,0.996294345093,10.0786436575,23.4656266401,5.65625055726,4.96663398593,0.776264978705,0.0912237188181
6.6,0.00129087208348,-1.00076161445e-05,0.000173544192108,0.013336,0.000992225160015,0.0327389985,0.000883248769059,0.120779999,0.001946330289,0.302780002,0.000854131648141,0.849489987,0.000337185550867,2.85299993,0.996294345093,10.0785969404,23.4653828097,5.65610433851,4.96647433211,0.776244749787,0.0912218356444
6.7,0.00129087208348,-1.00076161445e-05,0.000173544192108,0.013336,0.000992225160015,0.0327389985,0.000883248769059,0.120779999,0.001946330289,0.302780002,0.000854131648141,0.849489987,0.000337185550867,2.85299993,0.996294345093,10.0785502856,23.4651397763,5.65595987517,4.96631943983,0.776226168329,0.0912204198958
6.8,0.00129087207287,-1.00076161428e-05,0.000173544192265,0.013336,0.000992225160623,0.0327389985,0.000883248769816,0.120779999,0.00194633029086,0.302780002,0.000854131648837,0.849489987,0.00033718555121,2.85299993,0.99616751555,10.0785028408,23.4648926686,5.65581282488,4.96615970211,0.776205020822,0.0912178461249
6.9,0.00129087207287,-1.00076161428e-05,0.000173544192265,0.013336,0.000992225160623,0.0327389985,0.000883248769816,0.120779999,0.00194633029086,0.302780002,0.000854131648837,0.849489987,0.00033718555121,2.85299993,0.99616751555,10.0784546076,23.4646415052,5.65566323605,4.96599535848,0.776181630124,0.0912145386167
7,0.00129087207287,-1.00076161428e-05,0.000173544192265,0.013336,0.000992225160623,0.0327389985,0.000883248769816,0.120779999,0.00194633029086,0.302780002,0.000854131648837,0.849489987,0.00033718555121,2.85299993,0.99616751555,10.0784064386,23.4643911626,5.6555154431,4.96583591628,0.776160144384,0.0912120520695
7.1,0.00129087207287,-1.00076161428e-05,0.000173544192265,0.013336,0.000992225160623,0.0327389985,0.000883248769816,0.120779999,0.00194633029086,0.302780002,0.000854131648837,0.849489987,0.00033718555121,2.85299993,0.99616751555,10.0783583339,23.4641416384,5.65536942445,4.96568122931,0.776140408462,0.0912101827114
7.2,0.00129087207287,-1.00076161428e-05,0.000173544192265,0.013336,0.000992225160623,0.0327389985,0.000883248769816,0.120779999,0.00194633029086,0.302780002,0.000854131648837,0.849489987,0.00033718555121,2.85299993,0.99616751555,10.0783102932,23.4638929297,5.65522515881,4.96553115576,0.776122279851,0.0912087773491
7.3,0.00129087205896,-1.00076161395e-05,0.000173544192428,0.013336,0.000992225161259,0.0327389985,0.000883248770609,0.120779999,0.00194633029282,0.302780002,0.000854131649593,0.849489987,0.000337185551579,2.85299993,0.996042071508,10.0782614738,23.4636402186,5.65507835115,4.96537619665,0.776101592961,0.0912062279088
7.4,0.00129087205896,-1.00076161395e-05,0.000173544192428,0.013336,0.000992225161259,0.0327389985,0.000883248770609,0.120779999,0.00194633029282,0.302780002,0.000854131649593,0.849489987,0.000337185551579,2.85299993,0.996042071508,10.0782118771,23.4633835232,5.65492904914,4.96521659167,0.776078668771,0.0912029537153
7.5,0.00129087205896,-1.00076161395e-05,0.000173544192428,0.013336,0.000992225161259,0.0327389985,0.000883248770609,0.120779999,0.00194633029282,0.302780002,0.000854131649593,0.849489987,0.000337185551579,2.85299993,0.996042071508,10.0781623464,23.4631276669,5.65478153957,4.96506174679,0.776057611547,0.0912004922136
7.6,0.00129087205896,-1.00076161395e-05,0.000173544192428,0.013336,0.000992225161259,0.0327389985,0.000883248770609,0.120779999,0.00194633029282,0.302780002,0.000854131649593,0.849489987,0.000337185551579,2.85299993,0.996042071508,10.0781128818,23.4628726469,5.6546358009,4.96491152003,0.776038269241,0.0911986416845
7.7,0.00129087205896,-1.00076161395e-05,0.000173544192428,0.013336,0.000992225161259,0.0327389985,0.000883248770609,0.120779999,0.00194633029282,0.302780002,0.000854131649593,0.849489987,0.000337185551579,2.85299993,0.996042071508,10.0780634831,23.4626184604,5.65449181187,4.96476577367,0.776020502189,0.0911972504777
7.8,0.00129087204337,-1.00076161359e-05,0.00017354419259,0.013336,0.000992225161898,0.0327389985,0.000883248771406,0.120779999,0.00194633029479,0.302780002,0.000854131650368,0.849489987,0.000337185551955,2.85299993,0.995918186248,10.0780133179,23.4623603492,5.65434533066,4.96461512913,0.776000197597,0.0911947302479
7.9,0.00129087204337,-1.00076161359e-05,0.00017354419259,0.013336,0.000992225161898,0.0327389985,0.000883248771406,0.120779999,0.00194633029479,0.302780002,0.000854131650368,0.849489987,0.000337185551955,2.85299993,0.995918186248,10.0779623876,23.4620983313,5.65419640413,4.9644598253,0.77597767335,0.0911914948989
8,0.00129087204337,-1.00076161359e-05,0.00017354419259,0.013336,0.000992225161898,0.0327389985,0.000883248771406,0.120779999,0.00194633029479,0.302780002,0.000854131650368,0.849489987,0.000337185551955,2.85299993,0.995918186248,10.0779115252,23.4618371699,5.65404926552,4.96430915329,0.775956983496,0.0911890626001
8.1,0.00129087204337,-1.00076161359e-05,0.00017354419259,0.013336,0.000992225161898,0.0327389985,0.000883248771406,0.120779999,0.00194633029479,0.302780002,0.000854131650368,0.849489987,0.000337185551955,2.85299993,0.995918186248,10.0778607306,23.461576862,5.65390389337,4.96416297496,0.775937978643,0.0911872340255
8.2,0.00129087204337,-1.00076161359e-05,0.00017354419259,0.013336,0.000992225161898,0.0327389985,0.000883248771406,0.120779999,0.00194633029479,0.302780002,0.000854131650368,0.849489987,0.000337185551955,2.85299993,0.995918186248,10.0778100037,23.461317405,5.65376026645,4.96402115628,0.775920521561,0.0911858593237
8.3,0.00129087204337,-1.00076161359e-05,0.00017354419259,0.013336,0.000992225161898,0.0327389985,0.000883248771406,0.120779999,0.00194633029479,0.302780002,0.000854131650368,0.849489987,0.000337185551955,2.85299993,0.995918186248,10.0777593445,23.461058796,5.65361836383,4.96388356723,0.775904486199,0.0911848258384
8.4,0.00129087208081,-1.00076161512e-05,0.000173544192602,0.013336,0.000992225161831,0.0327389985,0.000883248771302,0.120779999,0.00194633029434,0.302780002,0.000854131649927,0.849489987,0.000337185551784,2.85299993,0.995790031646,10.0777078914,23.4607961113,5.65347379707,4.96374051489,0.775885633551,0.0911825232103
8.5,0.00129087208081,-1.00076161512e-05,0.000173544192602,0.013336,0.000992225161831,0.0327389985,0.000883248771302,0.120779999,0.00194633029434,0.302780002,0.000854131649927,0.849489987,0.000337185551784,2.85299993,0.995790031646,10.0776556461,23.4605293695,5.6533266157,4.96359225833,0.775864308207,0.0911794047939
8.6,0.00129087208081,-1.00076161512e-05,0.000173544192602,0.013336,0.000992225161831,0.0327389985,0.000883248771302,0.120779999,0.00194633029434,0.302780002,0.000854131649927,0.849489987,0.000337185551784,2.85299993,0.995790031646,10.0776034703,23.4602634996,5.65318120131,4.96344842341,0.775844719617,0.0911770604036
8.7,0.00129087208081,-1.00076161512e-05,0.000173544192602,0.013336,0.000992225161831,0.0327389985,0.000883248771302,0.120779999,0.00194633029434,0.302780002,0.000854131649927,0.849489987,0.000337185551784,2.85299993,0.995790031646,10.0775513641,23.4599984987,5.65303753266,4.96330887825,0.77582672634,0.0911752979176
