time,T_secondary,Text_avg,adiabatic_boundary_integral,condenser_boundary_integral,evaporator_boundary_integral,heat_pipe:T_avg_wick_ann,heat_pipe:condenser_pool_length,heat_pipe:initial_T_wick_ann_int,heat_pipe:mass_flow_rate,heat_pipe:mass_vapor,heat_pipe:power_evap,heat_pipe:refill,heat_pipe:rho_liquid_solid_avg,htc_equiv_cond,total_condenser_power,heat_pipe:mass_evap
0.38723901367188,900,950,0,-2630.7752964136,141.08137013921,949.4210813087,0.061378033443149,0.26065789141747,0.00013286989525678,1.3600370467247e-05,147.60450943062,1,789.76376572937,24.660698753841,2630.7752964136,0.1102729134012
0.58185852050781,900,950,0,-2578.9726534568,338.49448721479,949.07258182822,0.061260798811109,0.26065789141747,0.00019497698354592,1.3540716549573e-05,347.85568709681,1,789.84802551919,59.16805720559,2578.9726534568,0.11028118930976
0.72782315063477,900,950,0,-2548.8798124645,478.17637754241,948.85496534366,0.061094159875447,0.26065789141747,0.00023041297925799,1.3503400439117e-05,488.15470007435,1,789.90064015664,83.584130109741,2548.8798124645,0.110292955195
0.87378778076172,900,950,0,-2519.9233324005,616.33682394985,948.64075369775,0.060990123510534,0.26065789141747,0.00026238526862117,1.3467016669919e-05,626.96061340492,1,789.95243126909,107.73425811876,2519.9233324005,0.11030030220818
1.0927347259521,900,950,0,-2481.1152057312,810.02089688906,948.34555070578,0.060887726207407,0.26065789141747,0.00030249610035046,1.3417076033035e-05,821.7618029432,1,790.02380358844,141.58978823913,2481.1152057312,0.11030753422581
1.4211551437378,900,950,0,-2433.01847282,1064.5956765795,947.96470789603,0.060746634854993,0.26065789141747,0.00035002221930577,1.3352757990423e-05,1077.5254924602,1,790.11588048821,186.08887373906,2433.01847282,0.11031750052789
1.667470457077,900,950,0,-2406.4459365792,1200.8881133825,947.74731670244,0.060564650701452,0.26065789141747,0.00037607683932657,1.3316182540812e-05,1213.8905690425,1,790.16843901944,209.91247796907,2406.4459365792,0.11033035798027
1.9137857704163,900,950,0,-2381.7786213547,1325.3950934739,947.54283807832,0.060460789981931,0.26065789141747,0.00039814240075718,1.3282029208374e-05,1338.6408871562,1,790.21787554163,231.67601149412,2381.7786213547,0.11033769715888
2.2832587404251,900,950,0,-2350.1310485785,1488.6075536947,947.27640330646,0.060363109219748,0.26065789141747,0.00042331513138509,1.3237677340805e-05,1502.2632459674,1,790.28229069044,260.20517385203,2350.1310485785,0.11034460038577
2.8374681954384,900,950,0,-2312.8354309138,1676.91916974,946.95920958908,0.060235849562984,0.26065789141747,0.00044948321548457,1.3185012980368e-05,1690.7431731964,1,790.35897704761,293.12161087388,2312.8354309138,0.11035359520109
3.6687823779583,900,950,0,-2272.6610730857,1860.4595307188,946.61913686797,0.060084372628994,0.26065789141747,0.00047424362202629,1.3128962959151e-05,1874.156771719,1,790.44119398417,325.20404349275,2272.6610730857,0.11036430354584
4.9157536517382,900,950,0,-2234.2281186659,2012.5587243444,946.29845728802,0.059922000531342,0.26065789141747,0.00049705857188086,1.3076604290987e-05,2025.9430772524,1,790.51872165494,351.79063243076,2234.2281186659,0.11037578417072
6.786210562408,900,950,0,-2203.3856186638,2118.8717636938,946.04459323557,0.059768916264969,0.26065789141747,0.00051460462133794,1.3035402661332e-05,2131.8830343388,1,790.58009546716,370.37390699362,2203.3856186638,0.11038660999499
9.5918959284127,900,950,0,-2184.4984373139,2175.5950126318,945.89061598,0.059647748284988,0.26065789141747,0.00052561473996688,1.3010544568199e-05,2188.2918555561,1,790.61732061353,380.28900034023,2184.4984373139,0.11039518012355
13.80042397742,900,950,0,-2177.2658157788,2191.4821156984,945.83238723125,0.059574264181711,0.26065789141747,0.00053023294308604,1.3001187866152e-05,2204.0001880962,1,790.63139783074,383.06602938674,2177.2658157788,0.11040037817592
20.11321605093,900,950,0,-2176.8711834604,2187.0632568336,945.8298955002,0.059546476570889,0.26065789141747,0.000530735378142,1.3000815630277e-05,2199.5275345063,1,790.63200022405,382.29362302867,2176.8711834604,0.11040234389316
29.582404161196,900,950,0,-2178.1452538527,2180.8889463593,945.84059842827,0.059545287273123,0.26065789141747,0.00053004794315047,1.3002552397086e-05,2193.3604737016,1,790.62941271644,381.21436777003,2178.1452538527,0.11040242801028
43.786186326595,900,950,0,-2178.8348777365,2178.787074182,945.84621604602,0.059550394642671,0.26065789141747,0.00052961998195438,1.3003458024595e-05,2191.2730008002,1,790.62805461779,380.84696535161,2178.8348777365,0.11040206669538
65.091859574693,900,950,0,-2178.9693236455,2178.7592473907,945.8472555279,0.059553075396951,0.26065789141747,0.00052951931433973,1.3003623611787e-05,2191.2512114505,1,790.62780331571,380.84210129254,2178.9693236455,0.11040187705293
97.050369446841,900,950,0,-2178.962281861,2178.9178084595,945.84717996587,0.059553571460052,0.26065789141747,0.00052951730615044,1.3003610719198e-05,2191.4106329626,1,790.62782158336,380.86981740239,2178.962281861,0.11040184196156
