power_density,volume,x,x0,x1,x2,x_coord,y,y_coord,z_layer
1044.5473151874,2.4273419854405e-06,-0.023252125644356,-2,-6,-4,-5.6440860827285e-08,-0.067123105,-1.6293073095963e-07,0
1038.5852380136,2.4273419854405e-06,-0.023252125644356,-2,-5,-3,-5.6440860827284e-08,-0.053698484,-1.3034458476771e-07,0
1035.1794821625,2.4273419854405e-06,-0.023252125644356,-2,-4,-2,-5.6440860827285e-08,-0.040273863,-9.7758438575781e-08,0
1033.7849169777,2.4273419854405e-06,-0.023252125644356,-2,-3,-1,-5.6440860827284e-08,-0.026849242,-6.5172292383854e-08,0
1033.2833638203,2.4273419854405e-06,-0.023252125644356,-2,-2,0,-5.6440860827284e-08,-0.013424621,-3.2586146191927e-08,0
1033.3354201579,2.4273419854405e-06,-0.023252125644356,-2,-1,1,-5.6440860827284e-08,0,4.9113848870336e-24,0
1033.2899756112,2.4273419854405e-06,-0.023252125644356,-2,0,2,-5.6440860827284e-08,0.013424621,3.2586146191927e-08,0
1033.8023630499,2.4273419854405e-06,-0.023252125644356,-2,1,3,-5.6440860827284e-08,0.026849242,6.5172292383854e-08,0
1035.2095400475,2.4273419854405e-06,-0.023252125644356,-2,2,4,-5.6440860827285e-08,0.040273863,9.7758438575781e-08,0
1038.6527216852,2.4273419854405e-06,-0.023252125644356,-2,3,5,-5.6440860827284e-08,0.053698484,1.3034458476771e-07,0
1044.6919287566,2.4273419854405e-06,-0.023252125644356,-2,4,6,-5.6440860827284e-08,0.067123105,1.6293073095963e-07,0
1044.8348267907,2.4273419854405e-06,-0.011626062822178,-1,-6,-5,-2.8220430413642e-08,-0.0738354155,-1.792238040556e-07,0
1038.9741316238,2.4273419854405e-06,-0.011626062822178,-1,-5,-4,-2.8220430413642e-08,-0.0604107945,-1.4663765786367e-07,0
1035.6263270686,2.4273419854405e-06,-0.011626062822178,-1,-4,-3,-2.8220430413642e-08,-0.0469861735,-1.1405151167174e-07,0
1033.7825199598,2.4273419854405e-06,-0.011626062822178,-1,-3,-2,-2.8220430413642e-08,-0.0335615525,-8.1465365479817e-08,0
1033.326445731,2.4273419854405e-06,-0.011626062822178,-1,-2,-1,-2.8220430413642e-08,-0.0201369315,-4.887921928789e-08,0
1033.2034822068,2.4273419854405e-06,-0.011626062822178,-1,-1,0,-2.8220430413642e-08,-0.0067123105,-1.6293073095963e-08,0
1033.2073918679,2.4273419854405e-06,-0.011626062822178,-1,0,1,-2.8220430413642e-08,0.0067123105,1.6293073095963e-08,0
1033.3401119697,2.4273419854405e-06,-0.011626062822178,-1,1,2,-2.8220430413642e-08,0.0201369315,4.887921928789e-08,0
1033.8038776347,2.4273419854405e-06,-0.011626062822178,-1,2,3,-2.8220430413642e-08,0.0335615525,8.1465365479817e-08,0
1035.6702936374,2.4273419854405e-06,-0.011626062822178,-1,3,4,-2.8220430413642e-08,0.0469861735,1.1405151167174e-07,0
1039.0582536248,2.4273419854405e-06,-0.011626062822178,-1,4,5,-2.8220430413642e-08,0.0604107945,1.4663765786367e-07,0
1045.0026328492,2.4273419854405e-06,-0.011626062822178,-1,5,6,-2.8220430413642e-08,0.0738354155,1.792238040556e-07,0
1045.9038309724,2.4273419854405e-06,-1.3877787807814e-17,0,-6,-6,-1.4621709796582e-22,-0.080547726,-1.9551687715156e-07,0
1040.1316594457,2.4273419854405e-06,-1.0408340855861e-17,0,-5,-5,-1.3321485271225e-22,-0.067123105,-1.6293073095963e-07,0
1036.3412004713,2.4273419854405e-06,-6.9388939039072e-18,0,-4,-4,-1.3621338243276e-22,-0.053698484,-1.3034458476771e-07,0
1034.0072648116,2.4273419854405e-06,-6.9388939039072e-18,0,-3,-3,-1.3414543090137e-22,-0.040273863,-9.775843857578e-08,0
1033.2757303358,2.4273419854405e-06,-3.4694469519536e-18,0,-2,-2,-1.3354443248756e-22,-0.026849242,-6.5172292383853e-08,0
1033.1989981105,2.4273419854405e-06,-1.7347234759768e-18,0,-1,-1,-1.3795175418882e-22,-0.013424621,-3.2586146191927e-08,0
1032.7002016279,2.4273419854405e-06,0,0,0,0,-1.352763418951e-22,0,-1.7874856049388e-23,0
1033.2084585401,2.4273419854405e-06,1.7347234759768e-18,0,1,1,-1.3329886324321e-22,0.013424621,3.2586146191927e-08,0
1033.2958744509,2.4273419854405e-06,3.4694469519536e-18,0,2,2,-1.248848854499e-22,0.026849242,6.5172292383853e-08,0
1034.0418620625,2.4273419854405e-06,6.9388939039072e-18,0,3,3,-1.2151153951433e-22,0.040273863,9.775843857578e-08,0
1036.4015515921,2.4273419854405e-06,6.9388939039072e-18,0,4,4,-1.2331453475576e-22,0.053698484,1.3034458476771e-07,0
1040.239054518,2.4273419854405e-06,1.0408340855861e-17,0,5,5,-1.1389889293943e-22,0.067123105,1.6293073095963e-07,0
1046.1089389075,2.4273419854405e-06,1.3877787807814e-17,0,6,6,-1.2475563847919e-22,0.080547726,1.9551687715156e-07,0
1044.8328099723,2.4273419854405e-06,0.011626062822178,1,-5,-6,2.8220430413642e-08,-0.0738354155,-1.792238040556e-07,0
1038.9671359541,2.4273419854405e-06,0.011626062822178,1,-4,-5,2.8220430413642e-08,-0.0604107945,-1.4663765786367e-07,0
1035.6175227708,2.4273419854405e-06,0.011626062822178,1,-3,-4,2.8220430413642e-08,-0.0469861735,-1.1405151167174e-07,0
1033.7721997125,2.4273419854405e-06,0.011626062822178,1,-2,-3,2.8220430413642e-08,-0.0335615525,-8.1465365479817e-08,0
1033.3207953884,2.4273419854405e-06,0.011626062822178,1,-1,-2,2.8220430413642e-08,-0.0201369315,-4.887921928789e-08,0
1033.1977069744,2.4273419854405e-06,0.011626062822178,1,0,-1,2.8220430413642e-08,-0.0067123105,-1.6293073095963e-08,0
1033.2031066897,2.4273419854405e-06,0.011626062822178,1,1,0,2.8220430413642e-08,0.0067123105,1.6293073095963e-08,0
1033.3360348139,2.4273419854405e-06,0.011626062822178,1,2,1,2.8220430413642e-08,0.0201369315,4.887921928789e-08,0
1033.8032903062,2.4273419854405e-06,0.011626062822178,1,3,2,2.8220430413642e-08,0.0335615525,8.1465365479817e-08,0
1035.6683584411,2.4273419854405e-06,0.011626062822178,1,4,3,2.8220430413642e-08,0.0469861735,1.1405151167174e-07,0
1039.0526587466,2.4273419854405e-06,0.011626062822178,1,5,4,2.8220430413642e-08,0.0604107945,1.4663765786367e-07,0
1044.989519439,2.4273419854405e-06,0.011626062822178,1,6,5,2.8220430413642e-08,0.0738354155,1.792238040556e-07,0
1044.5376812057,2.4273419854405e-06,0.023252125644356,2,-4,-6,5.6440860827284e-08,-0.067123105,-1.6293073095963e-07,0
1038.5686595818,2.4273419854405e-06,0.023252125644356,2,-3,-5,5.6440860827284e-08,-0.053698484,-1.3034458476771e-07,0
1035.1595306648,2.4273419854405e-06,0.023252125644356,2,-2,-4,5.6440860827284e-08,-0.040273863,-9.7758438575781e-08,0
1033.7727847169,2.4273419854405e-06,0.023252125644356,2,-1,-3,5.6440860827284e-08,-0.026849242,-6.5172292383853e-08,0
1033.271127519,2.4273419854405e-06,0.023252125644356,2,0,-2,5.6440860827284e-08,-0.013424621,-3.2586146191927e-08,0
1033.3248401096,2.4273419854405e-06,0.023252125644356,2,1,-1,5.6440860827284e-08,0,1.0546552810051e-23,0
1033.2825107117,2.4273419854405e-06,0.023252125644356,2,2,0,5.6440860827284e-08,0.013424621,3.2586146191927e-08,0
1033.7973272817,2.4273419854405e-06,0.023252125644356,2,3,1,5.6440860827284e-08,0.026849242,6.5172292383853e-08,0
1035.2081898789,2.4273419854405e-06,0.023252125644356,2,4,2,5.6440860827284e-08,0.040273863,9.775843857578e-08,0
1038.6443424336,2.4273419854405e-06,0.023252125644356,2,5,3,5.6440860827284e-08,0.053698484,1.3034458476771e-07,0
1044.667090019,2.4273419854405e-06,0.023252125644356,2,6,4,5.6440860827284e-08,0.067123105,1.6293073095963e-07,0
1044.5190156133,2.4273419854405e-06,0.034878188466534,3,-3,-6,8.4661291240926e-08,-0.0604107945,-1.4663765786367e-07,0
1038.5587660658,2.4273419854405e-06,0.034878188466534,3,-2,-5,8.4661291240926e-08,-0.0469861735,-1.1405151167174e-07,0
1035.6065681082,2.4273419854405e-06,0.034878188466534,3,-1,-4,8.4661291240926e-08,-0.0335615525,-8.1465365479817e-08,0
1034.0009858027,2.4273419854405e-06,0.034878188466534,3,0,-3,8.4661291240926e-08,-0.0201369315,-4.887921928789e-08,0
1033.772505968,2.4273419854405e-06,0.034878188466534,3,1,-2,8.4661291240926e-08,-0.0067123105,-1.6293073095963e-08,0
1033.7774008505,2.4273419854405e-06,0.034878188466534,3,2,-1,8.4661291240926e-08,0.0067123105,1.6293073095963e-08,0
1034.0199720339,2.4273419854405e-06,0.034878188466534,3,3,0,8.4661291240926e-08,0.0201369315,4.887921928789e-08,0
1035.6499631079,2.4273419854405e-06,0.034878188466534,3,4,1,8.4661291240926e-08,0.0335615525,8.1465365479817e-08,0
1038.6294469693,2.4273419854405e-06,0.034878188466534,3,5,2,8.4661291240926e-08,0.0469861735,1.1405151167174e-07,0
1044.6365460395,2.4273419854405e-06,0.034878188466534,3,6,3,8.4661291240926e-08,0.0604107945,1.4663765786367e-07,0
1044.5091283207,2.4273419854405e-06,0.046504251288712,4,-2,-6,1.1288172165457e-07,-0.053698484,-1.3034458476771e-07,0
1038.9374629841,2.4273419854405e-06,0.046504251288712,4,-1,-5,1.1288172165457e-07,-0.040273863,-9.775843857578e-08,0
1036.3217098389,2.4273419854405e-06,0.046504251288712,4,0,-4,1.1288172165457e-07,-0.026849242,-6.5172292383854e-08,0
1035.6068090444,2.4273419854405e-06,0.046504251288712,4,1,-3,1.1288172165457e-07,-0.013424621,-3.2586146191927e-08,0
1035.1571428952,2.4273419854405e-06,0.046504251288712,4,2,-2,1.1288172165457e-07,0,-2.0640741222612e-23,0
1035.6208416385,2.4273419854405e-06,0.046504251288712,4,3,-1,1.1288172165457e-07,0.013424621,3.2586146191927e-08,0
1036.3573072898,2.4273419854405e-06,0.046504251288712,4,4,0,1.1288172165457e-07,0.026849242,6.5172292383854e-08,0
1039.0069528641,2.4273419854405e-06,0.046504251288712,4,5,1,1.1288172165457e-07,0.040273863,9.775843857578e-08,0
1044.6219477023,2.4273419854405e-06,0.046504251288712,4,6,2,1.1288172165457e-07,0.053698484,1.3034458476771e-07,0
1044.7668867582,2.4273419854405e-06,0.05813031411089,5,-1,-6,1.4110215206821e-07,-0.0469861735,-1.1405151167174e-07,0
1040.0914595725,2.4273419854405e-06,0.05813031411089,5,0,-5,1.4110215206821e-07,-0.0335615525,-8.1465365479817e-08,0
1038.9349508517,2.4273419854405e-06,0.05813031411089,5,1,-4,1.4110215206821e-07,-0.0201369315,-4.887921928789e-08,0
1038.5581338325,2.4273419854405e-06,0.05813031411089,5,2,-3,1.4110215206821e-07,-0.0067123105,-1.6293073095963e-08,0
1038.5686694422,2.4273419854405e-06,0.05813031411089,5,3,-2,1.4110215206821e-07,0.0067123105,1.6293073095963e-08,0
1038.9703421454,2.4273419854405e-06,0.05813031411089,5,4,-1,1.4110215206821e-07,0.0201369315,4.887921928789e-08,0
1040.155916647,2.4273419854405e-06,0.05813031411089,5,5,0,1.4110215206821e-07,0.0335615525,8.1465365479817e-08,0
1044.8877168495,2.4273419854405e-06,0.05813031411089,5,6,1,1.4110215206821e-07,0.0469861735,1.1405151167174e-07,0
1045.8047126144,2.4273419854405e-06,0.069756376933068,6,0,-6,1.6932258248185e-07,-0.040273863,-9.775843857578e-08,0
1044.7648926266,2.4273419854405e-06,0.069756376933068,6,1,-5,1.6932258248185e-07,-0.026849242,-6.5172292383853e-08,0
1044.5133420887,2.4273419854405e-06,0.069756376933068,6,2,-4,1.6932258248185e-07,-0.013424621,-3.2586146191927e-08,0
1044.5277567127,2.4273419854405e-06,0.069756376933068,6,3,-3,1.6932258248185e-07,0,-2.7594228246886e-23,0
1044.5476271722,2.4273419854405e-06,0.069756376933068,6,4,-2,1.6932258248185e-07,0.013424621,3.2586146191927e-08,0
1044.8434936381,2.4273419854405e-06,0.069756376933068,6,5,-1,1.6932258248185e-07,0.026849242,6.5172292383853e-08,0
1045.9377224538,2.4273419854405e-06,0.069756376933068,6,6,0,1.6932258248185e-07,0.040273863,9.775843857578e-08,0
1121.8300728233,2.4273419854405e-06,-0.069756376933068,-6,-6,0,-1.6932258248185e-07,-0.040273863,-9.775843857578e-08,1
1120.7764036437,2.4273419854405e-06,-0.069756376933068,-6,-5,1,-1.6932258248185e-07,-0.026849242,-6.5172292383853e-08,1
1120.6516815444,2.4273419854405e-06,-0.069756376933068,-6,-4,2,-1.6932258248185e-07,-0.013424621,-3.2586146191927e-08,1
1120.7259795522,2.4273419854405e-06,-0.069756376933068,-6,-3,3,-1.6932258248185e-07,0,-6.2167792912188e-24,1
1120.6107270756,2.4273419854405e-06,-0.069756376933068,-6,-2,4,-1.6932258248185e-07,0.013424621,3.2586146191927e-08,1
1120.6888705662,2.4273419854405e-06,-0.069756376933068,-6,-1,5,-1.6932258248185e-07,0.026849242,6.5172292383853e-08,1
1121.686462952,2.4273419854405e-06,-0.069756376933068,-6,0,6,-1.6932258248185e-07,0.040273863,9.775843857578e-08,1
1120.8365817538,2.4273419854405e-06,-0.05813031411089,-5,-6,-1,-1.4110215206821e-07,-0.0469861735,-1.1405151167174e-07,1
1119.5156264305,2.4273419854405e-06,-0.05813031411089,-5,-5,0,-1.4110215206821e-07,-0.0335615525,-8.1465365479817e-08,1
1118.1844876517,2.4273419854405e-06,-0.05813031411089,-5,-4,1,-1.4110215206821e-07,-0.0201369315,-4.887921928789e-08,1
1117.7867109718,2.4273419854405e-06,-0.05813031411089,-5,-3,2,-1.4110215206821e-07,-0.0067123105,-1.6293073095963e-08,1
1117.764647465,2.4273419854405e-06,-0.05813031411089,-5,-2,3,-1.4110215206821e-07,0.0067123105,1.6293073095963e-08,1
1118.1215770735,2.4273419854405e-06,-0.05813031411089,-5,-1,4,-1.4110215206821e-07,0.0201369315,4.887921928789e-08,1
1119.4025650516,2.4273419854405e-06,-0.05813031411089,-5,0,5,-1.4110215206821e-07,0.0335615525,8.1465365479816e-08,1
1120.6434267931,2.4273419854405e-06,-0.05813031411089,-5,1,6,-1.4110215206821e-07,0.0469861735,1.1405151167174e-07,1
1120.7725989095,2.4273419854405e-06,-0.046504251288712,-4,-6,-2,-1.1288172165457e-07,-0.053698484,-1.3034458476771e-07,1
1118.224993581,2.4273419854405e-06,-0.046504251288712,-4,-5,-1,-1.1288172165457e-07,-0.040273863,-9.775843857578e-08,1
1116.6725233715,2.4273419854405e-06,-0.046504251288712,-4,-4,0,-1.1288172165457e-07,-0.026849242,-6.5172292383853e-08,1
1115.9024764516,2.4273419854405e-06,-0.046504251288712,-4,-3,1,-1.1288172165457e-07,-0.013424621,-3.2586146191927e-08,1
1115.3120886274,2.4273419854405e-06,-0.046504251288712,-4,-2,2,-1.1288172165457e-07,0,-9.1506855263679e-24,1
1115.8671487091,2.4273419854405e-06,-0.046504251288712,-4,-1,3,-1.1288172165457e-07,0.013424621,3.2586146191927e-08,1
1116.5944218703,2.4273419854405e-06,-0.046504251288712,-4,0,4,-1.1288172165457e-07,0.026849242,6.5172292383853e-08,1
1118.0956686826,2.4273419854405e-06,-0.046504251288712,-4,1,5,-1.1288172165457e-07,0.040273863,9.775843857578e-08,1
1120.5259677395,2.4273419854405e-06,-0.046504251288712,-4,2,6,-1.1288172165457e-07,0.053698484,1.3034458476771e-07,1
1120.8862360534,2.4273419854405e-06,-0.034878188466534,-3,-6,-3,-8.4661291240926e-08,-0.0604107945,-1.4663765786367e-07,1
1117.8705752225,2.4273419854405e-06,-0.034878188466534,-3,-5,-2,-8.4661291240926e-08,-0.0469861735,-1.1405151167174e-07,1
1115.9373742552,2.4273419854405e-06,-0.034878188466534,-3,-4,-1,-8.4661291240926e-08,-0.0335615525,-8.1465365479817e-08,1
1114.8151645908,2.4273419854405e-06,-0.034878188466534,-3,-3,0,-8.4661291240926e-08,-0.0201369315,-4.887921928789e-08,1
1114.6585310585,2.4273419854405e-06,-0.034878188466534,-3,-2,1,-8.4661291240926e-08,-0.0067123105,-1.6293073095963e-08,1
1114.6440025199,2.4273419854405e-06,-0.034878188466534,-3,-1,2,-8.4661291240926e-08,0.0067123105,1.6293073095963e-08,1
1114.7654826279,2.4273419854405e-06,-0.034878188466534,-3,0,3,-8.4661291240926e-08,0.0201369315,4.887921928789e-08,1
1115.8474503986,2.4273419854405e-06,-0.034878188466534,-3,1,4,-8.4661291240926e-08,0.0335615525,8.1465365479817e-08,1
1117.7135378281,2.4273419854405e-06,-0.034878188466534,-3,2,5,-8.4661291240926e-08,0.0469861735,1.1405151167174e-07,1
1120.6107078861,2.4273419854405e-06,-0.034878188466534,-3,3,6,-8.4661291240926e-08,0.0604107945,1.4663765786367e-07,1
1120.7994880209,2.4273419854405e-06,-0.023252125644356,-2,-6,-4,-5.6440860827284e-08,-0.067123105,-1.6293073095963e-07,1
1117.8851641092,2.4273419854405e-06,-0.023252125644356,-2,-5,-3,-5.6440860827284e-08,-0.053698484,-1.3034458476771e-07,1
1115.3759637035,2.4273419854405e-06,-0.023252125644356,-2,-4,-2,-5.6440860827284e-08,-0.040273863,-9.775843857578e-08,1
1114.6881369687,2.4273419854405e-06,-0.023252125644356,-2,-3,-1,-5.6440860827284e-08,-0.026849242,-6.5172292383853e-08,1
1114.6611175231,2.4273419854405e-06,-0.023252125644356,-2,-2,0,-5.6440860827284e-08,-0.013424621,-3.2586146191927e-08,1
1114.8139179535,2.4273419854405e-06,-0.023252125644356,-2,-1,1,-5.6440860827284e-08,0,5.9195112585826e-24,1
1114.6328091602,2.4273419854405e-06,-0.023252125644356,-2,0,2,-5.6440860827284e-08,0.013424621,3.2586146191927e-08,1
1114.6270831929,2.4273419854405e-06,-0.023252125644356,-2,1,3,-5.6440860827284e-08,0.026849242,6.5172292383853e-08,1
1115.2726531043,2.4273419854405e-06,-0.023252125644356,-2,2,4,-5.6440860827284e-08,0.040273863,9.775843857578e-08,1
1117.7117021119,2.4273419854405e-06,-0.023252125644356,-2,3,5,-5.6440860827284e-08,0.053698484,1.3034458476771e-07,1
1120.5121167162,2.4273419854405e-06,-0.023252125644356,-2,4,6,-5.6440860827284e-08,0.067123105,1.6293073095963e-07,1
1120.9029555099,2.4273419854405e-06,-0.011626062822178,-1,-6,-5,-2.8220430413642e-08,-0.0738354155,-1.792238040556e-07,1
1118.2708014849,2.4273419854405e-06,-0.011626062822178,-1,-5,-4,-2.8220430413642e-08,-0.0604107945,-1.4663765786367e-07,1
1115.9640587499,2.4273419854405e-06,-0.011626062822178,-1,-4,-3,-2.8220430413642e-08,-0.0469861735,-1.1405151167174e-07,1
1114.7001308597,2.4273419854405e-06,-0.011626062822178,-1,-3,-2,-2.8220430413642e-08,-0.0335615525,-8.1465365479817e-08,1
1114.8417906859,2.4273419854405e-06,-0.011626062822178,-1,-2,-1,-2.8220430413642e-08,-0.0201369315,-4.887921928789e-08,1
1114.5813591536,2.4273419854405e-06,-0.011626062822178,-1,-1,0,-2.8220430413642e-08,-0.0067123105,-1.6293073095963e-08,1
1114.5688463221,2.4273419854405e-06,-0.011626062822178,-1,0,1,-2.8220430413642e-08,0.0067123105,1.6293073095963e-08,1
1114.802246807,2.4273419854405e-06,-0.011626062822178,-1,1,2,-2.8220430413642e-08,0.0201369315,4.887921928789e-08,1
1114.6313757431,2.4273419854405e-06,-0.011626062822178,-1,2,3,-2.8220430413642e-08,0.0335615525,8.1465365479817e-08,1
1115.8488089813,2.4273419854405e-06,-0.011626062822178,-1,3,4,-2.8220430413642e-08,0.0469861735,1.1405151167174e-07,1
1118.0892941187,2.4273419854405e-06,-0.011626062822178,-1,4,5,-2.8220430413642e-08,0.0604107945,1.4663765786367e-07,1
1120.6149908418,2.4273419854405e-06,-0.011626062822178,-1,5,6,-2.8220430413642e-08,0.0738354155,1.792238040556e-07,1
1121.9465752659,2.4273419854405e-06,-1.3877787807814e-17,0,-6,-6,-1.4667592471184e-22,-0.080547726,-1.9551687715156e-07,1
1119.5986779588,2.4273419854405e-06,-1.0408340855861e-17,0,-5,-5,-1.353668147746e-22,-0.067123105,-1.6293073095963e-07,1
1116.7300086633,2.4273419854405e-06,-6.9388939039072e-18,0,-4,-4,-1.3582564152062e-22,-0.053698484,-1.3034458476771e-07,1
1114.8547910026,2.4273419854405e-06,-6.9388939039072e-18,0,-3,-3,-1.3386754991434e-22,-0.040273863,-9.775843857578e-08,1
1114.6864378597,2.4273419854405e-06,-3.4694469519536e-18,0,-2,-2,-1.3141831981936e-22,-0.026849242,-6.5172292383853e-08,1
1114.5933376498,2.4273419854405e-06,-1.7347234759768e-18,0,-1,-1,-1.3609706015912e-22,-0.013424621,-3.2586146191927e-08,1
1114.1420498669,2.4273419854405e-06,0,0,0,0,-1.3472704226957e-22,0,-1.6957202557337e-23,1
1114.5709471402,2.4273419854405e-06,1.7347234759768e-18,0,1,1,-1.318060607315e-22,0.013424621,3.2586146191927e-08,1
1114.6386437178,2.4273419854405e-06,3.4694469519536e-18,0,2,2,-1.2390907082103e-22,0.026849242,6.5172292383853e-08,1
1114.7760554732,2.4273419854405e-06,6.9388939039072e-18,0,3,3,-1.2175710875868e-22,0.040273863,9.775843857578e-08,1
1116.6075569554,2.4273419854405e-06,6.9388939039072e-18,0,4,4,-1.2197682860889e-22,0.053698484,1.3034458476771e-07,1
1119.4120783997,2.4273419854405e-06,1.0408340855861e-17,0,5,5,-1.1443526786788e-22,0.067123105,1.6293073095963e-07,1
1121.6557888066,2.4273419854405e-06,1.3877787807814e-17,0,6,6,-1.2666849364572e-22,0.080547726,1.9551687715156e-07,1
1120.9050531506,2.4273419854405e-06,0.011626062822178,1,-5,-6,2.8220430413642e-08,-0.0738354155,-1.792238040556e-07,1
1118.276630947,2.4273419854405e-06,0.011626062822178,1,-4,-5,2.8220430413642e-08,-0.0604107945,-1.4663765786367e-07,1
1115.9727848038,2.4273419854405e-06,0.011626062822178,1,-3,-4,2.8220430413642e-08,-0.0469861735,-1.1405151167174e-07,1
1114.7126787014,2.4273419854405e-06,0.011626062822178,1,-2,-3,2.8220430413642e-08,-0.0335615525,-8.1465365479816e-08,1
1114.8519091761,2.4273419854405e-06,0.011626062822178,1,-1,-2,2.8220430413642e-08,-0.0201369315,-4.887921928789e-08,1
1114.5938624569,2.4273419854405e-06,0.011626062822178,1,0,-1,2.8220430413642e-08,-0.0067123105,-1.6293073095963e-08,1
1114.5838480391,2.4273419854405e-06,0.011626062822178,1,1,0,2.8220430413642e-08,0.0067123105,1.6293073095963e-08,1
1114.8209924845,2.4273419854405e-06,0.011626062822178,1,2,1,2.8220430413642e-08,0.0201369315,4.887921928789e-08,1
1114.6541177078,2.4273419854405e-06,0.011626062822178,1,3,2,2.8220430413642e-08,0.0335615525,8.1465365479816e-08,1
1115.8834646458,2.4273419854405e-06,0.011626062822178,1,4,3,2.8220430413642e-08,0.0469861735,1.1405151167174e-07,1
