FRD,id,x,y,z
1.7518111505809e+19,0.85,0.995,0.85,0
1.7578234792012e+19,0.86,0.995,0.86,0
1.7634272574397e+19,0.87,0.995,0.87,0
1.7686211829915e+19,0.88,0.995,0.88,0
1.7734040487882e+19,0.89,0.995,0.89,0
1.7777747432785e+19,0.9,0.995,0.9,0
1.7817322506862e+19,0.91,0.995,0.91,0
1.7852756512556e+19,0.92,0.995,0.92,0
1.7884041214658e+19,0.93,0.995,0.93,0
1.791116934229e+19,0.94,0.995,0.94,0
1.7934134590532e+19,0.95,0.995,0.95,0
1.7952931621907e+19,0.96,0.995,0.96,0
1.7967556067725e+19,0.97,0.995,0.97,0
1.7978004529073e+19,0.98,0.995,0.98,0
1.7984274577544e+19,0.99,0.995,0.99,0
1.7986364755854e+19,1,0.995,1,0
1.798427457824e+19,1.01,0.995,1.01,0
1.7978004530511e+19,1.02,0.995,1.02,0
1.79675560699e+19,1.03,0.995,1.03,0
1.7952931624784e+19,1.04,0.995,1.04,0
1.793413459411e+19,1.05,0.995,1.05,0
1.7911169346616e+19,1.06,0.995,1.06,0
1.7884041219699e+19,1.07,0.995,1.07,0
1.7852756518316e+19,1.08,0.995,1.08,0
1.7817322513355e+19,1.09,0.995,1.09,0
1.7777747440009e+19,1.1,0.995,1.1,0
1.7734040495855e+19,1.11,0.995,1.11,0
1.7686211838641e+19,1.12,0.995,1.12,0
1.7634272583859e+19,1.13,0.995,1.13,0
1.7578234802263e+19,1.14,0.995,1.14,0
1.7518111516816e+19,1.15,0.995,1.15,0
1.7453916699753e+19,1.16,0.995,1.16,0
1.738566526923e+19,1.17,0.995,1.17,0
1.7313373085731e+19,1.18,0.995,1.18,0
1.7237056948344e+19,1.19,0.995,1.19,0
1.7156734590753e+19,1.2,0.995,1.2,0
1.7072424676929e+19,1.21,0.995,1.21,0
1.6984146796681e+19,1.22,0.995,1.22,0
1.6891921460924e+19,1.23,0.995,1.23,0
1.6795770096709e+19,1.24,0.995,1.24,0
1.6695715042037e+19,1.25,0.995,1.25,0
1.6591779540321e+19,1.26,0.995,1.26,0
1.6483987734757e+19,1.27,0.995,1.27,0
1.6372364662384e+19,1.28,0.995,1.28,0
1.6256936247741e+19,1.29,0.995,1.29,0
1.6137729296496e+19,1.3,0.995,1.3,0
1.601477148869e+19,1.31,0.995,1.31,0
1.5888091371558e+19,1.32,0.995,1.32,0
1.5757718352381e+19,1.33,0.995,1.33,0
1.562368269075e+19,1.34,0.995,1.34,0
1.548601549073e+19,1.35,0.995,1.35,0
1.5344748692634e+19,1.36,0.995,1.36,0
1.519991506437e+19,1.37,0.995,1.37,0
1.5051548192717e+19,1.38,0.995,1.38,0
1.4899682473943e+19,1.39,0.995,1.39,0
1.4744353104296e+19,1.4,0.995,1.4,0
1.4585596069997e+19,1.41,0.995,1.41,0
1.4423448136833e+19,1.42,0.995,1.42,0
1.4257946839427e+19,1.43,0.995,1.43,0
1.4089130469968e+19,1.44,0.995,1.44,0
1.3917038066506e+19,1.45,0.995,1.45,0
1.3741709400831e+19,1.46,0.995,1.46,0
1.3563184965766e+19,1.47,0.995,1.47,0
1.3381505961964e+19,1.48,0.995,1.48,0
1.3196714284135e+19,1.49,0.995,1.49,0
1.3008852506714e+19,1.5,0.995,1.5,0
1.2817963868827e+19,1.51,0.995,1.51,0
1.2624092258749e+19,1.52,0.995,1.52,0
1.2427282197571e+19,1.53,0.995,1.53,0
1.2227578822187e+19,1.54,0.995,1.54,0
1.2025027867564e+19,1.55,0.995,1.55,0
1.1819675648167e+19,1.56,0.995,1.56,0
1.1611569038749e+19,1.57,0.995,1.57,0
1.140075545408e+19,1.58,0.995,1.58,0
1.1187282827993e+19,1.59,0.995,1.59,0
1.0971199591412e+19,1.6,0.995,1.6,0
1.0752554649566e+19,1.61,0.995,1.61,0
1.0531397358177e+19,1.62,0.995,1.62,0
1.0307777498707e+19,1.63,0.995,1.63,0
1.0081745252614e+19,1.64,0.995,1.64,0
9.8533511745602e+18,1.65,0.995,1.65,0
9.6226461645844e+18,1.66,0.995,1.66,0
9.3896814392592e+18,1.67,0.995,1.67,0
9.154508501625e+18,1.68,0.995,1.68,0
8.9171791101192e+18,1.69,0.995,1.69,0
8.6777452462085e+18,1.7,0.995,1.7,0
8.4362590807788e+18,1.71,0.995,1.71,0
8.1927729391998e+18,1.72,0.995,1.72,0
7.947339264929e+18,1.73,0.995,1.73,0
7.7000105814037e+18,1.74,0.995,1.74,0
7.4508394520521e+18,1.75,0.995,1.75,0
7.1998784382057e+18,1.76,0.995,1.76,0
6.9471800543448e+18,1.77,0.995,1.77,0
6.6927967202277e+18,1.78,0.995,1.78,0
6.4367807092666e+18,1.79,0.995,1.79,0
6.1791840921387e+18,1.8,0.995,1.8,0
5.9200586746939e+18,1.81,0.995,1.81,0
5.6594559285406e+18,1.82,0.995,1.82,0
5.3974269126915e+18,1.83,0.995,1.83,0
5.1340221840158e+18,1.84,0.995,1.84,0
4.8692916936931e+18,1.85,0.995,1.85,0
4.6032846664982e+18,1.86,0.995,1.86,0
4.3360494586898e+18,1.87,0.995,1.87,0
4.0676333897078e+18,1.88,0.995,1.88,0
3.7980825416829e+18,1.89,0.995,1.89,0
3.5274415197714e+18,1.9,0.995,1.9,0
3.2557531649077e+18,1.91,0.995,1.91,0
2.9830582092378e+18,1.92,0.995,1.92,0
2.7093948625619e+18,1.93,0.995,1.93,0
2.4347983166056e+18,1.94,0.995,1.94,0
2.1593001516928e+18,1.95,0.995,1.95,0
1.8829276282849e+18,1.96,0.995,1.96,0
1.6057028436406e+18,1.97,0.995,1.97,0
1.327641731513e+18,1.98,0.995,1.98,0
1.0487528805048e+18,1.99,0.995,1.99,0
7.6903614468069e+17,2,0.995,2,0
