FRD,id,x,y,z
1.6795770087759e+19,0.76,0.76,1.005,0
1.6891921452289e+19,0.77,0.77,1.005,0
1.6984146788339e+19,0.78,0.78,1.005,0
1.7072424668882e+19,0.79,0.79,1.005,0
1.7156734583023e+19,0.8,0.8,1.005,0
1.7237056940915e+19,0.81,0.81,1.005,0
1.7313373078621e+19,0.82,0.82,1.005,0
1.7385665262467e+19,0.83,0.83,1.005,0
1.745391669337e+19,0.84,0.84,1.005,0
1.7518111510818e+19,0.85,0.85,1.005,0
1.7578234796676e+19,0.86,0.86,1.005,0
1.7634272578688e+19,0.87,0.87,1.005,0
1.7686211833879e+19,0.88,0.88,1.005,0
1.7734040491543e+19,0.89,0.89,1.005,0
1.7777747436103e+19,0.9,0.9,1.005,0
1.7817322509863e+19,0.91,0.91,1.005,0
1.7852756515273e+19,0.92,0.92,1.005,0
1.788404121707e+19,0.93,0.93,1.005,0
1.7911169344373e+19,0.94,0.94,1.005,0
1.7934134592274e+19,0.95,0.95,1.005,0
1.7952931623327e+19,0.96,0.96,1.005,0
1.7967556068868e+19,0.97,0.97,1.005,0
1.7978004529909e+19,0.98,0.98,1.005,0
1.7984274578043e+19,0.99,0.99,1.005,0
1.798636475605e+19,1,1,1.005,0
1.798427457813e+19,1.01,1.01,1.005,0
1.7978004530028e+19,1.02,1.02,1.005,0
1.7967556069063e+19,1.03,1.03,1.005,0
1.7952931623591e+19,1.04,1.04,1.005,0
1.7934134592581e+19,1.05,1.05,1.005,0
1.7911169344705e+19,1.06,1.06,1.005,0
1.7884041217449e+19,1.07,1.07,1.005,0
1.7852756515686e+19,1.08,1.08,1.005,0
1.7817322510354e+19,1.09,1.09,1.005,0
1.7777747436674e+19,1.1,1.1,1.005,0
1.7734040492167e+19,1.11,1.11,1.005,0
1.7686211834571e+19,1.12,1.12,1.005,0
1.7634272579422e+19,1.13,1.13,1.005,0
1.7578234797447e+19,1.14,1.14,1.005,0
1.7518111511645e+19,1.15,1.15,1.005,0
1.7453916694215e+19,1.16,1.16,1.005,0
1.7385665263343e+19,1.17,1.17,1.005,0
1.7313373079523e+19,1.18,1.18,1.005,0
1.7237056941871e+19,1.19,1.19,1.005,0
1.7156734584012e+19,1.2,1.2,1.005,0
1.7072424669898e+19,1.21,1.21,1.005,0
1.6984146789364e+19,1.22,1.22,1.005,0
1.6891921453324e+19,1.23,1.23,1.005,0
1.6795770088844e+19,1.24,1.24,1.005,0
1.6695715033879e+19,1.25,1.25,1.005,0
1.6591779531906e+19,1.26,1.26,1.005,0
1.6483987726124e+19,1.27,1.27,1.005,0
1.6372364653546e+19,1.28,1.28,1.005,0
1.6256936238719e+19,1.29,1.29,1.005,0
1.613772928735e+19,1.3,1.3,1.005,0
1.6014771479395e+19,1.31,1.31,1.005,0
1.5888091362141e+19,1.32,1.32,1.005,0
1.5757718342825e+19,1.33,1.33,1.005,0
1.5623682681079e+19,1.34,1.34,1.005,0
1.5486015480944e+19,1.35,1.35,1.005,0
1.5344748682737e+19,1.36,1.36,1.005,0
1.5199915054373e+19,1.37,1.37,1.005,0
1.5051548182612e+19,1.38,1.38,1.005,0
1.4899682463754e+19,1.39,1.39,1.005,0
1.4744353094001e+19,1.4,1.4,1.005,0
1.4585596059565e+19,1.41,1.41,1.005,0
1.4423448126279e+19,1.42,1.42,1.005,0
1.425794682877e+19,1.43,1.43,1.005,0
1.4089130459202e+19,1.44,1.44,1.005,0
1.3917038055647e+19,1.45,1.45,1.005,0
1.3741709389901e+19,1.46,1.46,1.005,0
1.3563184954807e+19,1.47,1.47,1.005,0
1.3381505950995e+19,1.48,1.48,1.005,0
1.3196714273151e+19,1.49,1.49,1.005,0
1.3008852495711e+19,1.5,1.5,1.005,0
1.2817963857834e+19,1.51,1.51,1.005,0
1.2624092247778e+19,1.52,1.52,1.005,0
1.2427282186623e+19,1.53,1.53,1.005,0
1.2227578811275e+19,1.54,1.54,1.005,0
1.2025027856659e+19,1.55,1.55,1.005,0
1.1819675637281e+19,1.56,1.56,1.005,0
1.1611569027881e+19,1.57,1.57,1.005,0
1.1400755443244e+19,1.58,1.58,1.005,0
1.1187282817193e+19,1.59,1.59,1.005,0
1.0971199580672e+19,1.6,1.6,1.005,0
1.0752554638897e+19,1.61,1.61,1.005,0
1.0531397347596e+19,1.62,1.62,1.005,0
1.0307777488222e+19,1.63,1.63,1.005,0
1.0081745242236e+19,1.64,1.64,1.005,0
9.8533511642998e+18,1.65,1.65,1.005,0
9.6226461544541e+18,1.66,1.66,1.005,0
9.3896814292646e+18,1.67,1.67,1.005,0
9.154508491781e+18,1.68,1.68,1.005,0
8.9171791004274e+18,1.69,1.69,1.005,0
8.6777452366715e+18,1.7,1.7,1.005,0
8.436259071395e+18,1.71,1.71,1.005,0
8.1927729299921e+18,1.72,1.72,1.005,0
7.9473392558964e+18,1.73,1.73,1.005,0
7.7000105725315e+18,1.74,1.74,1.005,0
7.450839443351e+18,1.75,1.75,1.005,0
7.1998784296853e+18,1.76,1.76,1.005,0
6.9471800459983e+18,1.77,1.77,1.005,0
6.6927967120781e+18,1.78,1.78,1.005,0
6.4367807013116e+18,1.79,1.79,1.005,0
6.1791840843972e+18,1.8,1.8,1.005,0
5.9200586671867e+18,1.81,1.81,1.005,0
5.659455921272e+18,1.82,1.82,1.005,0
5.3974269056795e+18,1.83,1.83,1.005,0
5.1340221772687e+18,1.84,1.84,1.005,0
4.8692916872256e+18,1.85,1.85,1.005,0
4.6032846603109e+18,1.86,1.86,1.005,0
4.3360494528043e+18,1.87,1.87,1.005,0
4.0676333841358e+18,1.88,1.88,1.005,0
3.7980825364406e+18,1.89,1.89,1.005,0
3.5274415148701e+18,1.9,1.9,1.005,0
3.2557531603639e+18,1.91,1.91,1.005,0
2.9830582050501e+18,1.92,1.92,1.005,0
2.7093948587414e+18,1.93,1.93,1.005,0
2.4347983131603e+18,1.94,1.94,1.005,0
2.1593001486264e+18,1.95,1.95,1.005,0
1.8829276255991e+18,1.96,1.96,1.005,0
1.6057028413418e+18,1.97,1.97,1.005,0
1.3276417296052e+18,1.98,1.98,1.005,0
1.0487528789929e+18,1.99,1.99,1.005,0
7.6903614357032e+17,2,2,1.005,0
