z,T,PD,T_const,T_linear,T_K
1.534061,679.5082,9.60E+05,6.27E+02,675.0857131,952.6582
1.535332,679.5107,9.55E+05,6.27E+02,675.1254619,952.6607
1.536603,679.5136,9.49E+05,6.27E+02,675.1652107,952.6636
1.537874,679.517,9.43E+05,6.27E+02,675.2049596,952.667
1.539145,679.5208,9.37E+05,6.27E+02,675.2447084,952.6708
1.540416,679.5251,9.31E+05,6.27E+02,675.2844572,952.6751
1.541687,679.5299,9.24E+05,6.27E+02,675.3242061,952.6799
1.542958,679.5351,9.18E+05,6.27E+02,675.3639549,952.6851
1.544229,679.5408,9.12E+05,6.27E+02,675.4037037,952.6908
1.5455,679.5468,9.06E+05,6.27E+02,675.4434525,952.6968
1.546771,679.5531,8.99E+05,6.27E+02,675.4832014,952.7031
1.548042,679.5597,8.93E+05,6.27E+02,675.5229502,952.7097
1.549313,679.5666,8.87E+05,6.27E+02,675.562699,952.7166
1.550584,679.5736,8.80E+05,6.27E+02,675.6024479,952.7236
1.551855,679.5809,8.74E+05,6.27E+02,675.6421967,952.7309
1.553126,679.5882,8.68E+05,6.27E+02,675.6819455,952.7382
1.554397,679.5956,8.62E+05,6.27E+02,675.7216944,952.7456
1.555668,679.6031,8.56E+05,6.27E+02,675.7614432,952.7531
1.556939,679.6105,8.50E+05,6.27E+02,675.801192,952.7605
1.558209,679.618,8.44E+05,6.27E+02,675.8409096,952.768
1.55948,679.6253,8.38E+05,6.27E+02,675.8806584,952.7753
1.560751,679.6326,8.33E+05,6.27E+02,675.9204072,952.7826
1.562022,679.6396,8.27E+05,6.27E+02,675.9601561,952.7896
1.563293,679.6465,8.22E+05,6.27E+02,675.9999049,952.7965
1.564564,679.6532,8.17E+05,6.27E+02,676.0396537,952.8032
1.565835,679.6595,8.12E+05,6.27E+02,676.0794026,952.8095
1.567106,679.6656,8.07E+05,6.27E+02,676.1191514,952.8156
1.568377,679.6713,8.03E+05,6.27E+02,676.1589002,952.8213
1.569648,679.6766,7.99E+05,6.27E+02,676.1986491,952.8266
1.570919,679.6814,7.95E+05,6.27E+02,676.2383979,952.8314
1.57219,679.6858,7.92E+05,6.27E+02,676.2781467,952.8358
1.573461,679.6897,7.88E+05,6.27E+02,676.3178956,952.8397
1.574732,679.693,7.85E+05,6.27E+02,676.3576444,952.843
1.576003,679.6957,7.83E+05,6.27E+02,676.3973932,952.8457
1.577274,679.6978,7.80E+05,6.27E+02,676.437142,952.8478
1.578545,679.6992,7.78E+05,6.27E+02,676.4768909,952.8492
1.579816,679.6999,7.77E+05,6.27E+02,676.5166397,952.8499
1.581087,679.6999,7.75E+05,6.27E+02,676.5563885,952.8499
1.582358,679.6991,7.75E+05,6.27E+02,676.5961374,952.8491
1.583629,679.6975,7.74E+05,6.27E+02,676.6358862,952.8475
1.5849,679.6952,7.74E+05,6.27E+02,676.675635,952.8452
1.586171,679.6922,7.74E+05,6.27E+02,676.7153839,952.8422
1.587442,679.6886,7.75E+05,6.27E+02,676.7551327,952.8386
1.588713,679.6843,7.76E+05,6.27E+02,676.7948815,952.8343
1.589984,679.6794,7.77E+05,6.27E+02,676.8346304,952.8294
1.591255,679.6739,7.78E+05,6.27E+02,676.8743792,952.8239
1.592526,679.6678,7.80E+05,6.27E+02,676.914128,952.8178
1.593797,679.6611,7.82E+05,6.27E+02,676.9538768,952.8111
1.595068,679.654,7.84E+05,6.27E+02,676.9936257,952.804
1.596339,679.6463,7.87E+05,6.27E+02,677.0333745,952.7963
1.59761,679.6382,7.90E+05,6.27E+02,677.0731233,952.7882
1.598881,679.6295,7.93E+05,6.27E+02,677.1128722,952.7795
1.600151,679.6205,7.96E+05,6.27E+02,677.1525897,952.7705
1.601422,679.611,8.00E+05,6.27E+02,677.1923386,952.761
1.602693,679.6012,8.03E+05,6.27E+02,677.2320874,952.7512
1.603964,679.591,8.07E+05,6.27E+02,677.2718362,952.741
1.605235,679.5805,8.11E+05,6.27E+02,677.3115851,952.7305
1.606506,679.5696,8.15E+05,6.27E+02,677.3513339,952.7196
1.607777,679.5585,8.19E+05,6.27E+02,677.3910827,952.7085
1.609048,679.5471,8.24E+05,6.27E+02,677.4308315,952.6971
1.610319,679.5354,8.28E+05,6.27E+02,677.4705804,952.6854
1.61159,679.5235,8.33E+05,6.27E+02,677.5103292,952.6735
1.612861,679.5114,8.38E+05,6.27E+02,677.550078,952.6614
1.614132,679.4992,8.43E+05,6.27E+02,677.5898269,952.6492
1.615403,679.4868,8.47E+05,6.27E+02,677.6295757,952.6368
1.616674,679.4743,8.52E+05,6.27E+02,677.6693245,952.6243
1.617945,679.4617,8.57E+05,6.27E+02,677.7090734,952.6117
1.619216,679.449,8.62E+05,6.27E+02,677.7488222,952.599
1.620487,679.4362,8.68E+05,6.27E+02,677.788571,952.5862
1.621758,679.4234,8.73E+05,6.27E+02,677.8283199,952.5734
1.623029,679.4107,8.78E+05,6.27E+02,677.8680687,952.5607
1.6243,679.3979,8.83E+05,6.27E+02,677.9078175,952.5479
1.625571,679.3852,8.88E+05,6.27E+02,677.9475663,952.5352
1.626842,679.3725,8.93E+05,6.27E+02,677.9873152,952.5225
1.628113,679.3599,8.98E+05,6.27E+02,678.027064,952.5099
1.629384,679.3475,9.03E+05,6.27E+02,678.0668128,952.4975
1.630655,679.3351,9.08E+05,6.27E+02,678.1065617,952.4851
1.631926,679.323,9.12E+05,6.27E+02,678.1463105,952.473
1.633197,679.311,9.17E+05,6.27E+02,678.1860593,952.461
1.634468,679.2992,9.22E+05,6.27E+02,678.2258082,952.4492
1.635739,679.2876,9.26E+05,6.27E+02,678.265557,952.4376
1.63701,679.2764,9.30E+05,6.27E+02,678.3053058,952.4264
1.638281,679.2653,9.35E+05,6.27E+02,678.3450547,952.4153
1.639552,679.2546,9.39E+05,6.27E+02,678.3848035,952.4046
1.640823,679.2442,9.42E+05,6.27E+02,678.4245523,952.3942
1.642094,679.2342,9.46E+05,6.27E+02,678.4643011,952.3842
1.643364,679.2245,9.50E+05,6.27E+02,678.5040187,952.3745
1.644635,679.2153,9.53E+05,6.27E+02,678.5437675,952.3653
1.645906,679.2064,9.56E+05,6.27E+02,678.5835164,952.3564
1.647177,679.198,9.59E+05,6.27E+02,678.6232652,952.348
1.648448,679.1901,9.61E+05,6.27E+02,678.663014,952.3401
1.649719,679.1826,9.64E+05,6.27E+02,678.7027629,952.3326
1.65099,679.1757,9.66E+05,6.27E+02,678.7425117,952.3257
1.652261,679.1693,9.68E+05,6.27E+02,678.7822605,952.3193
1.653532,679.1635,9.69E+05,6.27E+02,678.8220094,952.3135
1.654803,679.1583,9.70E+05,6.27E+02,678.8617582,952.3083
1.656074,679.1536,9.71E+05,6.27E+02,678.901507,952.3036
1.657345,679.1496,9.72E+05,6.27E+02,678.9412558,952.2996
1.658616,679.1463,9.72E+05,6.27E+02,678.9810047,952.2963
1.659887,679.1436,9.72E+05,6.27E+02,679.0207535,952.2936
1.661158,679.1417,9.72E+05,6.27E+02,679.0605023,952.2917
1.662429,679.1405,9.71E+05,6.27E+02,679.1002512,952.2905
1.6637,679.14,9.70E+05,6.27E+02,679.14,952.29
